"GEO_ID","NAME","S2406_C01_001E","S2406_C01_001M","S2406_C01_002E","S2406_C01_002M","S2406_C01_003E","S2406_C01_003M","S2406_C01_004E","S2406_C01_004M","S2406_C01_005E","S2406_C01_005M","S2406_C01_006E","S2406_C01_006M","S2406_C01_007E","S2406_C01_007M","S2406_C02_001E","S2406_C02_001M","S2406_C02_002E","S2406_C02_002M","S2406_C02_003E","S2406_C02_003M","S2406_C02_004E","S2406_C02_004M","S2406_C02_005E","S2406_C02_005M","S2406_C02_006E","S2406_C02_006M","S2406_C02_007E","S2406_C02_007M","S2406_C03_001E","S2406_C03_001M","S2406_C03_002E","S2406_C03_002M","S2406_C03_003E","S2406_C03_003M","S2406_C03_004E","S2406_C03_004M","S2406_C03_005E","S2406_C03_005M","S2406_C03_006E","S2406_C03_006M","S2406_C03_007E","S2406_C03_007M","S2406_C04_001E","S2406_C04_001M","S2406_C04_002E","S2406_C04_002M","S2406_C04_003E","S2406_C04_003M","S2406_C04_004E","S2406_C04_004M","S2406_C04_005E","S2406_C04_005M","S2406_C04_006E","S2406_C04_006M","S2406_C04_007E","S2406_C04_007M","S2406_C05_001E","S2406_C05_001M","S2406_C05_002E","S2406_C05_002M","S2406_C05_003E","S2406_C05_003M","S2406_C05_004E","S2406_C05_004M","S2406_C05_005E","S2406_C05_005M","S2406_C05_006E","S2406_C05_006M","S2406_C05_007E","S2406_C05_007M","S2406_C06_001E","S2406_C06_001M","S2406_C06_002E","S2406_C06_002M","S2406_C06_003E","S2406_C06_003M","S2406_C06_004E","S2406_C06_004M","S2406_C06_005E","S2406_C06_005M","S2406_C06_006E","S2406_C06_006M","S2406_C06_007E","S2406_C06_007M"
"0500000US01081","Lee County, Alabama","73544","3228","30415","3116","11430","2099","13600","2533","6945","1652","11154","2508","11.8","(X)","68.1","3.7","56.2","6.2","68.9","9.7","74.9","7.3","73.6","11.6","87.8","6.5","(X)","(X)","3.8","1.2","4.5","2.0","2.2","2.1","3.0","2.8","6.9","4.7","2.5","2.8","(X)","(X)","6.0","1.7","9.2","3.2","8.2","4.0","1.9","2.3","5.4","7.2","0.5","1.0","(X)","(X)","17.6","3.3","25.9","5.3","10.8","6.5","17.4","6.0","7.5","7.1","8.5","6.4","(X)","(X)","4.5","1.5","4.1","2.0","9.9","5.9","2.8","2.4","6.6","6.5","0.7","1.2","(X)","(X)"
"0500000US01083","Limestone County, Alabama","41425","2596","15466","1936","4585","1459","7541","1580","5559","1106","8274","1532","9.1","(X)","70.6","4.6","52.3","7.2","84.2","8.5","81.4","7.4","66.8","13.1","90.2","6.1","(X)","(X)","2.5","1.2","3.4","2.2","1.4","2.3","4.0","2.8","2.1","2.4","0.4","0.6","(X)","(X)","5.3","1.8","12.2","4.3","1.3","2.1","1.4","1.8","2.5","3.2","0.0","2.0","(X)","(X)","16.1","3.2","28.6","5.6","6.7","6.3","9.7","6.6","14.9","8.6","4.5","3.7","(X)","(X)","5.5","2.8","3.6","3.2","6.5","5.8","3.5","3.0","13.7","11.4","5.0","5.0","(X)","(X)"
"0500000US01089","Madison County, Alabama","176976","4572","88254","4705","24760","2673","35537","3934","10903","1940","17522","2308","11.5","(X)","67.1","2.0","58.5","3.0","66.3","5.8","77.8","4.2","69.1","9.8","88.4","3.8","(X)","(X)","2.7","0.7","2.3","0.9","2.7","1.8","4.3","1.6","2.7","2.1","1.4","1.2","(X)","(X)","8.0","1.1","11.0","1.8","9.5","3.8","4.5","2.0","2.6","3.3","1.3","1.1","(X)","(X)","17.7","1.8","24.8","2.8","16.9","4.4","8.6","3.0","9.7","5.7","6.1","3.3","(X)","(X)","4.5","0.9","3.4","1.0","4.6","2.1","4.8","2.4","15.9","7.6","2.8","2.5","(X)","(X)"
"0500000US01095","Marshall County, Alabama","40540","2121","13274","1930","6372","1137","7974","1424","4128","1001","8792","1562","14.1","(X)","74.1","3.1","56.1","5.9","70.1","9.1","86.7","4.9","70.7","11.3","94.2","3.8","(X)","(X)","3.8","1.4","7.4","3.6","1.0","0.9","1.5","1.6","3.8","5.3","2.5","2.2","(X)","(X)","3.8","1.3","6.7","2.3","5.1","4.1","1.0","1.2","2.0","3.5","1.7","2.8","(X)","(X)","11.8","2.2","24.1","5.0","9.0","4.6","7.7","3.7","7.0","4.0","1.0","1.1","(X)","(X)","6.6","2.1","5.7","3.0","14.7","8.7","3.1","2.6","16.5","10.6","0.6","0.6","(X)","(X)"
"0500000US01097","Mobile County, Alabama","171487","4844","56962","3744","31393","2929","35847","3558","19397","2484","27888","2604","11.3","(X)","72.8","2.0","57.5","3.5","73.6","5.4","79.5","4.1","80.0","5.8","89.3","3.5","(X)","(X)","2.8","0.7","3.1","1.0","3.0","2.1","4.5","2.1","1.7","1.5","0.8","0.9","(X)","(X)","6.8","1.2","13.3","3.0","6.5","2.9","3.5","1.6","1.6","1.7","1.8","1.4","(X)","(X)","12.6","1.7","21.3","3.5","10.6","3.6","9.8","2.7","6.5","3.2","5.3","2.9","(X)","(X)","5.0","1.0","4.9","1.9","6.3","2.4","2.8","1.1","10.2","4.0","2.8","1.7","(X)","(X)"
"0500000US01101","Montgomery County, Alabama","97362","4092","36649","2859","15713","2042","22250","2057","4842","1145","17908","2631","13.4","(X)","61.2","3.0","44.5","4.8","66.8","7.1","60.2","5.8","71.6","10.9","88.6","3.8","(X)","(X)","2.9","0.8","3.8","1.5","1.1","1.3","3.5","2.4","2.7","3.5","1.8","1.7","(X)","(X)","7.6","1.2","13.7","2.5","7.0","3.1","4.4","2.3","2.3","3.7","1.0","1.0","(X)","(X)","22.5","2.4","32.0","4.9","15.1","4.4","27.7","5.2","9.3","6.5","7.0","3.4","(X)","(X)","5.8","1.3","6.0","1.9","10.0","4.6","4.1","2.0","14.1","9.2","1.6","1.0","(X)","(X)"
"0500000US01103","Morgan County, Alabama","53742","2505","18713","2009","7804","1677","11612","1698","5106","1390","10507","1794","10.6","(X)","75.7","3.9","61.3","6.7","78.2","7.6","81.8","6.2","78.4","13.8","91.3","4.6","(X)","(X)","3.8","1.6","5.4","2.7","1.8","2.4","5.5","3.3","3.7","5.9","0.8","0.9","(X)","(X)","4.2","1.3","9.1","3.1","1.7","1.8","3.7","2.4","0.0","3.2","0.0","1.6","(X)","(X)","11.0","2.8","19.5","6.5","12.9","7.1","5.4","3.1","1.4","2.4","5.4","4.6","(X)","(X)","5.2","1.8","4.6","3.0","5.4","3.9","3.6","2.9","16.5","12.5","2.6","3.0","(X)","(X)"
"0500000US01115","St. Clair County, Alabama","N","N","N","N","N","N","N","N","N","N","N","N","13.7","(X)","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","(X)","(X)"
"0500000US01117","Shelby County, Alabama","107307","3766","46457","3092","16512","2642","25272","2306","8175","1443","10891","1847","11.6","(X)","69.9","2.7","62.3","4.3","68.2","7.6","77.9","4.7","79.2","7.6","79.0","5.7","(X)","(X)","4.8","1.1","3.9","1.5","5.1","4.3","5.1","1.7","5.5","3.8","6.8","4.8","(X)","(X)","8.1","1.4","13.6","2.6","4.3","2.4","4.6","1.9","4.3","4.4","1.5","1.4","(X)","(X)","12.1","1.8","17.0","2.9","14.9","6.0","5.7","2.3","3.8","3.5","8.3","3.4","(X)","(X)","5.2","1.3","3.3","1.3","7.6","3.6","6.8","3.0","7.1","4.9","4.4","3.5","(X)","(X)"
"0500000US01121","Talladega County, Alabama","31923","1939","7623","1493","4820","1334","7185","1550","3385","807","8910","1541","11.2","(X)","71.0","4.3","55.6","8.8","61.3","12.6","73.8","9.8","78.2","11.9","84.6","8.6","(X)","(X)","4.2","2.0","6.3","3.9","3.6","4.7","5.7","5.2","4.4","7.5","1.3","1.3","(X)","(X)","5.2","2.5","6.6","4.2","6.2","6.7","3.0","2.6","0.0","4.8","7.0","7.7","(X)","(X)","14.7","3.4","24.2","7.6","23.2","9.5","15.1","8.2","6.2","6.7","4.7","5.0","(X)","(X)","5.0","1.8","7.2","4.1","5.6","5.1","2.3","2.8","11.2","8.9","2.4","2.0","(X)","(X)"
"0500000US01125","Tuscaloosa County, Alabama","98877","4095","35421","3311","16482","2392","19444","2587","7631","1495","19899","2385","13.2","(X)","65.3","2.8","45.1","4.5","63.7","6.6","75.6","5.8","70.5","10.2","90.6","4.4","(X)","(X)","3.2","1.0","5.2","2.1","1.3","1.4","3.6","2.2","4.8","3.3","0.2","0.2","(X)","(X)","6.8","1.4","14.2","3.3","3.9","2.4","3.3","1.7","0.0","2.2","2.3","2.2","(X)","(X)","18.8","2.3","30.4","3.7","20.7","4.9","15.5","5.4","8.3","7.2","4.1","3.3","(X)","(X)","5.8","1.4","5.1","1.9","10.4","4.7","2.1","1.9","16.4","9.0","2.9","1.9","(X)","(X)"
"0500000US01127","Walker County, Alabama","25291","1652","6644","1510","4125","1094","4986","1376","4126","829","5410","1148","11.1","(X)","74.5","4.9","55.1","11.5","62.8","12.0","82.6","7.7","93.2","5.1","85.2","7.8","(X)","(X)","0.6","0.6","1.5","1.6","0.0","4.0","0.0","3.3","1.6","2.5","0.0","3.0","(X)","(X)","5.2","2.3","6.2","3.8","11.7","7.9","4.4","4.6","1.6","2.6","2.6","2.9","(X)","(X)","14.7","4.0","30.5","9.8","16.7","10.7","10.2","5.7","0.0","4.0","9.0","5.9","(X)","(X)","5.0","1.8","6.7","4.5","8.8","6.5","2.7","2.6","3.6","3.3","3.1","4.0","(X)","(X)"
"0500000US02020","Anchorage Municipality, Alaska","144628","3869","59930","3408","26102","2343","31889","3341","11401","2327","15306","2384","11.6","(X)","58.2","2.6","44.4","3.3","64.8","6.2","68.6","5.3","58.8","9.8","79.2","6.9","(X)","(X)","4.3","1.3","6.1","2.6","6.2","3.8","1.8","1.2","1.7","1.9","1.3","1.1","(X)","(X)","10.5","1.5","16.1","2.4","8.6","3.6","8.9","3.2","1.0","1.2","2.0","1.8","(X)","(X)","21.4","2.3","28.0","3.3","12.8","4.0","16.4","4.3","30.4","10.3","13.7","5.9","(X)","(X)","5.6","1.0","5.4","1.3","7.5","2.9","4.3","2.1","8.1","3.5","3.8","2.4","(X)","(X)"
"0500000US02090","Fairbanks North Star Borough, Alaska","45983","2579","14719","2133","8373","1515","10406","2140","5837","1424","6648","1857","13.9","(X)","51.3","4.2","34.2","6.5","58.6","9.6","61.9","11.5","45.4","10.2","69.0","11.4","(X)","(X)","4.8","2.2","4.9","2.8","0.5","0.8","2.2","2.6","8.9","9.6","10.8","10.4","(X)","(X)","9.3","2.7","14.0","5.4","9.9","5.3","12.0","8.3","2.1","1.9","0.0","1.5","(X)","(X)","27.8","3.8","42.1","8.4","19.9","9.3","19.5","8.3","29.9","10.2","17.2","9.2","(X)","(X)","6.7","2.3","4.8","2.9","11.1","7.4","4.4","4.2","13.7","8.7","3.0","3.9","(X)","(X)"
"0500000US02170","Matanuska-Susitna Borough, Alaska","42696","1927","15575","1251","8171","957","7439","1141","7009","975","4502","879","11.2","(X)","63.6","2.9","47.8","4.7","67.6","5.8","71.9","5.1","74.9","5.6","79.7","8.0","(X)","(X)","2.6","0.8","3.4","1.2","1.5","1.4","3.3","2.2","2.5","1.8","0.8","1.4","(X)","(X)","7.2","1.7","9.1","2.9","9.1","4.6","7.2","3.2","3.2","2.3","3.8","5.4","(X)","(X)","18.8","2.5","30.7","5.1","12.1","3.9","14.3","4.6","9.2","3.9","12.4","6.4","(X)","(X)","7.7","1.7","8.9","3.1","9.7","4.8","3.4","1.9","10.2","4.5","3.3","2.5","(X)","(X)"
