"GEO_ID","NAME","S2406_C01_001E","S2406_C01_001M","S2406_C01_002E","S2406_C01_002M","S2406_C01_003E","S2406_C01_003M","S2406_C01_004E","S2406_C01_004M","S2406_C01_005E","S2406_C01_005M","S2406_C01_006E","S2406_C01_006M","S2406_C01_007E","S2406_C01_007M","S2406_C02_001E","S2406_C02_001M","S2406_C02_002E","S2406_C02_002M","S2406_C02_003E","S2406_C02_003M","S2406_C02_004E","S2406_C02_004M","S2406_C02_005E","S2406_C02_005M","S2406_C02_006E","S2406_C02_006M","S2406_C02_007E","S2406_C02_007M","S2406_C03_001E","S2406_C03_001M","S2406_C03_002E","S2406_C03_002M","S2406_C03_003E","S2406_C03_003M","S2406_C03_004E","S2406_C03_004M","S2406_C03_005E","S2406_C03_005M","S2406_C03_006E","S2406_C03_006M","S2406_C03_007E","S2406_C03_007M","S2406_C04_001E","S2406_C04_001M","S2406_C04_002E","S2406_C04_002M","S2406_C04_003E","S2406_C04_003M","S2406_C04_004E","S2406_C04_004M","S2406_C04_005E","S2406_C04_005M","S2406_C04_006E","S2406_C04_006M","S2406_C04_007E","S2406_C04_007M","S2406_C05_001E","S2406_C05_001M","S2406_C05_002E","S2406_C05_002M","S2406_C05_003E","S2406_C05_003M","S2406_C05_004E","S2406_C05_004M","S2406_C05_005E","S2406_C05_005M","S2406_C05_006E","S2406_C05_006M","S2406_C05_007E","S2406_C05_007M","S2406_C06_001E","S2406_C06_001M","S2406_C06_002E","S2406_C06_002M","S2406_C06_003E","S2406_C06_003M","S2406_C06_004E","S2406_C06_004M","S2406_C06_005E","S2406_C06_005M","S2406_C06_006E","S2406_C06_006M","S2406_C06_007E","S2406_C06_007M"
"0500000US01101","Montgomery County, Alabama","104491","4067","40262","3229","16646","2393","24539","2659","5392","1201","17652","2549","11.2","(X)","62.9","2.9","46.4","4.2","61.0","7.9","73.1","4.8","72.0","13.3","85.4","6.1","(X)","(X)","2.0","0.6","2.9","1.0","1.6","1.4","1.0","1.0","0.8","1.3","2.0","1.5","(X)","(X)","8.1","1.6","14.1","3.1","7.2","4.7","4.2","1.8","3.7","6.1","2.1","2.5","(X)","(X)","22.8","2.2","33.4","4.2","20.0","6.2","19.1","4.2","12.6","10.3","9.5","4.8","(X)","(X)","4.2","1.0","3.1","1.2","10.1","4.6","2.7","1.7","11.0","7.0","1.0","0.9","(X)","(X)"
"0500000US01103","Morgan County, Alabama","53551","2732","16954","2495","7965","1584","10382","1694","5565","1118","12685","1839","10.5","(X)","77.5","3.2","64.9","7.1","75.7","8.7","86.9","4.9","76.6","9.9","88.3","6.0","(X)","(X)","2.9","1.2","4.3","3.2","0.2","0.3","5.2","3.5","0.8","0.8","1.9","1.8","(X)","(X)","4.5","1.5","10.0","4.3","5.2","3.3","2.4","2.1","0.0","3.1","0.3","0.5","(X)","(X)","10.4","2.3","16.7","4.7","13.3","7.2","4.1","2.4","4.9","4.3","7.9","5.7","(X)","(X)","4.6","1.5","4.1","2.6","5.5","3.4","1.5","1.6","17.8","9.8","1.5","1.4","(X)","(X)"
"0500000US01115","St. Clair County, Alabama","40707","2825","14003","2303","4785","1121","8517","1643","4970","1527","8432","2091","13.6","(X)","76.2","4.4","65.9","8.7","55.7","14.8","88.4","6.3","77.2","11.8","91.8","5.8","(X)","(X)","2.2","1.4","4.1","3.0","0.0","3.6","1.3","2.2","2.1","2.6","1.2","2.1","(X)","(X)","2.6","1.3","4.8","2.9","1.2","1.6","2.6","3.0","2.4","3.8","0.0","2.1","(X)","(X)","13.0","3.2","20.7","6.8","23.6","12.1","7.7","6.1","6.2","5.3","3.8","4.2","(X)","(X)","6.0","2.5","4.5","3.3","19.5","14.9","0.0","2.0","12.1","11.3","3.2","3.1","(X)","(X)"
"0500000US01117","Shelby County, Alabama","110000","3048","54674","3905","14497","2323","23094","2584","7136","1324","10599","1909","14.1","(X)","67.6","2.4","59.5","3.5","61.1","7.7","80.6","4.5","81.8","6.5","80.6","7.3","(X)","(X)","5.8","1.3","7.3","2.2","3.6","2.7","4.7","2.6","4.6","3.3","4.7","4.5","(X)","(X)","8.3","1.7","12.8","2.8","6.1","3.4","3.5","1.8","4.7","3.4","0.8","0.9","(X)","(X)","13.0","1.6","16.1","2.8","17.3","4.8","7.9","2.8","2.8","2.5","9.1","5.7","(X)","(X)","5.2","1.3","4.2","1.7","12.0","5.5","3.4","1.9","6.1","3.8","4.8","3.3","(X)","(X)"
"0500000US01121","Talladega County, Alabama","31643","2370","7429","1316","5186","1353","4878","1127","4436","1337","9714","2023","11.7","(X)","69.7","4.6","55.3","8.9","70.1","11.8","72.7","11.0","67.7","13.3","80.0","7.5","(X)","(X)","3.0","1.6","2.5","2.7","0.0","3.3","3.7","4.7","9.3","9.9","1.7","2.5","(X)","(X)","4.9","1.9","11.7","4.9","3.0","3.8","9.4","7.9","0.0","3.9","0.6","1.0","(X)","(X)","18.3","3.7","25.9","7.2","18.4","10.9","12.5","7.0","17.2","8.7","15.9","6.9","(X)","(X)","4.1","2.3","4.5","3.5","8.6","9.5","1.7","2.3","5.8","6.3","1.7","2.1","(X)","(X)"
"0500000US01125","Tuscaloosa County, Alabama","96130","4298","34978","3715","12673","2264","21250","2225","9951","1850","17278","3206","12.0","(X)","67.3","3.1","45.5","5.5","67.5","8.7","76.8","7.4","80.4","9.1","92.3","3.5","(X)","(X)","2.8","1.0","5.1","2.2","0.9","1.1","2.4","2.3","1.2","1.5","0.8","1.0","(X)","(X)","7.5","1.8","13.8","3.6","6.6","4.7","4.2","2.7","4.7","4.7","0.8","1.4","(X)","(X)","18.6","2.6","31.2","4.8","21.2","7.2","14.7","6.8","4.4","3.5","4.3","2.6","(X)","(X)","3.8","1.1","4.4","1.7","3.8","2.8","1.9","1.3","9.4","7.0","1.8","1.5","(X)","(X)"
"0500000US01127","Walker County, Alabama","25033","1398","7269","1228","4528","1099","5551","1103","3226","905","4459","888","18.5","(X)","73.0","3.8","58.0","9.5","69.0","11.2","78.8","8.7","84.1","9.8","86.5","8.1","(X)","(X)","3.1","1.4","2.6","2.2","3.4","3.1","2.4","2.2","1.2","1.8","5.9","4.1","(X)","(X)","3.2","1.7","7.2","4.6","3.4","3.7","2.4","3.2","0.0","5.3","0.0","3.8","(X)","(X)","14.9","3.3","24.0","7.9","11.0","5.3","15.5","7.9","13.1","9.3","4.5","4.9","(X)","(X)","5.7","2.7","8.2","7.4","13.2","7.0","0.9","1.6","1.6","2.9","3.1","3.6","(X)","(X)"
"0500000US02020","Anchorage Municipality, Alaska","143024","4119","58578","4085","24741","3661","31015","3430","10847","1883","17843","2370","11.7","(X)","62.5","3.0","44.0","4.1","69.2","7.4","73.9","4.4","78.1","6.9","84.7","5.3","(X)","(X)","2.9","0.8","3.8","1.3","2.4","1.9","3.2","1.8","2.4","2.5","0.0","0.6","(X)","(X)","10.3","1.6","18.3","2.7","7.5","3.9","5.5","2.2","2.5","2.3","1.1","1.2","(X)","(X)","19.9","2.1","30.0","3.4","15.2","4.6","13.3","3.5","10.6","4.6","10.0","3.8","(X)","(X)","4.5","1.2","3.9","1.1","5.6","4.1","4.1","2.4","6.4","3.8","4.1","3.1","(X)","(X)"
"0500000US02090","Fairbanks North Star Borough, Alaska","43756","2498","17960","2525","7313","1652","8781","1629","4928","1377","4774","1383","11.2","(X)","52.4","5.3","36.2","7.5","46.9","12.4","67.5","11.7","79.6","10.9","65.7","16.1","(X)","(X)","2.4","1.5","3.8","3.2","3.4","4.0","0.0","1.2","0.0","2.2","2.5","3.8","(X)","(X)","12.6","3.2","23.2","6.2","7.8","5.4","7.1","6.1","0.8","1.4","2.8","4.0","(X)","(X)","25.9","4.2","31.8","6.8","27.9","11.5","20.9","8.6","12.4","8.6","24.0","13.1","(X)","(X)","6.7","2.4","5.0","3.4","14.1","6.3","4.5","5.3","7.2","7.0","5.0","5.7","(X)","(X)"
"0500000US02170","Matanuska-Susitna Borough, Alaska","45652","2020","16143","1603","8453","1180","7701","1221","8210","952","5145","918","13.6","(X)","61.2","3.5","42.4","4.1","61.6","7.0","73.7","6.3","77.2","6.9","75.1","8.4","(X)","(X)","3.8","1.1","6.9","2.7","1.0","1.2","2.6","1.8","3.3","2.0","1.2","1.6","(X)","(X)","8.2","1.3","12.6","2.8","8.4","3.7","8.1","3.8","0.6","0.6","5.9","5.3","(X)","(X)","18.1","2.4","29.3","3.8","17.5","5.1","8.9","3.8","10.4","4.8","10.2","6.7","(X)","(X)","8.8","1.8","8.9","2.4","11.5","4.9","6.8","4.2","8.5","4.3","7.7","4.6","(X)","(X)"
