County,Agency_Name,Offense_Description,Min_months_submitted,Year,Offense_Count
FondduLac,Ripon PD,Larceny Theft,12,2020,69
FondduLac,Oakfield PD,Larceny Theft,12,2020,0
FondduLac,North Fond du Lac PD,Larceny Theft,12,2020,40
FondduLac,Fond du Lac PD,Larceny Theft,12,2020,777
FondduLac,Fond du Lac Co SO,Larceny Theft,12,2020,98
FondduLac,Campbellsport PD,Larceny Theft,12,2020,9
FondduLac,Brandon-Fairwater PD,Larceny Theft,12,2020,0
FondduLac,Rosendale PD,Burglary,12,2020,0
FondduLac,Ripon Township PD,Burglary,12,2020,0
FondduLac,Ripon PD,Burglary,12,2020,3
FondduLac,Oakfield PD,Burglary,12,2020,0
FondduLac,North Fond du Lac PD,Burglary,12,2020,4
FondduLac,Fond du Lac PD,Burglary,12,2020,66
FondduLac,Fond du Lac Co SO,Burglary,12,2020,56
FondduLac,Campbellsport PD,Burglary,12,2020,0
FondduLac,Brandon-Fairwater PD,Burglary,12,2020,0
FondduLac,Rosendale PD,Aggravated Assault,12,2020,0
FondduLac,Ripon Township PD,Aggravated Assault,12,2020,0
FondduLac,Ripon PD,Aggravated Assault,12,2020,9
FondduLac,Oakfield PD,Aggravated Assault,12,2020,0
FondduLac,North Fond du Lac PD,Aggravated Assault,12,2020,5
FondduLac,Fond du Lac PD,Aggravated Assault,12,2020,99
FondduLac,Fond du Lac Co SO,Aggravated Assault,12,2020,10
FondduLac,Campbellsport PD,Aggravated Assault,12,2020,0
FondduLac,Brandon-Fairwater PD,Aggravated Assault,12,2020,0
FondduLac,Rosendale PD,Robbery,12,2020,0
FondduLac,Ripon Township PD,Robbery,12,2020,0
FondduLac,Ripon PD,Robbery,12,2020,0
FondduLac,Oakfield PD,Robbery,12,2020,0
FondduLac,North Fond du Lac PD,Robbery,12,2020,0
FondduLac,Fond du Lac PD,Robbery,12,2020,9
FondduLac,Fond du Lac Co SO,Robbery,12,2020,1
FondduLac,Campbellsport PD,Robbery,12,2020,0
FondduLac,Brandon-Fairwater PD,Robbery,12,2020,0
FondduLac,Rosendale PD,Rape - revised 2017,12,2020,0
FondduLac,Ripon Township PD,Rape - revised 2017,12,2020,0
FondduLac,Ripon PD,Rape - revised 2017,12,2020,6
FondduLac,Oakfield PD,Rape - revised 2017,12,2020,0
FondduLac,North Fond du Lac PD,Rape - revised 2017,12,2020,0
FondduLac,Fond du Lac PD,Rape - revised 2017,12,2020,27
FondduLac,Fond du Lac Co SO,Rape - revised 2017,12,2020,11
FondduLac,Campbellsport PD,Rape - revised 2017,12,2020,0
FondduLac,Brandon-Fairwater PD,Rape - revised 2017,12,2020,0
FondduLac,Rosendale PD,Homicide,12,2020,0
FondduLac,Ripon Township PD,Homicide,12,2020,0
FondduLac,Ripon PD,Homicide,12,2020,0
FondduLac,Oakfield PD,Homicide,12,2020,0
FondduLac,North Fond du Lac PD,Homicide,12,2020,0
FondduLac,Fond du Lac PD,Homicide,12,2020,1
FondduLac,Fond du Lac Co SO,Homicide,12,2020,1
FondduLac,Campbellsport PD,Homicide,12,2020,0
FondduLac,Brandon-Fairwater PD,Homicide,12,2020,0
Forest,Forest Co SO,Human Trafficking - Involuntary Servitude,12,2020,0
Forest,Crandon PD,Human Trafficking - Involuntary Servitude,12,2020,0
Forest,Forest Co SO,Human Trafficking - Commercial Sex,12,2020,0
Forest,Crandon PD,Human Trafficking - Commercial Sex,12,2020,0
Forest,Forest Co SO,Simple Assault,12,2020,14
Forest,Crandon PD,Simple Assault,12,2020,0
Forest,Forest Co SO,Arson,12,2020,0
Forest,Crandon PD,Arson,12,2020,1
Forest,Forest Co SO,Motor Vehicle Theft,12,2020,4
Forest,Crandon PD,Motor Vehicle Theft,12,2020,1
Forest,Forest Co SO,Larceny Theft,12,2020,27
Forest,Crandon PD,Larceny Theft,12,2020,6
Forest,Forest Co SO,Burglary,12,2020,11
Forest,Crandon PD,Burglary,12,2020,0
Forest,Forest Co SO,Aggravated Assault,12,2020,9
Forest,Crandon PD,Aggravated Assault,12,2020,6
Forest,Forest Co SO,Robbery,12,2020,0
Forest,Crandon PD,Robbery,12,2020,0
Forest,Forest Co SO,Rape - revised 2017,12,2020,3
Forest,Crandon PD,Rape - revised 2017,12,2020,0
Forest,Forest Co SO,Homicide,12,2020,0
Forest,Crandon PD,Homicide,12,2020,0
Grant,UW-Platteville PD,Human Trafficking - Involuntary Servitude,12,2020,0
Grant,Platteville PD,Human Trafficking - Involuntary Servitude,12,2020,0
Grant,Muscoda PD,Human Trafficking - Involuntary Servitude,12,2020,0
Grant,Lancaster PD,Human Trafficking - Involuntary Servitude,12,2020,0
Grant,Hazel Green PD,Human Trafficking - Involuntary Servitude,12,2020,0
Grant,Grant Co SO,Human Trafficking - Involuntary Servitude,12,2020,0
Grant,Fennimore PD,Human Trafficking - Involuntary Servitude,12,2020,0
Grant,Cuba City PD,Human Trafficking - Involuntary Servitude,12,2020,0
Grant,Boscobel PD,Human Trafficking - Involuntary Servitude,12,2020,0
Grant,UW-Platteville PD,Human Trafficking - Commercial Sex,12,2020,0
Grant,Platteville PD,Human Trafficking - Commercial Sex,12,2020,0
Grant,Muscoda PD,Human Trafficking - Commercial Sex,12,2020,0
Grant,Lancaster PD,Human Trafficking - Commercial Sex,12,2020,3
Grant,Hazel Green PD,Human Trafficking - Commercial Sex,12,2020,0
Grant,Grant Co SO,Human Trafficking - Commercial Sex,12,2020,0
Grant,Fennimore PD,Human Trafficking - Commercial Sex,12,2020,0
Grant,Cuba City PD,Human Trafficking - Commercial Sex,12,2020,0
Grant,Boscobel PD,Human Trafficking - Commercial Sex,12,2020,1
Grant,UW-Platteville PD,Simple Assault,12,2020,2
Grant,Platteville PD,Simple Assault,12,2020,209
Grant,Muscoda PD,Simple Assault,12,2020,4
Grant,Lancaster PD,Simple Assault,12,2020,25
Grant,Hazel Green PD,Simple Assault,12,2020,0
Grant,Grant Co SO,Simple Assault,12,2020,68
Grant,Fennimore PD,Simple Assault,12,2020,6
Grant,Cuba City PD,Simple Assault,12,2020,2
Grant,Boscobel PD,Simple Assault,12,2020,0
Grant,UW-Platteville PD,Arson,12,2020,0
Grant,Platteville PD,Arson,12,2020,1
Grant,Muscoda PD,Arson,12,2020,0
Grant,Lancaster PD,Arson,12,2020,0
Grant,Hazel Green PD,Arson,12,2020,0
Grant,Grant Co SO,Arson,12,2020,0
Grant,Fennimore PD,Arson,12,2020,0
Grant,Cuba City PD,Arson,12,2020,0
Grant,Boscobel PD,Arson,12,2020,0
Grant,UW-Platteville PD,Motor Vehicle Theft,12,2020,0
Grant,Platteville PD,Motor Vehicle Theft,12,2020,13
Grant,Muscoda PD,Motor Vehicle Theft,12,2020,1
Grant,Lancaster PD,Motor Vehicle Theft,12,2020,1
Grant,Hazel Green PD,Motor Vehicle Theft,12,2020,0
Grant,Grant Co SO,Motor Vehicle Theft,12,2020,16
Grant,Fennimore PD,Motor Vehicle Theft,12,2020,1
Grant,Cuba City PD,Motor Vehicle Theft,12,2020,1
Grant,Boscobel PD,Motor Vehicle Theft,12,2020,1
Grant,UW-Platteville PD,Larceny Theft,12,2020,7
Grant,Platteville PD,Larceny Theft,12,2020,323
Grant,Muscoda PD,Larceny Theft,12,2020,5
Grant,Lancaster PD,Larceny Theft,12,2020,17
Grant,Hazel Green PD,Larceny Theft,12,2020,5
Grant,Grant Co SO,Larceny Theft,12,2020,84
Grant,Fennimore PD,Larceny Theft,12,2020,3
Grant,Cuba City PD,Larceny Theft,12,2020,0
Grant,Boscobel PD,Larceny Theft,12,2020,25
Grant,UW-Platteville PD,Burglary,12,2020,1
Grant,Platteville PD,Burglary,12,2020,19
Grant,Muscoda PD,Burglary,12,2020,1
Grant,Lancaster PD,Burglary,12,2020,1
Grant,Hazel Green PD,Burglary,12,2020,2
Grant,Grant Co SO,Burglary,12,2020,15
Grant,Fennimore PD,Burglary,12,2020,1
Grant,Cuba City PD,Burglary,12,2020,0
Grant,Boscobel PD,Burglary,12,2020,3
Grant,UW-Platteville PD,Aggravated Assault,12,2020,0
Grant,Platteville PD,Aggravated Assault,12,2020,24
Grant,Muscoda PD,Aggravated Assault,12,2020,2
Grant,Lancaster PD,Aggravated Assault,12,2020,11
Grant,Hazel Green PD,Aggravated Assault,12,2020,0
Grant,Grant Co SO,Aggravated Assault,12,2020,17
Grant,Fennimore PD,Aggravated Assault,12,2020,4
Grant,Cuba City PD,Aggravated Assault,12,2020,1
Grant,Boscobel PD,Aggravated Assault,12,2020,6
Grant,UW-Platteville PD,Robbery,12,2020,0
Grant,Platteville PD,Robbery,12,2020,0
Grant,Muscoda PD,Robbery,12,2020,0
Grant,Lancaster PD,Robbery,12,2020,0
Grant,Hazel Green PD,Robbery,12,2020,0
Grant,Grant Co SO,Robbery,12,2020,0
Grant,Fennimore PD,Robbery,12,2020,0
Grant,Cuba City PD,Robbery,12,2020,0
Grant,Boscobel PD,Robbery,12,2020,0
Grant,UW-Platteville PD,Rape - revised 2017,12,2020,1
Grant,Platteville PD,Rape - revised 2017,12,2020,3
Grant,Muscoda PD,Rape - revised 2017,12,2020,0
Grant,Lancaster PD,Rape - revised 2017,12,2020,3
Grant,Hazel Green PD,Rape - revised 2017,12,2020,0
Grant,Grant Co SO,Rape - revised 2017,12,2020,10
Grant,Fennimore PD,Rape - revised 2017,12,2020,0
Grant,Cuba City PD,Rape - revised 2017,12,2020,0
Grant,Boscobel PD,Rape - revised 2017,12,2020,2
Grant,UW-Platteville PD,Homicide,12,2020,0
Grant,Platteville PD,Homicide,12,2020,0
Grant,Muscoda PD,Homicide,12,2020,0
Grant,Lancaster PD,Homicide,12,2020,0
Grant,Hazel Green PD,Homicide,12,2020,0
Grant,Grant Co SO,Homicide,12,2020,2
Grant,Fennimore PD,Homicide,12,2020,0
Grant,Cuba City PD,Homicide,12,2020,0
Grant,Boscobel PD,Homicide,12,2020,0
Green,New Glarus PD,Human Trafficking - Involuntary Servitude,12,2020,0
Green,Monticello PD,Human Trafficking - Involuntary Servitude,12,2020,0
Green,Monroe PD,Human Trafficking - Involuntary Servitude,12,2020,0
Green,Green Co SO,Human Trafficking - Involuntary Servitude,12,2020,0
Green,Brodhead PD,Human Trafficking - Involuntary Servitude,12,2020,0
Green,Albany PD,Human Trafficking - Involuntary Servitude,12,2020,0
Green,New Glarus PD,Human Trafficking - Commercial Sex,12,2020,0
Green,Monticello PD,Human Trafficking - Commercial Sex,12,2020,0
Green,Monroe PD,Human Trafficking - Commercial Sex,12,2020,0
Green,Green Co SO,Human Trafficking - Commercial Sex,12,2020,0
Green,Brodhead PD,Human Trafficking - Commercial Sex,12,2020,0
Green,Albany PD,Human Trafficking - Commercial Sex,12,2020,0
Green,New Glarus PD,Simple Assault,12,2020,19
Green,Monticello PD,Simple Assault,12,2020,0
Green,Monroe PD,Simple Assault,12,2020,94
Green,Green Co SO,Simple Assault,12,2020,30
Green,Brodhead PD,Simple Assault,12,2020,8
Green,Albany PD,Simple Assault,12,2020,7
Green,New Glarus PD,Arson,12,2020,0
Green,Monticello PD,Arson,12,2020,0
Green,Monroe PD,Arson,12,2020,0
Green,Green Co SO,Arson,12,2020,0
Green,Brodhead PD,Arson,12,2020,0
Green,Albany PD,Arson,12,2020,0
Green,New Glarus PD,Motor Vehicle Theft,12,2020,1
Green,Monticello PD,Motor Vehicle Theft,12,2020,0
Green,Monroe PD,Motor Vehicle Theft,12,2020,7
Green,Green Co SO,Motor Vehicle Theft,12,2020,4
Green,Brodhead PD,Motor Vehicle Theft,12,2020,0
Green,Albany PD,Motor Vehicle Theft,12,2020,0
Green,New Glarus PD,Larceny Theft,12,2020,30
Green,Monticello PD,Larceny Theft,12,2020,2
Green,Monroe PD,Larceny Theft,12,2020,160
Green,Green Co SO,Larceny Theft,12,2020,61
Green,Brodhead PD,Larceny Theft,12,2020,18
Green,Albany PD,Larceny Theft,12,2020,2
Green,New Glarus PD,Burglary,12,2020,1
Green,Monticello PD,Burglary,12,2020,0
Green,Monroe PD,Burglary,12,2020,7
Green,Green Co SO,Burglary,12,2020,3
Green,Brodhead PD,Burglary,12,2020,4
Green,Albany PD,Burglary,12,2020,1
Green,New Glarus PD,Aggravated Assault,12,2020,0
Green,Monticello PD,Aggravated Assault,12,2020,0
Green,Monroe PD,Aggravated Assault,12,2020,0
Green,Green Co SO,Aggravated Assault,12,2020,2
Green,Brodhead PD,Aggravated Assault,12,2020,1
Green,Albany PD,Aggravated Assault,12,2020,0
Green,New Glarus PD,Robbery,12,2020,0
Green,Monticello PD,Robbery,12,2020,0
Green,Monroe PD,Robbery,12,2020,0
Green,Green Co SO,Robbery,12,2020,0
Green,Brodhead PD,Robbery,12,2020,0
Green,Albany PD,Robbery,12,2020,0
Green,New Glarus PD,Rape - revised 2017,12,2020,0
Green,Monticello PD,Rape - revised 2017,12,2020,0
Green,Monroe PD,Rape - revised 2017,12,2020,1
Green,Green Co SO,Rape - revised 2017,12,2020,1
Green,Brodhead PD,Rape - revised 2017,12,2020,0
Green,Albany PD,Rape - revised 2017,12,2020,0
Green,New Glarus PD,Homicide,12,2020,0
Green,Monticello PD,Homicide,12,2020,0
Green,Monroe PD,Homicide,12,2020,1
Green,Green Co SO,Homicide,12,2020,0
Green,Brodhead PD,Homicide,12,2020,0
Green,Albany PD,Homicide,12,2020,0
GreenLake,Princeton PD,Human Trafficking - Involuntary Servitude,12,2020,0
GreenLake,Markesan PD,Human Trafficking - Involuntary Servitude,12,2020,0
GreenLake,Green Lake PD,Human Trafficking - Involuntary Servitude,12,2020,0
GreenLake,Green Lake Co SO,Human Trafficking - Involuntary Servitude,12,2020,0
GreenLake,Berlin PD,Human Trafficking - Involuntary Servitude,12,2020,0
GreenLake,Princeton PD,Human Trafficking - Commercial Sex,12,2020,0
GreenLake,Markesan PD,Human Trafficking - Commercial Sex,12,2020,0
GreenLake,Green Lake PD,Human Trafficking - Commercial Sex,12,2020,0
GreenLake,Green Lake Co SO,Human Trafficking - Commercial Sex,12,2020,0
GreenLake,Berlin PD,Human Trafficking - Commercial Sex,12,2020,0
GreenLake,Princeton PD,Simple Assault,12,2020,3
GreenLake,Markesan PD,Simple Assault,12,2020,0
GreenLake,Green Lake PD,Simple Assault,12,2020,1
GreenLake,Green Lake Co SO,Simple Assault,12,2020,8
GreenLake,Berlin PD,Simple Assault,12,2020,23
GreenLake,Princeton PD,Arson,12,2020,0
GreenLake,Markesan PD,Arson,12,2020,0
GreenLake,Green Lake PD,Arson,12,2020,0
GreenLake,Green Lake Co SO,Arson,12,2020,0
GreenLake,Berlin PD,Arson,12,2020,0
GreenLake,Princeton PD,Motor Vehicle Theft,12,2020,0
GreenLake,Markesan PD,Motor Vehicle Theft,12,2020,0
GreenLake,Green Lake PD,Motor Vehicle Theft,12,2020,1
GreenLake,Green Lake Co SO,Motor Vehicle Theft,12,2020,3
GreenLake,Berlin PD,Motor Vehicle Theft,12,2020,6
GreenLake,Princeton PD,Larceny Theft,12,2020,9
GreenLake,Markesan PD,Larceny Theft,12,2020,12
GreenLake,Green Lake PD,Larceny Theft,12,2020,5
GreenLake,Green Lake Co SO,Larceny Theft,12,2020,40
GreenLake,Berlin PD,Larceny Theft,12,2020,64
GreenLake,Princeton PD,Burglary,12,2020,0
GreenLake,Markesan PD,Burglary,12,2020,0
GreenLake,Green Lake PD,Burglary,12,2020,0
GreenLake,Green Lake Co SO,Burglary,12,2020,7
GreenLake,Berlin PD,Burglary,12,2020,10
GreenLake,Princeton PD,Aggravated Assault,12,2020,0
GreenLake,Markesan PD,Aggravated Assault,12,2020,0
GreenLake,Green Lake PD,Aggravated Assault,12,2020,0
GreenLake,Green Lake Co SO,Aggravated Assault,12,2020,4
GreenLake,Berlin PD,Aggravated Assault,12,2020,4
GreenLake,Princeton PD,Robbery,12,2020,0
GreenLake,Markesan PD,Robbery,12,2020,1
GreenLake,Green Lake PD,Robbery,12,2020,0
GreenLake,Green Lake Co SO,Robbery,12,2020,0
GreenLake,Berlin PD,Robbery,12,2020,0
GreenLake,Princeton PD,Rape - revised 2017,12,2020,0
GreenLake,Markesan PD,Rape - revised 2017,12,2020,1
GreenLake,Green Lake PD,Rape - revised 2017,12,2020,0
GreenLake,Green Lake Co SO,Rape - revised 2017,12,2020,0
GreenLake,Berlin PD,Rape - revised 2017,12,2020,0
GreenLake,Princeton PD,Homicide,12,2020,0
GreenLake,Markesan PD,Homicide,12,2020,0
GreenLake,Green Lake PD,Homicide,12,2020,0
GreenLake,Green Lake Co SO,Homicide,12,2020,0
GreenLake,Berlin PD,Homicide,12,2020,0
Iowa,Mineral Pt PD,Human Trafficking - Involuntary Servitude,12,2020,0
Iowa,Linden PD,Human Trafficking - Involuntary Servitude,12,2020,0
Iowa,Iowa Co SO,Human Trafficking - Involuntary Servitude,12,2020,0
Iowa,Highland PD,Human Trafficking - Involuntary Servitude,12,2020,0
Iowa,Dodgeville PD,Human Trafficking - Involuntary Servitude,12,2020,0
Iowa,Barneveld PD,Human Trafficking - Involuntary Servitude,12,2020,0
Iowa,Avoca PD,Human Trafficking - Involuntary Servitude,12,2020,0
Iowa,Mineral Pt PD,Human Trafficking - Commercial Sex,12,2020,0
Iowa,Linden PD,Human Trafficking - Commercial Sex,12,2020,0
Iowa,Iowa Co SO,Human Trafficking - Commercial Sex,12,2020,0
Iowa,Highland PD,Human Trafficking - Commercial Sex,12,2020,0
Iowa,Dodgeville PD,Human Trafficking - Commercial Sex,12,2020,0
Iowa,Barneveld PD,Human Trafficking - Commercial Sex,12,2020,0
Iowa,Avoca PD,Human Trafficking - Commercial Sex,12,2020,0
Iowa,Mineral Pt PD,Simple Assault,12,2020,10
Iowa,Linden PD,Simple Assault,12,2020,0
Iowa,Iowa Co SO,Simple Assault,12,2020,21
Iowa,Highland PD,Simple Assault,12,2020,0
Iowa,Dodgeville PD,Simple Assault,12,2020,3
Iowa,Barneveld PD,Simple Assault,12,2020,0
Iowa,Avoca PD,Simple Assault,12,2020,0
Iowa,Mineral Pt PD,Arson,12,2020,0
Iowa,Linden PD,Arson,12,2020,0
Iowa,Iowa Co SO,Arson,12,2020,0
Iowa,Highland PD,Arson,12,2020,0
Iowa,Dodgeville PD,Arson,12,2020,0
Iowa,Barneveld PD,Arson,12,2020,0
Iowa,Avoca PD,Arson,12,2020,0
Iowa,Mineral Pt PD,Motor Vehicle Theft,12,2020,4
Iowa,Linden PD,Motor Vehicle Theft,12,2020,0
Iowa,Iowa Co SO,Motor Vehicle Theft,12,2020,3
Iowa,Highland PD,Motor Vehicle Theft,12,2020,0
Iowa,Dodgeville PD,Motor Vehicle Theft,12,2020,2
Iowa,Barneveld PD,Motor Vehicle Theft,12,2020,1
Iowa,Avoca PD,Motor Vehicle Theft,12,2020,0
Iowa,Mineral Pt PD,Larceny Theft,12,2020,24
Iowa,Linden PD,Larceny Theft,12,2020,0
Iowa,Iowa Co SO,Larceny Theft,12,2020,26
Iowa,Highland PD,Larceny Theft,12,2020,1
Iowa,Dodgeville PD,Larceny Theft,12,2020,69
Iowa,Barneveld PD,Larceny Theft,12,2020,0
Iowa,Avoca PD,Larceny Theft,12,2020,0
Iowa,Mineral Pt PD,Burglary,12,2020,3
Iowa,Linden PD,Burglary,12,2020,0
Iowa,Iowa Co SO,Burglary,12,2020,5
Iowa,Highland PD,Burglary,12,2020,1
Iowa,Dodgeville PD,Burglary,12,2020,12
Iowa,Barneveld PD,Burglary,12,2020,0
Iowa,Avoca PD,Burglary,12,2020,0
Iowa,Mineral Pt PD,Aggravated Assault,12,2020,0
Iowa,Linden PD,Aggravated Assault,12,2020,0
Iowa,Iowa Co SO,Aggravated Assault,12,2020,11
Iowa,Highland PD,Aggravated Assault,12,2020,0
Iowa,Dodgeville PD,Aggravated Assault,12,2020,3
Iowa,Barneveld PD,Aggravated Assault,12,2020,0
Iowa,Avoca PD,Aggravated Assault,12,2020,0
Iowa,Mineral Pt PD,Robbery,12,2020,0
Iowa,Linden PD,Robbery,12,2020,0
Iowa,Iowa Co SO,Robbery,12,2020,1
Iowa,Highland PD,Robbery,12,2020,0
Iowa,Dodgeville PD,Robbery,12,2020,0
Iowa,Barneveld PD,Robbery,12,2020,0
Iowa,Avoca PD,Robbery,12,2020,0
Iowa,Mineral Pt PD,Rape - revised 2017,12,2020,0
Iowa,Linden PD,Rape - revised 2017,12,2020,0
Iowa,Iowa Co SO,Rape - revised 2017,12,2020,4
Iowa,Highland PD,Rape - revised 2017,12,2020,0
Iowa,Dodgeville PD,Rape - revised 2017,12,2020,2
Iowa,Barneveld PD,Rape - revised 2017,12,2020,0
Iowa,Avoca PD,Rape - revised 2017,12,2020,0
Iowa,Mineral Pt PD,Homicide,12,2020,0
Iowa,Linden PD,Homicide,12,2020,0
Iowa,Iowa Co SO,Homicide,12,2020,0
Iowa,Highland PD,Homicide,12,2020,0
Iowa,Dodgeville PD,Homicide,12,2020,0
Iowa,Barneveld PD,Homicide,12,2020,0
Iowa,Avoca PD,Homicide,12,2020,0
Iron,Iron Co SO,Human Trafficking - Involuntary Servitude,12,2020,0
Iron,Hurley PD,Human Trafficking - Involuntary Servitude,12,2020,0
Iron,Iron Co SO,Human Trafficking - Commercial Sex,12,2020,0
Iron,Hurley PD,Human Trafficking - Commercial Sex,12,2020,0
Iron,Iron Co SO,Simple Assault,12,2020,5
Iron,Hurley PD,Simple Assault,12,2020,5
Iron,Iron Co SO,Arson,12,2020,0
Iron,Hurley PD,Arson,12,2020,0
Iron,Iron Co SO,Motor Vehicle Theft,12,2020,3
Iron,Hurley PD,Motor Vehicle Theft,12,2020,2
Iron,Iron Co SO,Larceny Theft,12,2020,39
Iron,Hurley PD,Larceny Theft,12,2020,18
Iron,Iron Co SO,Burglary,12,2020,4
Iron,Hurley PD,Burglary,12,2020,0
Iron,Iron Co SO,Aggravated Assault,12,2020,4
Iron,Hurley PD,Aggravated Assault,12,2020,0
Iron,Iron Co SO,Robbery,12,2020,0
Iron,Hurley PD,Robbery,12,2020,0
Iron,Iron Co SO,Rape - revised 2017,12,2020,0
Iron,Hurley PD,Rape - revised 2017,12,2020,0
Iron,Iron Co SO,Homicide,12,2020,0
Iron,Hurley PD,Homicide,12,2020,0
Jackson,Jackson Co SO,Human Trafficking - Involuntary Servitude,12,2020,0
Jackson,Black River Falls PD,Human Trafficking - Involuntary Servitude,12,2020,0
Jackson,Jackson Co SO,Human Trafficking - Commercial Sex,12,2020,0
Jackson,Black River Falls PD,Human Trafficking - Commercial Sex,12,2020,0
Jackson,Jackson Co SO,Simple Assault,12,2020,36
Jackson,Black River Falls PD,Simple Assault,12,2020,14
Jackson,Jackson Co SO,Arson,12,2020,0
Jackson,Black River Falls PD,Arson,12,2020,1
Jackson,Jackson Co SO,Motor Vehicle Theft,12,2020,19
Jackson,Black River Falls PD,Motor Vehicle Theft,12,2020,4
Jackson,Jackson Co SO,Larceny Theft,12,2020,80
Jackson,Black River Falls PD,Larceny Theft,12,2020,84
Jackson,Jackson Co SO,Burglary,12,2020,40
Jackson,Black River Falls PD,Burglary,12,2020,4
Jackson,Jackson Co SO,Aggravated Assault,12,2020,8
Jackson,Black River Falls PD,Aggravated Assault,12,2020,3
Jackson,Jackson Co SO,Robbery,12,2020,0
Jackson,Black River Falls PD,Robbery,12,2020,0
Jackson,Jackson Co SO,Rape - revised 2017,12,2020,0
Jackson,Black River Falls PD,Rape - revised 2017,12,2020,4
Jackson,Jackson Co SO,Homicide,12,2020,0
Jackson,Black River Falls PD,Homicide,12,2020,0
Jefferson,Watertown PD,Human Trafficking - Involuntary Servitude,12,2020,0
Jefferson,Waterloo PD,Human Trafficking - Involuntary Servitude,12,2020,1
Jefferson,Palmyra PD,Human Trafficking - Involuntary Servitude,12,2020,0
Jefferson,Lake Mills PD,Human Trafficking - Involuntary Servitude,12,2020,0
Jefferson,Jefferson PD,Human Trafficking - Involuntary Servitude,12,2020,0
Jefferson,Jefferson Co SO,Human Trafficking - Involuntary Servitude,12,2020,0
Jefferson,Fort Atkinson PD,Human Trafficking - Involuntary Servitude,12,2020,0
Jefferson,Watertown PD,Human Trafficking - Commercial Sex,12,2020,0
Jefferson,Waterloo PD,Human Trafficking - Commercial Sex,12,2020,1
Jefferson,Palmyra PD,Human Trafficking - Commercial Sex,12,2020,0
Jefferson,Lake Mills PD,Human Trafficking - Commercial Sex,12,2020,0
Jefferson,Jefferson PD,Human Trafficking - Commercial Sex,12,2020,0
Jefferson,Jefferson Co SO,Human Trafficking - Commercial Sex,12,2020,0
Jefferson,Fort Atkinson PD,Human Trafficking - Commercial Sex,12,2020,0
Jefferson,Watertown PD,Simple Assault,12,2020,45
Jefferson,Waterloo PD,Simple Assault,12,2020,1
Jefferson,Palmyra PD,Simple Assault,12,2020,6
Jefferson,Lake Mills PD,Simple Assault,12,2020,9
Jefferson,Jefferson PD,Simple Assault,12,2020,20
Jefferson,Jefferson Co SO,Simple Assault,12,2020,56
Jefferson,Fort Atkinson PD,Simple Assault,12,2020,99
Jefferson,Watertown PD,Arson,12,2020,1
Jefferson,Waterloo PD,Arson,12,2020,0
Jefferson,Palmyra PD,Arson,12,2020,0
Jefferson,Lake Mills PD,Arson,12,2020,0
Jefferson,Jefferson PD,Arson,12,2020,1
Jefferson,Jefferson Co SO,Arson,12,2020,2
Jefferson,Fort Atkinson PD,Arson,12,2020,0
Jefferson,Watertown PD,Motor Vehicle Theft,12,2020,5
Jefferson,Waterloo PD,Motor Vehicle Theft,12,2020,4
Jefferson,Palmyra PD,Motor Vehicle Theft,12,2020,0
Jefferson,Lake Mills PD,Motor Vehicle Theft,12,2020,0
Jefferson,Jefferson PD,Motor Vehicle Theft,12,2020,6
Jefferson,Jefferson Co SO,Motor Vehicle Theft,12,2020,15
Jefferson,Fort Atkinson PD,Motor Vehicle Theft,12,2020,8
Jefferson,Watertown PD,Larceny Theft,12,2020,162
Jefferson,Waterloo PD,Larceny Theft,12,2020,27
Jefferson,Palmyra PD,Larceny Theft,12,2020,13
Jefferson,Lake Mills PD,Larceny Theft,12,2020,12
Jefferson,Jefferson PD,Larceny Theft,12,2020,130
Jefferson,Jefferson Co SO,Larceny Theft,12,2020,179
Jefferson,Fort Atkinson PD,Larceny Theft,12,2020,145
Jefferson,Watertown PD,Burglary,12,2020,14
Jefferson,Waterloo PD,Burglary,12,2020,3
Jefferson,Palmyra PD,Burglary,12,2020,1
Jefferson,Lake Mills PD,Burglary,12,2020,0
Jefferson,Jefferson PD,Burglary,12,2020,3
Jefferson,Jefferson Co SO,Burglary,12,2020,27
Jefferson,Fort Atkinson PD,Burglary,12,2020,17
Jefferson,Watertown PD,Aggravated Assault,12,2020,39
Jefferson,Waterloo PD,Aggravated Assault,12,2020,13
Jefferson,Palmyra PD,Aggravated Assault,12,2020,2
Jefferson,Lake Mills PD,Aggravated Assault,12,2020,12
Jefferson,Jefferson PD,Aggravated Assault,12,2020,11
Jefferson,Jefferson Co SO,Aggravated Assault,12,2020,16
Jefferson,Fort Atkinson PD,Aggravated Assault,12,2020,12
Jefferson,Watertown PD,Robbery,12,2020,7
Jefferson,Waterloo PD,Robbery,12,2020,0
Jefferson,Palmyra PD,Robbery,12,2020,0
Jefferson,Lake Mills PD,Robbery,12,2020,2
Jefferson,Jefferson PD,Robbery,12,2020,3
Jefferson,Jefferson Co SO,Robbery,12,2020,4
Jefferson,Fort Atkinson PD,Robbery,12,2020,0
Jefferson,Watertown PD,Rape - revised 2017,12,2020,6
Jefferson,Waterloo PD,Rape - revised 2017,12,2020,1
Jefferson,Palmyra PD,Rape - revised 2017,12,2020,1
Jefferson,Lake Mills PD,Rape - revised 2017,12,2020,2
Jefferson,Jefferson PD,Rape - revised 2017,12,2020,1
Jefferson,Jefferson Co SO,Rape - revised 2017,12,2020,1
