County,Agency Name,Offense Description,Agency Name,County,Offense Description,Min. months_submitted,Min. year of year,Offense Count
Burnett,Burnett Co SO,Arson,Burnett Co SO,Burnett,Arson,12,2019,3
Burnett,Webster PD,Motor Vehicle Theft,Webster PD,Burnett,Motor Vehicle Theft,12,2019,0
Burnett,Siren PD,Motor Vehicle Theft,Siren PD,Burnett,Motor Vehicle Theft,12,2019,1
Burnett,Grantsburg PD,Motor Vehicle Theft,Grantsburg PD,Burnett,Motor Vehicle Theft,12,2019,1
Burnett,Burnett Co SO,Motor Vehicle Theft,Burnett Co SO,Burnett,Motor Vehicle Theft,12,2019,15
Burnett,Webster PD,Larceny Theft,Webster PD,Burnett,Larceny Theft,12,2019,13
Burnett,Siren PD,Larceny Theft,Siren PD,Burnett,Larceny Theft,12,2019,14
Burnett,Grantsburg PD,Larceny Theft,Grantsburg PD,Burnett,Larceny Theft,12,2019,8
Burnett,Burnett Co SO,Larceny Theft,Burnett Co SO,Burnett,Larceny Theft,12,2019,145
Burnett,Webster PD,Burglary,Webster PD,Burnett,Burglary,12,2019,9
Burnett,Siren PD,Burglary,Siren PD,Burnett,Burglary,12,2019,0
Burnett,Grantsburg PD,Burglary,Grantsburg PD,Burnett,Burglary,12,2019,0
Burnett,Burnett Co SO,Burglary,Burnett Co SO,Burnett,Burglary,12,2019,79
Burnett,Webster PD,Aggravated Assault,Webster PD,Burnett,Aggravated Assault,12,2019,0
Burnett,Siren PD,Aggravated Assault,Siren PD,Burnett,Aggravated Assault,12,2019,0
Burnett,Grantsburg PD,Aggravated Assault,Grantsburg PD,Burnett,Aggravated Assault,12,2019,6
Burnett,Burnett Co SO,Aggravated Assault,Burnett Co SO,Burnett,Aggravated Assault,12,2019,17
Burnett,Webster PD,Robbery,Webster PD,Burnett,Robbery,12,2019,0
Burnett,Siren PD,Robbery,Siren PD,Burnett,Robbery,12,2019,0
Burnett,Grantsburg PD,Robbery,Grantsburg PD,Burnett,Robbery,12,2019,0
Burnett,Burnett Co SO,Robbery,Burnett Co SO,Burnett,Robbery,12,2019,0
Burnett,Webster PD,Rape - revised 2017,Webster PD,Burnett,Rape - revised 2017,12,2019,0
Burnett,Siren PD,Rape - revised 2017,Siren PD,Burnett,Rape - revised 2017,12,2019,0
Burnett,Grantsburg PD,Rape - revised 2017,Grantsburg PD,Burnett,Rape - revised 2017,12,2019,0
Burnett,Burnett Co SO,Rape - revised 2017,Burnett Co SO,Burnett,Rape - revised 2017,12,2019,5
Burnett,Webster PD,Homicide,Webster PD,Burnett,Homicide,12,2019,0
Burnett,Siren PD,Homicide,Siren PD,Burnett,Homicide,12,2019,0
Burnett,Grantsburg PD,Homicide,Grantsburg PD,Burnett,Homicide,12,2019,0
Burnett,Burnett Co SO,Homicide,Burnett Co SO,Burnett,Homicide,12,2019,0
Calumet,New Holstein PD,Human Trafficking - Involuntary Servitude,New Holstein PD,Calumet,Human Trafficking - Involuntary Servitude,12,2019,0
Calumet,Chilton PD,Human Trafficking - Involuntary Servitude,Chilton PD,Calumet,Human Trafficking - Involuntary Servitude,12,2019,0
Calumet,Calumet Co SO,Human Trafficking - Involuntary Servitude,Calumet Co SO,Calumet,Human Trafficking - Involuntary Servitude,12,2019,0
Calumet,Brillion PD,Human Trafficking - Involuntary Servitude,Brillion PD,Calumet,Human Trafficking - Involuntary Servitude,12,2019,0
Calumet,New Holstein PD,Human Trafficking - Commercial Sex,New Holstein PD,Calumet,Human Trafficking - Commercial Sex,12,2019,0
Calumet,Chilton PD,Human Trafficking - Commercial Sex,Chilton PD,Calumet,Human Trafficking - Commercial Sex,12,2019,0
Calumet,Calumet Co SO,Human Trafficking - Commercial Sex,Calumet Co SO,Calumet,Human Trafficking - Commercial Sex,12,2019,0
Calumet,Brillion PD,Human Trafficking - Commercial Sex,Brillion PD,Calumet,Human Trafficking - Commercial Sex,12,2019,0
Calumet,New Holstein PD,Simple Assault,New Holstein PD,Calumet,Simple Assault,12,2019,17
Calumet,Chilton PD,Simple Assault,Chilton PD,Calumet,Simple Assault,12,2019,19
Calumet,Calumet Co SO,Simple Assault,Calumet Co SO,Calumet,Simple Assault,12,2019,37
Calumet,Brillion PD,Simple Assault,Brillion PD,Calumet,Simple Assault,12,2019,4
Calumet,New Holstein PD,Arson,New Holstein PD,Calumet,Arson,12,2019,0
Calumet,Chilton PD,Arson,Chilton PD,Calumet,Arson,12,2019,0
Calumet,Calumet Co SO,Arson,Calumet Co SO,Calumet,Arson,12,2019,0
Calumet,Brillion PD,Arson,Brillion PD,Calumet,Arson,12,2019,0
Calumet,New Holstein PD,Motor Vehicle Theft,New Holstein PD,Calumet,Motor Vehicle Theft,12,2019,0
Calumet,Chilton PD,Motor Vehicle Theft,Chilton PD,Calumet,Motor Vehicle Theft,12,2019,1
Calumet,Calumet Co SO,Motor Vehicle Theft,Calumet Co SO,Calumet,Motor Vehicle Theft,12,2019,9
Calumet,Brillion PD,Motor Vehicle Theft,Brillion PD,Calumet,Motor Vehicle Theft,12,2019,0
Calumet,New Holstein PD,Larceny Theft,New Holstein PD,Calumet,Larceny Theft,12,2019,10
Calumet,Chilton PD,Larceny Theft,Chilton PD,Calumet,Larceny Theft,12,2019,30
Calumet,Calumet Co SO,Larceny Theft,Calumet Co SO,Calumet,Larceny Theft,12,2019,54
Calumet,Brillion PD,Larceny Theft,Brillion PD,Calumet,Larceny Theft,12,2019,13
Calumet,New Holstein PD,Burglary,New Holstein PD,Calumet,Burglary,12,2019,1
Calumet,Chilton PD,Burglary,Chilton PD,Calumet,Burglary,12,2019,5
Calumet,Calumet Co SO,Burglary,Calumet Co SO,Calumet,Burglary,12,2019,13
Calumet,Brillion PD,Burglary,Brillion PD,Calumet,Burglary,12,2019,1
Calumet,New Holstein PD,Aggravated Assault,New Holstein PD,Calumet,Aggravated Assault,12,2019,3
Calumet,Chilton PD,Aggravated Assault,Chilton PD,Calumet,Aggravated Assault,12,2019,3
Calumet,Calumet Co SO,Aggravated Assault,Calumet Co SO,Calumet,Aggravated Assault,12,2019,6
Calumet,Brillion PD,Aggravated Assault,Brillion PD,Calumet,Aggravated Assault,12,2019,2
Calumet,New Holstein PD,Robbery,New Holstein PD,Calumet,Robbery,12,2019,0
Calumet,Chilton PD,Robbery,Chilton PD,Calumet,Robbery,12,2019,0
Calumet,Calumet Co SO,Robbery,Calumet Co SO,Calumet,Robbery,12,2019,0
Calumet,Brillion PD,Robbery,Brillion PD,Calumet,Robbery,12,2019,0
Calumet,New Holstein PD,Rape - revised 2017,New Holstein PD,Calumet,Rape - revised 2017,12,2019,1
Calumet,Chilton PD,Rape - revised 2017,Chilton PD,Calumet,Rape - revised 2017,12,2019,3
Calumet,Calumet Co SO,Rape - revised 2017,Calumet Co SO,Calumet,Rape - revised 2017,12,2019,6
Calumet,Brillion PD,Rape - revised 2017,Brillion PD,Calumet,Rape - revised 2017,12,2019,3
Calumet,New Holstein PD,Homicide,New Holstein PD,Calumet,Homicide,12,2019,0
Calumet,Chilton PD,Homicide,Chilton PD,Calumet,Homicide,12,2019,0
Calumet,Calumet Co SO,Homicide,Calumet Co SO,Calumet,Homicide,12,2019,0
Calumet,Brillion PD,Homicide,Brillion PD,Calumet,Homicide,12,2019,0
Chippewa,Stanley PD,Human Trafficking - Involuntary Servitude,Stanley PD,Chippewa,Human Trafficking - Involuntary Servitude,12,2019,0
Chippewa,Lake Hallie PD,Human Trafficking - Involuntary Servitude,Lake Hallie PD,Chippewa,Human Trafficking - Involuntary Servitude,12,2019,0
Chippewa,Cornell PD,Human Trafficking - Involuntary Servitude,Cornell PD,Chippewa,Human Trafficking - Involuntary Servitude,12,2019,0
Chippewa,Chippewa Falls PD,Human Trafficking - Involuntary Servitude,Chippewa Falls PD,Chippewa,Human Trafficking - Involuntary Servitude,12,2019,0
Chippewa,Chippewa Co SO,Human Trafficking - Involuntary Servitude,Chippewa Co SO,Chippewa,Human Trafficking - Involuntary Servitude,12,2019,0
Chippewa,Bloomer PD,Human Trafficking - Involuntary Servitude,Bloomer PD,Chippewa,Human Trafficking - Involuntary Servitude,12,2019,0
Chippewa,Stanley PD,Human Trafficking - Commercial Sex,Stanley PD,Chippewa,Human Trafficking - Commercial Sex,12,2019,0
Chippewa,Lake Hallie PD,Human Trafficking - Commercial Sex,Lake Hallie PD,Chippewa,Human Trafficking - Commercial Sex,12,2019,0
Chippewa,Cornell PD,Human Trafficking - Commercial Sex,Cornell PD,Chippewa,Human Trafficking - Commercial Sex,12,2019,0
Chippewa,Chippewa Falls PD,Human Trafficking - Commercial Sex,Chippewa Falls PD,Chippewa,Human Trafficking - Commercial Sex,12,2019,0
Chippewa,Chippewa Co SO,Human Trafficking - Commercial Sex,Chippewa Co SO,Chippewa,Human Trafficking - Commercial Sex,12,2019,0
Chippewa,Bloomer PD,Human Trafficking - Commercial Sex,Bloomer PD,Chippewa,Human Trafficking - Commercial Sex,12,2019,0
Chippewa,Stanley PD,Simple Assault,Stanley PD,Chippewa,Simple Assault,12,2019,24
Chippewa,Lake Hallie PD,Simple Assault,Lake Hallie PD,Chippewa,Simple Assault,12,2019,28
Chippewa,Cornell PD,Simple Assault,Cornell PD,Chippewa,Simple Assault,12,2019,8
Chippewa,Chippewa Falls PD,Simple Assault,Chippewa Falls PD,Chippewa,Simple Assault,12,2019,138
Chippewa,Chippewa Co SO,Simple Assault,Chippewa Co SO,Chippewa,Simple Assault,12,2019,151
Chippewa,Bloomer PD,Simple Assault,Bloomer PD,Chippewa,Simple Assault,12,2019,27
Chippewa,Stanley PD,Arson,Stanley PD,Chippewa,Arson,12,2019,0
Chippewa,Lake Hallie PD,Arson,Lake Hallie PD,Chippewa,Arson,12,2019,0
Chippewa,Cornell PD,Arson,Cornell PD,Chippewa,Arson,12,2019,0
Chippewa,Chippewa Falls PD,Arson,Chippewa Falls PD,Chippewa,Arson,12,2019,1
Chippewa,Chippewa Co SO,Arson,Chippewa Co SO,Chippewa,Arson,12,2019,1
Chippewa,Bloomer PD,Arson,Bloomer PD,Chippewa,Arson,12,2019,0
Chippewa,Stanley PD,Motor Vehicle Theft,Stanley PD,Chippewa,Motor Vehicle Theft,12,2019,1
Chippewa,Lake Hallie PD,Motor Vehicle Theft,Lake Hallie PD,Chippewa,Motor Vehicle Theft,12,2019,5
Chippewa,Cornell PD,Motor Vehicle Theft,Cornell PD,Chippewa,Motor Vehicle Theft,12,2019,0
Chippewa,Chippewa Falls PD,Motor Vehicle Theft,Chippewa Falls PD,Chippewa,Motor Vehicle Theft,12,2019,22
Chippewa,Chippewa Co SO,Motor Vehicle Theft,Chippewa Co SO,Chippewa,Motor Vehicle Theft,12,2019,10
Chippewa,Bloomer PD,Motor Vehicle Theft,Bloomer PD,Chippewa,Motor Vehicle Theft,12,2019,4
Chippewa,Stanley PD,Larceny Theft,Stanley PD,Chippewa,Larceny Theft,12,2019,27
Chippewa,Lake Hallie PD,Larceny Theft,Lake Hallie PD,Chippewa,Larceny Theft,12,2019,110
Chippewa,Cornell PD,Larceny Theft,Cornell PD,Chippewa,Larceny Theft,12,2019,20
Chippewa,Chippewa Falls PD,Larceny Theft,Chippewa Falls PD,Chippewa,Larceny Theft,12,2019,133
Chippewa,Chippewa Co SO,Larceny Theft,Chippewa Co SO,Chippewa,Larceny Theft,12,2019,141
Chippewa,Bloomer PD,Larceny Theft,Bloomer PD,Chippewa,Larceny Theft,12,2019,25
Chippewa,Stanley PD,Burglary,Stanley PD,Chippewa,Burglary,12,2019,2
Chippewa,Lake Hallie PD,Burglary,Lake Hallie PD,Chippewa,Burglary,12,2019,2
Chippewa,Cornell PD,Burglary,Cornell PD,Chippewa,Burglary,12,2019,1
Chippewa,Chippewa Falls PD,Burglary,Chippewa Falls PD,Chippewa,Burglary,12,2019,25
Chippewa,Chippewa Co SO,Burglary,Chippewa Co SO,Chippewa,Burglary,12,2019,48
Chippewa,Bloomer PD,Burglary,Bloomer PD,Chippewa,Burglary,12,2019,2
Chippewa,Stanley PD,Aggravated Assault,Stanley PD,Chippewa,Aggravated Assault,12,2019,1
Chippewa,Lake Hallie PD,Aggravated Assault,Lake Hallie PD,Chippewa,Aggravated Assault,12,2019,7
Chippewa,Cornell PD,Aggravated Assault,Cornell PD,Chippewa,Aggravated Assault,12,2019,0
Chippewa,Chippewa Falls PD,Aggravated Assault,Chippewa Falls PD,Chippewa,Aggravated Assault,12,2019,40
Chippewa,Chippewa Co SO,Aggravated Assault,Chippewa Co SO,Chippewa,Aggravated Assault,12,2019,27
Chippewa,Bloomer PD,Aggravated Assault,Bloomer PD,Chippewa,Aggravated Assault,12,2019,9
Chippewa,Stanley PD,Robbery,Stanley PD,Chippewa,Robbery,12,2019,0
Chippewa,Lake Hallie PD,Robbery,Lake Hallie PD,Chippewa,Robbery,12,2019,2
Chippewa,Cornell PD,Robbery,Cornell PD,Chippewa,Robbery,12,2019,0
Chippewa,Chippewa Falls PD,Robbery,Chippewa Falls PD,Chippewa,Robbery,12,2019,2
Chippewa,Chippewa Co SO,Robbery,Chippewa Co SO,Chippewa,Robbery,12,2019,0
Chippewa,Bloomer PD,Robbery,Bloomer PD,Chippewa,Robbery,12,2019,0
Chippewa,Stanley PD,Rape - revised 2017,Stanley PD,Chippewa,Rape - revised 2017,12,2019,4
Chippewa,Lake Hallie PD,Rape - revised 2017,Lake Hallie PD,Chippewa,Rape - revised 2017,12,2019,2
Chippewa,Cornell PD,Rape - revised 2017,Cornell PD,Chippewa,Rape - revised 2017,12,2019,0
Chippewa,Chippewa Falls PD,Rape - revised 2017,Chippewa Falls PD,Chippewa,Rape - revised 2017,12,2019,9
Chippewa,Chippewa Co SO,Rape - revised 2017,Chippewa Co SO,Chippewa,Rape - revised 2017,12,2019,22
Chippewa,Bloomer PD,Rape - revised 2017,Bloomer PD,Chippewa,Rape - revised 2017,12,2019,5
Chippewa,Stanley PD,Homicide,Stanley PD,Chippewa,Homicide,12,2019,0
Chippewa,Lake Hallie PD,Homicide,Lake Hallie PD,Chippewa,Homicide,12,2019,1
Chippewa,Cornell PD,Homicide,Cornell PD,Chippewa,Homicide,12,2019,0
Chippewa,Chippewa Falls PD,Homicide,Chippewa Falls PD,Chippewa,Homicide,12,2019,0
Chippewa,Chippewa Co SO,Homicide,Chippewa Co SO,Chippewa,Homicide,12,2019,5
Chippewa,Bloomer PD,Homicide,Bloomer PD,Chippewa,Homicide,12,2019,0
Clark,Thorp PD,Human Trafficking - Involuntary Servitude,Thorp PD,Clark,Human Trafficking - Involuntary Servitude,12,2019,0
Clark,Neillsville PD,Human Trafficking - Involuntary Servitude,Neillsville PD,Clark,Human Trafficking - Involuntary Servitude,12,2019,0
Clark,Colby-Abbotsford PD,Human Trafficking - Involuntary Servitude,Colby-Abbotsford PD,Clark,Human Trafficking - Involuntary Servitude,12,2019,0
Clark,Clark Co SO,Human Trafficking - Involuntary Servitude,Clark Co SO,Clark,Human Trafficking - Involuntary Servitude,12,2019,0
Clark,Thorp PD,Human Trafficking - Commercial Sex,Thorp PD,Clark,Human Trafficking - Commercial Sex,12,2019,0
Clark,Neillsville PD,Human Trafficking - Commercial Sex,Neillsville PD,Clark,Human Trafficking - Commercial Sex,12,2019,0
Clark,Colby-Abbotsford PD,Human Trafficking - Commercial Sex,Colby-Abbotsford PD,Clark,Human Trafficking - Commercial Sex,12,2019,0
Clark,Clark Co SO,Human Trafficking - Commercial Sex,Clark Co SO,Clark,Human Trafficking - Commercial Sex,12,2019,0
Clark,Thorp PD,Simple Assault,Thorp PD,Clark,Simple Assault,12,2019,0
Clark,Neillsville PD,Simple Assault,Neillsville PD,Clark,Simple Assault,12,2019,0
Clark,Colby-Abbotsford PD,Simple Assault,Colby-Abbotsford PD,Clark,Simple Assault,12,2019,10
Clark,Clark Co SO,Simple Assault,Clark Co SO,Clark,Simple Assault,12,2019,51
Clark,Thorp PD,Arson,Thorp PD,Clark,Arson,12,2019,0
Clark,Neillsville PD,Arson,Neillsville PD,Clark,Arson,12,2019,0
Clark,Colby-Abbotsford PD,Arson,Colby-Abbotsford PD,Clark,Arson,12,2019,0
Clark,Clark Co SO,Arson,Clark Co SO,Clark,Arson,12,2019,3
Clark,Thorp PD,Motor Vehicle Theft,Thorp PD,Clark,Motor Vehicle Theft,12,2019,0
Clark,Neillsville PD,Motor Vehicle Theft,Neillsville PD,Clark,Motor Vehicle Theft,12,2019,0
Clark,Colby-Abbotsford PD,Motor Vehicle Theft,Colby-Abbotsford PD,Clark,Motor Vehicle Theft,12,2019,1
Clark,Clark Co SO,Motor Vehicle Theft,Clark Co SO,Clark,Motor Vehicle Theft,12,2019,15
Clark,Thorp PD,Larceny Theft,Thorp PD,Clark,Larceny Theft,12,2019,0
Clark,Neillsville PD,Larceny Theft,Neillsville PD,Clark,Larceny Theft,12,2019,24
Clark,Colby-Abbotsford PD,Larceny Theft,Colby-Abbotsford PD,Clark,Larceny Theft,12,2019,22
Clark,Clark Co SO,Larceny Theft,Clark Co SO,Clark,Larceny Theft,12,2019,58
Clark,Thorp PD,Burglary,Thorp PD,Clark,Burglary,12,2019,0
Clark,Neillsville PD,Burglary,Neillsville PD,Clark,Burglary,12,2019,3
Clark,Colby-Abbotsford PD,Burglary,Colby-Abbotsford PD,Clark,Burglary,12,2019,2
Clark,Clark Co SO,Burglary,Clark Co SO,Clark,Burglary,12,2019,25
Clark,Thorp PD,Aggravated Assault,Thorp PD,Clark,Aggravated Assault,12,2019,0
Clark,Neillsville PD,Aggravated Assault,Neillsville PD,Clark,Aggravated Assault,12,2019,1
Clark,Colby-Abbotsford PD,Aggravated Assault,Colby-Abbotsford PD,Clark,Aggravated Assault,12,2019,2
Clark,Clark Co SO,Aggravated Assault,Clark Co SO,Clark,Aggravated Assault,12,2019,19
Clark,Thorp PD,Robbery,Thorp PD,Clark,Robbery,12,2019,0
Clark,Neillsville PD,Robbery,Neillsville PD,Clark,Robbery,12,2019,0
Clark,Colby-Abbotsford PD,Robbery,Colby-Abbotsford PD,Clark,Robbery,12,2019,0
Clark,Clark Co SO,Robbery,Clark Co SO,Clark,Robbery,12,2019,0
Clark,Thorp PD,Rape - revised 2017,Thorp PD,Clark,Rape - revised 2017,12,2019,0
Clark,Neillsville PD,Rape - revised 2017,Neillsville PD,Clark,Rape - revised 2017,12,2019,0
Clark,Colby-Abbotsford PD,Rape - revised 2017,Colby-Abbotsford PD,Clark,Rape - revised 2017,12,2019,0
Clark,Clark Co SO,Rape - revised 2017,Clark Co SO,Clark,Rape - revised 2017,12,2019,1
Clark,Thorp PD,Homicide,Thorp PD,Clark,Homicide,12,2019,0
Clark,Neillsville PD,Homicide,Neillsville PD,Clark,Homicide,12,2019,0
Clark,Colby-Abbotsford PD,Homicide,Colby-Abbotsford PD,Clark,Homicide,12,2019,0
Clark,Clark Co SO,Homicide,Clark Co SO,Clark,Homicide,12,2019,0
Columbia,Wisconsin Dells PD,Human Trafficking - Involuntary Servitude,Wisconsin Dells PD,Columbia,Human Trafficking - Involuntary Servitude,12,2019,0
Columbia,Rio PD,Human Trafficking - Involuntary Servitude,Rio PD,Columbia,Human Trafficking - Involuntary Servitude,12,2019,0
Columbia,Poynette PD,Human Trafficking - Involuntary Servitude,Poynette PD,Columbia,Human Trafficking - Involuntary Servitude,12,2019,0
Columbia,Portage PD,Human Trafficking - Involuntary Servitude,Portage PD,Columbia,Human Trafficking - Involuntary Servitude,12,2019,0
Columbia,Lodi PD,Human Trafficking - Involuntary Servitude,Lodi PD,Columbia,Human Trafficking - Involuntary Servitude,12,2019,0
Columbia,Fall River PD,Human Trafficking - Involuntary Servitude,Fall River PD,Columbia,Human Trafficking - Involuntary Servitude,12,2019,0
Columbia,Columbus PD,Human Trafficking - Involuntary Servitude,Columbus PD,Columbia,Human Trafficking - Involuntary Servitude,12,2019,0
Columbia,Columbia Co SO,Human Trafficking - Involuntary Servitude,Columbia Co SO,Columbia,Human Trafficking - Involuntary Servitude,12,2019,0
Columbia,Wisconsin Dells PD,Human Trafficking - Commercial Sex,Wisconsin Dells PD,Columbia,Human Trafficking - Commercial Sex,12,2019,0
Columbia,Rio PD,Human Trafficking - Commercial Sex,Rio PD,Columbia,Human Trafficking - Commercial Sex,12,2019,0
Columbia,Poynette PD,Human Trafficking - Commercial Sex,Poynette PD,Columbia,Human Trafficking - Commercial Sex,12,2019,0
Columbia,Portage PD,Human Trafficking - Commercial Sex,Portage PD,Columbia,Human Trafficking - Commercial Sex,12,2019,0
Columbia,Lodi PD,Human Trafficking - Commercial Sex,Lodi PD,Columbia,Human Trafficking - Commercial Sex,12,2019,0
Columbia,Fall River PD,Human Trafficking - Commercial Sex,Fall River PD,Columbia,Human Trafficking - Commercial Sex,12,2019,0
Columbia,Columbus PD,Human Trafficking - Commercial Sex,Columbus PD,Columbia,Human Trafficking - Commercial Sex,12,2019,3
Columbia,Columbia Co SO,Human Trafficking - Commercial Sex,Columbia Co SO,Columbia,Human Trafficking - Commercial Sex,12,2019,0
Columbia,Wisconsin Dells PD,Simple Assault,Wisconsin Dells PD,Columbia,Simple Assault,12,2019,45
Columbia,Rio PD,Simple Assault,Rio PD,Columbia,Simple Assault,12,2019,0
Columbia,Poynette PD,Simple Assault,Poynette PD,Columbia,Simple Assault,12,2019,9
Columbia,Portage PD,Simple Assault,Portage PD,Columbia,Simple Assault,12,2019,84
Columbia,Lodi PD,Simple Assault,Lodi PD,Columbia,Simple Assault,12,2019,2
Columbia,Fall River PD,Simple Assault,Fall River PD,Columbia,Simple Assault,12,2019,1
Columbia,Columbus PD,Simple Assault,Columbus PD,Columbia,Simple Assault,12,2019,13
Columbia,Columbia Co SO,Simple Assault,Columbia Co SO,Columbia,Simple Assault,12,2019,96
Columbia,Wisconsin Dells PD,Arson,Wisconsin Dells PD,Columbia,Arson,12,2019,1
Columbia,Rio PD,Arson,Rio PD,Columbia,Arson,12,2019,0
Columbia,Poynette PD,Arson,Poynette PD,Columbia,Arson,12,2019,0
Columbia,Portage PD,Arson,Portage PD,Columbia,Arson,12,2019,1
Columbia,Lodi PD,Arson,Lodi PD,Columbia,Arson,12,2019,0
Columbia,Fall River PD,Arson,Fall River PD,Columbia,Arson,12,2019,0
Columbia,Columbus PD,Arson,Columbus PD,Columbia,Arson,12,2019,0
Columbia,Columbia Co SO,Arson,Columbia Co SO,Columbia,Arson,12,2019,2
Columbia,Wisconsin Dells PD,Motor Vehicle Theft,Wisconsin Dells PD,Columbia,Motor Vehicle Theft,12,2019,9
Columbia,Rio PD,Motor Vehicle Theft,Rio PD,Columbia,Motor Vehicle Theft,12,2019,0
Columbia,Poynette PD,Motor Vehicle Theft,Poynette PD,Columbia,Motor Vehicle Theft,12,2019,0
Columbia,Portage PD,Motor Vehicle Theft,Portage PD,Columbia,Motor Vehicle Theft,12,2019,14
Columbia,Lodi PD,Motor Vehicle Theft,Lodi PD,Columbia,Motor Vehicle Theft,12,2019,4
Columbia,Fall River PD,Motor Vehicle Theft,Fall River PD,Columbia,Motor Vehicle Theft,12,2019,0
Columbia,Columbus PD,Motor Vehicle Theft,Columbus PD,Columbia,Motor Vehicle Theft,12,2019,3
Columbia,Columbia Co SO,Motor Vehicle Theft,Columbia Co SO,Columbia,Motor Vehicle Theft,12,2019,18
Columbia,Wisconsin Dells PD,Larceny Theft,Wisconsin Dells PD,Columbia,Larceny Theft,12,2019,149
Columbia,Rio PD,Larceny Theft,Rio PD,Columbia,Larceny Theft,12,2019,0
Columbia,Poynette PD,Larceny Theft,Poynette PD,Columbia,Larceny Theft,12,2019,4
Columbia,Portage PD,Larceny Theft,Portage PD,Columbia,Larceny Theft,12,2019,143
Columbia,Lodi PD,Larceny Theft,Lodi PD,Columbia,Larceny Theft,12,2019,16
Columbia,Fall River PD,Larceny Theft,Fall River PD,Columbia,Larceny Theft,12,2019,0
Columbia,Columbus PD,Larceny Theft,Columbus PD,Columbia,Larceny Theft,12,2019,45
Columbia,Columbia Co SO,Larceny Theft,Columbia Co SO,Columbia,Larceny Theft,12,2019,136
Columbia,Wisconsin Dells PD,Burglary,Wisconsin Dells PD,Columbia,Burglary,12,2019,12
Columbia,Rio PD,Burglary,Rio PD,Columbia,Burglary,12,2019,0
Columbia,Poynette PD,Burglary,Poynette PD,Columbia,Burglary,12,2019,0
Columbia,Portage PD,Burglary,Portage PD,Columbia,Burglary,12,2019,7
Columbia,Lodi PD,Burglary,Lodi PD,Columbia,Burglary,12,2019,4
Columbia,Fall River PD,Burglary,Fall River PD,Columbia,Burglary,12,2019,0
Columbia,Columbus PD,Burglary,Columbus PD,Columbia,Burglary,12,2019,6
Columbia,Columbia Co SO,Burglary,Columbia Co SO,Columbia,Burglary,12,2019,47
Columbia,Wisconsin Dells PD,Aggravated Assault,Wisconsin Dells PD,Columbia,Aggravated Assault,12,2019,14
Columbia,Rio PD,Aggravated Assault,Rio PD,Columbia,Aggravated Assault,12,2019,0
Columbia,Poynette PD,Aggravated Assault,Poynette PD,Columbia,Aggravated Assault,12,2019,3
Columbia,Portage PD,Aggravated Assault,Portage PD,Columbia,Aggravated Assault,12,2019,13
Columbia,Lodi PD,Aggravated Assault,Lodi PD,Columbia,Aggravated Assault,12,2019,2
Columbia,Fall River PD,Aggravated Assault,Fall River PD,Columbia,Aggravated Assault,12,2019,1
