,State,County_x,Agency Name,Offense Description,Min. year of year_x,Offense Count_x,County_y,Min. year of year_y,Offense Count_y,County,Min. year of year,Offense Count
910,WI,Fond Du Lac,Ripon Township PD,Simple Assault,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
911,WI,Fond Du Lac,Ripon PD,Simple Assault,2018,62,Fond Du Lac,2019,80,Fond Du Lac,2020,61
912,WI,Fond Du Lac,North Fond du Lac PD,Simple Assault,2018,19,Fond Du Lac,2019,15,Fond Du Lac,2020,8
913,WI,Fond Du Lac,Fond du Lac PD,Simple Assault,2018,277,Fond Du Lac,2019,285,Fond Du Lac,2020,275
914,WI,Fond Du Lac,Fond du Lac Co SO,Simple Assault,2018,79,Fond Du Lac,2019,82,Fond Du Lac,2020,75
915,WI,Fond Du Lac,Campbellsport PD,Simple Assault,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
916,WI,Fond Du Lac,Brandon-Fairwater PD,Simple Assault,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,1
917,WI,Fond Du Lac,Rosendale PD,Arson,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
918,WI,Fond Du Lac,Ripon Township PD,Arson,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
919,WI,Fond Du Lac,Ripon PD,Arson,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
920,WI,Fond Du Lac,North Fond du Lac PD,Arson,2018,0,Fond Du Lac,2019,1,Fond Du Lac,2020,3
921,WI,Fond Du Lac,Fond du Lac PD,Arson,2018,3,Fond Du Lac,2019,4,Fond Du Lac,2020,6
922,WI,Fond Du Lac,Fond du Lac Co SO,Arson,2018,0,Fond Du Lac,2019,2,Fond Du Lac,2020,3
923,WI,Fond Du Lac,Campbellsport PD,Arson,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
924,WI,Fond Du Lac,Brandon-Fairwater PD,Arson,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
925,WI,Fond Du Lac,Rosendale PD,Motor Vehicle Theft,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
926,WI,Fond Du Lac,Ripon Township PD,Motor Vehicle Theft,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
927,WI,Fond Du Lac,Ripon PD,Motor Vehicle Theft,2018,2,Fond Du Lac,2019,2,Fond Du Lac,2020,1
928,WI,Fond Du Lac,North Fond du Lac PD,Motor Vehicle Theft,2018,3,Fond Du Lac,2019,1,Fond Du Lac,2020,8
929,WI,Fond Du Lac,Fond du Lac PD,Motor Vehicle Theft,2018,47,Fond Du Lac,2019,41,Fond Du Lac,2020,36
930,WI,Fond Du Lac,Fond du Lac Co SO,Motor Vehicle Theft,2018,12,Fond Du Lac,2019,10,Fond Du Lac,2020,8
931,WI,Fond Du Lac,Campbellsport PD,Motor Vehicle Theft,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
932,WI,Fond Du Lac,Brandon-Fairwater PD,Motor Vehicle Theft,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
933,WI,Fond Du Lac,Rosendale PD,Larceny Theft,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
934,WI,Fond Du Lac,Ripon Township PD,Larceny Theft,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
935,WI,Fond Du Lac,Ripon PD,Larceny Theft,2018,75,Fond Du Lac,2019,55,Fond Du Lac,2020,69
936,WI,Fond Du Lac,North Fond du Lac PD,Larceny Theft,2018,55,Fond Du Lac,2019,25,Fond Du Lac,2020,40
937,WI,Fond Du Lac,Fond du Lac PD,Larceny Theft,2018,887,Fond Du Lac,2019,698,Fond Du Lac,2020,777
938,WI,Fond Du Lac,Fond du Lac Co SO,Larceny Theft,2018,101,Fond Du Lac,2019,93,Fond Du Lac,2020,98
939,WI,Fond Du Lac,Campbellsport PD,Larceny Theft,2018,10,Fond Du Lac,2019,13,Fond Du Lac,2020,9
940,WI,Fond Du Lac,Brandon-Fairwater PD,Larceny Theft,2018,1,Fond Du Lac,2019,0,Fond Du Lac,2020,0
941,WI,Fond Du Lac,Rosendale PD,Burglary,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
942,WI,Fond Du Lac,Ripon Township PD,Burglary,2018,1,Fond Du Lac,2019,0,Fond Du Lac,2020,0
943,WI,Fond Du Lac,Ripon PD,Burglary,2018,7,Fond Du Lac,2019,11,Fond Du Lac,2020,3
944,WI,Fond Du Lac,North Fond du Lac PD,Burglary,2018,8,Fond Du Lac,2019,3,Fond Du Lac,2020,4
945,WI,Fond Du Lac,Fond du Lac PD,Burglary,2018,78,Fond Du Lac,2019,59,Fond Du Lac,2020,66
946,WI,Fond Du Lac,Fond du Lac Co SO,Burglary,2018,40,Fond Du Lac,2019,24,Fond Du Lac,2020,56
947,WI,Fond Du Lac,Campbellsport PD,Burglary,2018,2,Fond Du Lac,2019,0,Fond Du Lac,2020,0
948,WI,Fond Du Lac,Brandon-Fairwater PD,Burglary,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
949,WI,Fond Du Lac,Rosendale PD,Aggravated Assault,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
950,WI,Fond Du Lac,Ripon Township PD,Aggravated Assault,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
951,WI,Fond Du Lac,Ripon PD,Aggravated Assault,2018,8,Fond Du Lac,2019,4,Fond Du Lac,2020,9
952,WI,Fond Du Lac,North Fond du Lac PD,Aggravated Assault,2018,7,Fond Du Lac,2019,5,Fond Du Lac,2020,5
953,WI,Fond Du Lac,Fond du Lac PD,Aggravated Assault,2018,55,Fond Du Lac,2019,95,Fond Du Lac,2020,99
954,WI,Fond Du Lac,Fond du Lac Co SO,Aggravated Assault,2018,13,Fond Du Lac,2019,16,Fond Du Lac,2020,10
955,WI,Fond Du Lac,Campbellsport PD,Aggravated Assault,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
956,WI,Fond Du Lac,Brandon-Fairwater PD,Aggravated Assault,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
957,WI,Fond Du Lac,Rosendale PD,Robbery,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
958,WI,Fond Du Lac,Ripon Township PD,Robbery,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
959,WI,Fond Du Lac,Ripon PD,Robbery,2018,1,Fond Du Lac,2019,0,Fond Du Lac,2020,0
960,WI,Fond Du Lac,North Fond du Lac PD,Robbery,2018,1,Fond Du Lac,2019,0,Fond Du Lac,2020,0
961,WI,Fond Du Lac,Fond du Lac PD,Robbery,2018,14,Fond Du Lac,2019,14,Fond Du Lac,2020,9
962,WI,Fond Du Lac,Fond du Lac Co SO,Robbery,2018,1,Fond Du Lac,2019,1,Fond Du Lac,2020,1
963,WI,Fond Du Lac,Campbellsport PD,Robbery,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
964,WI,Fond Du Lac,Brandon-Fairwater PD,Robbery,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
965,WI,Fond Du Lac,Rosendale PD,Rape - revised 2017,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
966,WI,Fond Du Lac,Ripon Township PD,Rape - revised 2017,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
967,WI,Fond Du Lac,Ripon PD,Rape - revised 2017,2018,0,Fond Du Lac,2019,11,Fond Du Lac,2020,6
968,WI,Fond Du Lac,North Fond du Lac PD,Rape - revised 2017,2018,1,Fond Du Lac,2019,2,Fond Du Lac,2020,0
969,WI,Fond Du Lac,Fond du Lac PD,Rape - revised 2017,2018,30,Fond Du Lac,2019,28,Fond Du Lac,2020,27
970,WI,Fond Du Lac,Fond du Lac Co SO,Rape - revised 2017,2018,8,Fond Du Lac,2019,10,Fond Du Lac,2020,11
971,WI,Fond Du Lac,Campbellsport PD,Rape - revised 2017,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
972,WI,Fond Du Lac,Brandon-Fairwater PD,Rape - revised 2017,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
973,WI,Fond Du Lac,Rosendale PD,Homicide,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
974,WI,Fond Du Lac,Ripon Township PD,Homicide,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
975,WI,Fond Du Lac,Ripon PD,Homicide,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
976,WI,Fond Du Lac,North Fond du Lac PD,Homicide,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
977,WI,Fond Du Lac,Fond du Lac PD,Homicide,2018,4,Fond Du Lac,2019,0,Fond Du Lac,2020,1
978,WI,Fond Du Lac,Fond du Lac Co SO,Homicide,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,1
979,WI,Fond Du Lac,Campbellsport PD,Homicide,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
980,WI,Fond Du Lac,Brandon-Fairwater PD,Homicide,2018,0,Fond Du Lac,2019,0,Fond Du Lac,2020,0
981,WI,Forest,Forest Co SO,Simple Assault,2018,49,Forest,2019,20,Forest,2020,14
982,WI,Forest,Crandon PD,Simple Assault,2018,11,Forest,2019,5,Forest,2020,0
983,WI,Forest,Forest Co SO,Arson,2018,0,Forest,2019,2,Forest,2020,0
984,WI,Forest,Crandon PD,Arson,2018,0,Forest,2019,0,Forest,2020,1
985,WI,Forest,Forest Co SO,Motor Vehicle Theft,2018,10,Forest,2019,6,Forest,2020,4
986,WI,Forest,Crandon PD,Motor Vehicle Theft,2018,0,Forest,2019,2,Forest,2020,1
987,WI,Forest,Forest Co SO,Larceny Theft,2018,68,Forest,2019,37,Forest,2020,27
988,WI,Forest,Crandon PD,Larceny Theft,2018,15,Forest,2019,17,Forest,2020,6
989,WI,Forest,Forest Co SO,Burglary,2018,18,Forest,2019,9,Forest,2020,11
990,WI,Forest,Crandon PD,Burglary,2018,1,Forest,2019,2,Forest,2020,0
991,WI,Forest,Forest Co SO,Aggravated Assault,2018,11,Forest,2019,6,Forest,2020,9
992,WI,Forest,Crandon PD,Aggravated Assault,2018,1,Forest,2019,3,Forest,2020,6
993,WI,Forest,Forest Co SO,Robbery,2018,1,Forest,2019,0,Forest,2020,0
994,WI,Forest,Crandon PD,Robbery,2018,0,Forest,2019,0,Forest,2020,0
995,WI,Forest,Forest Co SO,Rape - revised 2017,2018,9,Forest,2019,2,Forest,2020,3
996,WI,Forest,Crandon PD,Rape - revised 2017,2018,0,Forest,2019,0,Forest,2020,0
997,WI,Forest,Forest Co SO,Homicide,2018,0,Forest,2019,0,Forest,2020,0
998,WI,Forest,Crandon PD,Homicide,2018,0,Forest,2019,0,Forest,2020,0
999,WI,Grant,UW-Platteville PD,Simple Assault,2018,3,Grant,2019,7,Grant,2020,2
1000,WI,Grant,Platteville PD,Simple Assault,2018,118,Grant,2019,165,Grant,2020,209
1001,WI,Grant,Muscoda PD,Simple Assault,2018,4,Grant,2019,7,Grant,2020,4
1002,WI,Grant,Lancaster PD,Simple Assault,2018,20,Grant,2019,30,Grant,2020,25
1003,WI,Grant,Hazel Green PD,Simple Assault,2018,0,Grant,2019,0,Grant,2020,0
1004,WI,Grant,Grant Co SO,Simple Assault,2018,59,Grant,2019,59,Grant,2020,68
1005,WI,Grant,Fennimore PD,Simple Assault,2018,12,Grant,2019,12,Grant,2020,6
1006,WI,Grant,Cuba City PD,Simple Assault,2018,1,Grant,2019,0,Grant,2020,2
1007,WI,Grant,Boscobel PD,Simple Assault,2018,9,Grant,2019,3,Grant,2020,0
1008,WI,Grant,UW-Platteville PD,Arson,2018,0,Grant,2019,0,Grant,2020,0
1009,WI,Grant,Platteville PD,Arson,2018,0,Grant,2019,0,Grant,2020,1
1010,WI,Grant,Muscoda PD,Arson,2018,0,Grant,2019,0,Grant,2020,0
1011,WI,Grant,Lancaster PD,Arson,2018,0,Grant,2019,0,Grant,2020,0
1012,WI,Grant,Hazel Green PD,Arson,2018,0,Grant,2019,0,Grant,2020,0
1013,WI,Grant,Grant Co SO,Arson,2018,1,Grant,2019,1,Grant,2020,0
1014,WI,Grant,Fennimore PD,Arson,2018,0,Grant,2019,0,Grant,2020,0
1015,WI,Grant,Cuba City PD,Arson,2018,0,Grant,2019,0,Grant,2020,0
1016,WI,Grant,Boscobel PD,Arson,2018,0,Grant,2019,0,Grant,2020,0
1017,WI,Grant,UW-Platteville PD,Motor Vehicle Theft,2018,1,Grant,2019,0,Grant,2020,0
1018,WI,Grant,Platteville PD,Motor Vehicle Theft,2018,3,Grant,2019,13,Grant,2020,13
1019,WI,Grant,Muscoda PD,Motor Vehicle Theft,2018,0,Grant,2019,2,Grant,2020,1
1020,WI,Grant,Lancaster PD,Motor Vehicle Theft,2018,1,Grant,2019,4,Grant,2020,1
1021,WI,Grant,Hazel Green PD,Motor Vehicle Theft,2018,1,Grant,2019,0,Grant,2020,0
1022,WI,Grant,Grant Co SO,Motor Vehicle Theft,2018,8,Grant,2019,15,Grant,2020,16
1023,WI,Grant,Fennimore PD,Motor Vehicle Theft,2018,0,Grant,2019,3,Grant,2020,1
1024,WI,Grant,Cuba City PD,Motor Vehicle Theft,2018,0,Grant,2019,0,Grant,2020,1
1025,WI,Grant,Boscobel PD,Motor Vehicle Theft,2018,0,Grant,2019,0,Grant,2020,1
1026,WI,Grant,UW-Platteville PD,Larceny Theft,2018,37,Grant,2019,11,Grant,2020,7
1027,WI,Grant,Platteville PD,Larceny Theft,2018,197,Grant,2019,202,Grant,2020,323
1028,WI,Grant,Muscoda PD,Larceny Theft,2018,18,Grant,2019,16,Grant,2020,5
1029,WI,Grant,Lancaster PD,Larceny Theft,2018,35,Grant,2019,27,Grant,2020,17
1030,WI,Grant,Hazel Green PD,Larceny Theft,2018,2,Grant,2019,9,Grant,2020,5
1031,WI,Grant,Grant Co SO,Larceny Theft,2018,93,Grant,2019,84,Grant,2020,84
1032,WI,Grant,Fennimore PD,Larceny Theft,2018,6,Grant,2019,8,Grant,2020,3
1033,WI,Grant,Cuba City PD,Larceny Theft,2018,2,Grant,2019,0,Grant,2020,0
1034,WI,Grant,Boscobel PD,Larceny Theft,2018,13,Grant,2019,9,Grant,2020,25
1035,WI,Grant,UW-Platteville PD,Burglary,2018,1,Grant,2019,4,Grant,2020,1
1036,WI,Grant,Platteville PD,Burglary,2018,11,Grant,2019,16,Grant,2020,19
1037,WI,Grant,Muscoda PD,Burglary,2018,2,Grant,2019,2,Grant,2020,1
1038,WI,Grant,Lancaster PD,Burglary,2018,4,Grant,2019,1,Grant,2020,1
1039,WI,Grant,Hazel Green PD,Burglary,2018,1,Grant,2019,5,Grant,2020,2
1040,WI,Grant,Grant Co SO,Burglary,2018,21,Grant,2019,34,Grant,2020,15
1041,WI,Grant,Fennimore PD,Burglary,2018,1,Grant,2019,0,Grant,2020,1
1042,WI,Grant,Cuba City PD,Burglary,2018,0,Grant,2019,0,Grant,2020,0
1043,WI,Grant,Boscobel PD,Burglary,2018,4,Grant,2019,2,Grant,2020,3
1044,WI,Grant,UW-Platteville PD,Aggravated Assault,2018,0,Grant,2019,4,Grant,2020,0
1045,WI,Grant,Platteville PD,Aggravated Assault,2018,25,Grant,2019,13,Grant,2020,24
1046,WI,Grant,Muscoda PD,Aggravated Assault,2018,2,Grant,2019,4,Grant,2020,2
1047,WI,Grant,Lancaster PD,Aggravated Assault,2018,11,Grant,2019,7,Grant,2020,11
1048,WI,Grant,Hazel Green PD,Aggravated Assault,2018,1,Grant,2019,0,Grant,2020,0
1049,WI,Grant,Grant Co SO,Aggravated Assault,2018,20,Grant,2019,27,Grant,2020,17
1050,WI,Grant,Fennimore PD,Aggravated Assault,2018,2,Grant,2019,0,Grant,2020,4
1051,WI,Grant,Cuba City PD,Aggravated Assault,2018,0,Grant,2019,0,Grant,2020,1
1052,WI,Grant,Boscobel PD,Aggravated Assault,2018,8,Grant,2019,11,Grant,2020,6
1053,WI,Grant,UW-Platteville PD,Robbery,2018,0,Grant,2019,0,Grant,2020,0
1054,WI,Grant,Platteville PD,Robbery,2018,1,Grant,2019,1,Grant,2020,0
1055,WI,Grant,Muscoda PD,Robbery,2018,0,Grant,2019,0,Grant,2020,0
1056,WI,Grant,Lancaster PD,Robbery,2018,0,Grant,2019,0,Grant,2020,0
1057,WI,Grant,Hazel Green PD,Robbery,2018,0,Grant,2019,0,Grant,2020,0
1058,WI,Grant,Grant Co SO,Robbery,2018,0,Grant,2019,0,Grant,2020,0
1059,WI,Grant,Fennimore PD,Robbery,2018,0,Grant,2019,0,Grant,2020,0
1060,WI,Grant,Cuba City PD,Robbery,2018,0,Grant,2019,0,Grant,2020,0
1061,WI,Grant,Boscobel PD,Robbery,2018,0,Grant,2019,0,Grant,2020,0
1062,WI,Grant,UW-Platteville PD,Rape - revised 2017,2018,3,Grant,2019,0,Grant,2020,1
1063,WI,Grant,Platteville PD,Rape - revised 2017,2018,8,Grant,2019,4,Grant,2020,3
1064,WI,Grant,Muscoda PD,Rape - revised 2017,2018,0,Grant,2019,1,Grant,2020,0
1065,WI,Grant,Lancaster PD,Rape - revised 2017,2018,4,Grant,2019,3,Grant,2020,3
1066,WI,Grant,Hazel Green PD,Rape - revised 2017,2018,0,Grant,2019,0,Grant,2020,0
1067,WI,Grant,Grant Co SO,Rape - revised 2017,2018,11,Grant,2019,10,Grant,2020,10
1068,WI,Grant,Fennimore PD,Rape - revised 2017,2018,5,Grant,2019,6,Grant,2020,0
1069,WI,Grant,Cuba City PD,Rape - revised 2017,2018,0,Grant,2019,0,Grant,2020,0
1070,WI,Grant,Boscobel PD,Rape - revised 2017,2018,2,Grant,2019,0,Grant,2020,2
1071,WI,Grant,UW-Platteville PD,Homicide,2018,0,Grant,2019,0,Grant,2020,0
1072,WI,Grant,Platteville PD,Homicide,2018,0,Grant,2019,0,Grant,2020,0
1073,WI,Grant,Muscoda PD,Homicide,2018,0,Grant,2019,0,Grant,2020,0
1074,WI,Grant,Lancaster PD,Homicide,2018,0,Grant,2019,0,Grant,2020,0
1075,WI,Grant,Hazel Green PD,Homicide,2018,0,Grant,2019,0,Grant,2020,0
1076,WI,Grant,Grant Co SO,Homicide,2018,1,Grant,2019,1,Grant,2020,2
1077,WI,Grant,Fennimore PD,Homicide,2018,0,Grant,2019,0,Grant,2020,0
1078,WI,Grant,Cuba City PD,Homicide,2018,0,Grant,2019,0,Grant,2020,0
1079,WI,Grant,Boscobel PD,Homicide,2018,0,Grant,2019,2,Grant,2020,0
1080,WI,Green,New Glarus PD,Simple Assault,2018,2,Green,2019,11,Green,2020,19
1081,WI,Green,Monticello PD,Simple Assault,2018,0,Green,2019,0,Green,2020,0
1082,WI,Green,Monroe PD,Simple Assault,2018,31,Green,2019,119,Green,2020,94
1083,WI,Green,Green Co SO,Simple Assault,2018,18,Green,2019,57,Green,2020,30
1084,WI,Green,Brodhead PD,Simple Assault,2018,11,Green,2019,19,Green,2020,8
1085,WI,Green,Albany PD,Simple Assault,2018,1,Green,2019,4,Green,2020,7
1086,WI,Green,New Glarus PD,Arson,2018,1,Green,2019,0,Green,2020,0
1087,WI,Green,Monticello PD,Arson,2018,0,Green,2019,0,Green,2020,0
1088,WI,Green,Monroe PD,Arson,2018,0,Green,2019,0,Green,2020,0
1089,WI,Green,Green Co SO,Arson,2018,0,Green,2019,0,Green,2020,0
1090,WI,Green,Brodhead PD,Arson,2018,0,Green,2019,0,Green,2020,0
1091,WI,Green,Albany PD,Arson,2018,0,Green,2019,0,Green,2020,0
1092,WI,Green,New Glarus PD,Motor Vehicle Theft,2018,1,Green,2019,0,Green,2020,1
1093,WI,Green,Monticello PD,Motor Vehicle Theft,2018,0,Green,2019,2,Green,2020,0
1094,WI,Green,Monroe PD,Motor Vehicle Theft,2018,8,Green,2019,2,Green,2020,7
1095,WI,Green,Green Co SO,Motor Vehicle Theft,2018,2,Green,2019,3,Green,2020,4
1096,WI,Green,Brodhead PD,Motor Vehicle Theft,2018,3,Green,2019,2,Green,2020,0
1097,WI,Green,Albany PD,Motor Vehicle Theft,2018,0,Green,2019,1,Green,2020,0
1098,WI,Green,New Glarus PD,Larceny Theft,2018,19,Green,2019,29,Green,2020,30
1099,WI,Green,Monticello PD,Larceny Theft,2018,1,Green,2019,1,Green,2020,2
1100,WI,Green,Monroe PD,Larceny Theft,2018,110,Green,2019,118,Green,2020,160
1101,WI,Green,Green Co SO,Larceny Theft,2018,37,Green,2019,45,Green,2020,61
1102,WI,Green,Brodhead PD,Larceny Theft,2018,52,Green,2019,19,Green,2020,18
1103,WI,Green,Albany PD,Larceny Theft,2018,4,Green,2019,8,Green,2020,2
1104,WI,Green,New Glarus PD,Burglary,2018,1,Green,2019,1,Green,2020,1
1105,WI,Green,Monticello PD,Burglary,2018,0,Green,2019,0,Green,2020,0
1106,WI,Green,Monroe PD,Burglary,2018,9,Green,2019,11,Green,2020,7
1107,WI,Green,Green Co SO,Burglary,2018,11,Green,2019,10,Green,2020,3
1108,WI,Green,Brodhead PD,Burglary,2018,3,Green,2019,1,Green,2020,4
1109,WI,Green,Albany PD,Burglary,2018,2,Green,2019,0,Green,2020,1
1110,WI,Green,New Glarus PD,Aggravated Assault,2018,1,Green,2019,2,Green,2020,0
1111,WI,Green,Monticello PD,Aggravated Assault,2018,0,Green,2019,2,Green,2020,0
1112,WI,Green,Monroe PD,Aggravated Assault,2018,8,Green,2019,2,Green,2020,0
1113,WI,Green,Green Co SO,Aggravated Assault,2018,5,Green,2019,4,Green,2020,2
1114,WI,Green,Brodhead PD,Aggravated Assault,2018,3,Green,2019,0,Green,2020,1
1115,WI,Green,Albany PD,Aggravated Assault,2018,2,Green,2019,1,Green,2020,0
1116,WI,Green,New Glarus PD,Robbery,2018,0,Green,2019,0,Green,2020,0
1117,WI,Green,Monticello PD,Robbery,2018,0,Green,2019,0,Green,2020,0
1118,WI,Green,Monroe PD,Robbery,2018,0,Green,2019,0,Green,2020,0
1119,WI,Green,Green Co SO,Robbery,2018,2,Green,2019,0,Green,2020,0
1120,WI,Green,Brodhead PD,Robbery,2018,0,Green,2019,0,Green,2020,0
1121,WI,Green,Albany PD,Robbery,2018,0,Green,2019,0,Green,2020,0
1122,WI,Green,New Glarus PD,Rape - revised 2017,2018,0,Green,2019,0,Green,2020,0
1123,WI,Green,Monticello PD,Rape - revised 2017,2018,0,Green,2019,0,Green,2020,0
1124,WI,Green,Monroe PD,Rape - revised 2017,2018,3,Green,2019,5,Green,2020,1
1125,WI,Green,Green Co SO,Rape - revised 2017,2018,0,Green,2019,3,Green,2020,1
1126,WI,Green,Brodhead PD,Rape - revised 2017,2018,0,Green,2019,0,Green,2020,0
1127,WI,Green,Albany PD,Rape - revised 2017,2018,0,Green,2019,0,Green,2020,0
1128,WI,Green,New Glarus PD,Homicide,2018,0,Green,2019,0,Green,2020,0
1129,WI,Green,Monticello PD,Homicide,2018,0,Green,2019,0,Green,2020,0
1130,WI,Green,Monroe PD,Homicide,2018,0,Green,2019,0,Green,2020,1
1131,WI,Green,Green Co SO,Homicide,2018,0,Green,2019,0,Green,2020,0
1132,WI,Green,Brodhead PD,Homicide,2018,0,Green,2019,0,Green,2020,0
1133,WI,Green,Albany PD,Homicide,2018,0,Green,2019,0,Green,2020,0
1134,WI,Green Lake,Princeton PD,Simple Assault,2018,4,Green Lake,2019,6,Green Lake,2020,3
1135,WI,Green Lake,Markesan PD,Simple Assault,2018,1,Green Lake,2019,0,Green Lake,2020,0
1136,WI,Green Lake,Green Lake PD,Simple Assault,2018,0,Green Lake,2019,0,Green Lake,2020,1
1137,WI,Green Lake,Green Lake Co SO,Simple Assault,2018,11,Green Lake,2019,5,Green Lake,2020,8
1138,WI,Green Lake,Berlin PD,Simple Assault,2018,24,Green Lake,2019,18,Green Lake,2020,23
1139,WI,Green Lake,Princeton PD,Arson,2018,0,Green Lake,2019,0,Green Lake,2020,0
1140,WI,Green Lake,Markesan PD,Arson,2018,0,Green Lake,2019,0,Green Lake,2020,0
1141,WI,Green Lake,Green Lake PD,Arson,2018,0,Green Lake,2019,0,Green Lake,2020,0
1142,WI,Green Lake,Green Lake Co SO,Arson,2018,0,Green Lake,2019,0,Green Lake,2020,0
1143,WI,Green Lake,Berlin PD,Arson,2018,0,Green Lake,2019,0,Green Lake,2020,0
1144,WI,Green Lake,Princeton PD,Motor Vehicle Theft,2018,0,Green Lake,2019,2,Green Lake,2020,0
1145,WI,Green Lake,Markesan PD,Motor Vehicle Theft,2018,2,Green Lake,2019,0,Green Lake,2020,0
1146,WI,Green Lake,Green Lake PD,Motor Vehicle Theft,2018,0,Green Lake,2019,0,Green Lake,2020,1
1147,WI,Green Lake,Green Lake Co SO,Motor Vehicle Theft,2018,3,Green Lake,2019,4,Green Lake,2020,3
1148,WI,Green Lake,Berlin PD,Motor Vehicle Theft,2018,4,Green Lake,2019,6,Green Lake,2020,6
1149,WI,Green Lake,Princeton PD,Larceny Theft,2018,15,Green Lake,2019,15,Green Lake,2020,9
1150,WI,Green Lake,Markesan PD,Larceny Theft,2018,12,Green Lake,2019,15,Green Lake,2020,12
1151,WI,Green Lake,Green Lake PD,Larceny Theft,2018,13,Green Lake,2019,2,Green Lake,2020,5
1152,WI,Green Lake,Green Lake Co SO,Larceny Theft,2018,23,Green Lake,2019,41,Green Lake,2020,40
1153,WI,Green Lake,Berlin PD,Larceny Theft,2018,61,Green Lake,2019,46,Green Lake,2020,64
1154,WI,Green Lake,Princeton PD,Burglary,2018,1,Green Lake,2019,1,Green Lake,2020,0
1155,WI,Green Lake,Markesan PD,Burglary,2018,0,Green Lake,2019,1,Green Lake,2020,0
1156,WI,Green Lake,Green Lake PD,Burglary,2018,0,Green Lake,2019,1,Green Lake,2020,0
1157,WI,Green Lake,Green Lake Co SO,Burglary,2018,16,Green Lake,2019,4,Green Lake,2020,7
1158,WI,Green Lake,Berlin PD,Burglary,2018,7,Green Lake,2019,8,Green Lake,2020,10
1159,WI,Green Lake,Princeton PD,Aggravated Assault,2018,0,Green Lake,2019,3,Green Lake,2020,0
1160,WI,Green Lake,Markesan PD,Aggravated Assault,2018,0,Green Lake,2019,1,Green Lake,2020,0
1161,WI,Green Lake,Green Lake PD,Aggravated Assault,2018,0,Green Lake,2019,1,Green Lake,2020,0
1162,WI,Green Lake,Green Lake Co SO,Aggravated Assault,2018,4,Green Lake,2019,2,Green Lake,2020,4
1163,WI,Green Lake,Berlin PD,Aggravated Assault,2018,3,Green Lake,2019,1,Green Lake,2020,4
1164,WI,Green Lake,Princeton PD,Robbery,2018,0,Green Lake,2019,0,Green Lake,2020,0
1165,WI,Green Lake,Markesan PD,Robbery,2018,0,Green Lake,2019,0,Green Lake,2020,1
1166,WI,Green Lake,Green Lake PD,Robbery,2018,0,Green Lake,2019,0,Green Lake,2020,0
1167,WI,Green Lake,Green Lake Co SO,Robbery,2018,0,Green Lake,2019,0,Green Lake,2020,0
1168,WI,Green Lake,Berlin PD,Robbery,2018,0,Green Lake,2019,0,Green Lake,2020,0
1169,WI,Green Lake,Princeton PD,Rape - revised 2017,2018,1,Green Lake,2019,0,Green Lake,2020,0
1170,WI,Green Lake,Markesan PD,Rape - revised 2017,2018,0,Green Lake,2019,1,Green Lake,2020,1
1171,WI,Green Lake,Green Lake PD,Rape - revised 2017,2018,0,Green Lake,2019,0,Green Lake,2020,0
1172,WI,Green Lake,Green Lake Co SO,Rape - revised 2017,2018,1,Green Lake,2019,2,Green Lake,2020,0
1173,WI,Green Lake,Berlin PD,Rape - revised 2017,2018,0,Green Lake,2019,0,Green Lake,2020,0
