,State,County_x,Agency Name,Offense Description,Min. year of year_x,Offense Count_x,County_y,Min. year of year_y,Offense Count_y,County,Min. year of year,Offense Count
2165,WI,Oneida,Oneida Co SO,Burglary,2018,52,Oneida,2019,37,Oneida,2020,18
2166,WI,Oneida,Minocqua PD,Burglary,2018,2,Oneida,2019,1,Oneida,2020,3
2167,WI,Oneida,Woodruff PD,Aggravated Assault,2018,1,Oneida,2019,5,Oneida,2020,0
2168,WI,Oneida,Three Lakes PD,Aggravated Assault,2018,3,Oneida,2019,1,Oneida,2020,1
2169,WI,Oneida,Rhinelander PD,Aggravated Assault,2018,15,Oneida,2019,13,Oneida,2020,11
2170,WI,Oneida,Oneida Co SO,Aggravated Assault,2018,34,Oneida,2019,21,Oneida,2020,18
2171,WI,Oneida,Minocqua PD,Aggravated Assault,2018,7,Oneida,2019,5,Oneida,2020,4
2172,WI,Oneida,Woodruff PD,Robbery,2018,0,Oneida,2019,0,Oneida,2020,0
2173,WI,Oneida,Three Lakes PD,Robbery,2018,0,Oneida,2019,0,Oneida,2020,0
2174,WI,Oneida,Rhinelander PD,Robbery,2018,0,Oneida,2019,0,Oneida,2020,0
2175,WI,Oneida,Oneida Co SO,Robbery,2018,0,Oneida,2019,0,Oneida,2020,0
2176,WI,Oneida,Minocqua PD,Robbery,2018,0,Oneida,2019,0,Oneida,2020,0
2177,WI,Oneida,Woodruff PD,Rape - revised 2017,2018,0,Oneida,2019,0,Oneida,2020,0
2178,WI,Oneida,Three Lakes PD,Rape - revised 2017,2018,0,Oneida,2019,0,Oneida,2020,0
2179,WI,Oneida,Rhinelander PD,Rape - revised 2017,2018,6,Oneida,2019,0,Oneida,2020,4
2180,WI,Oneida,Oneida Co SO,Rape - revised 2017,2018,10,Oneida,2019,7,Oneida,2020,6
2181,WI,Oneida,Minocqua PD,Rape - revised 2017,2018,0,Oneida,2019,4,Oneida,2020,2
2182,WI,Oneida,Woodruff PD,Homicide,2018,0,Oneida,2019,0,Oneida,2020,0
2183,WI,Oneida,Three Lakes PD,Homicide,2018,0,Oneida,2019,0,Oneida,2020,0
2184,WI,Oneida,Rhinelander PD,Homicide,2018,0,Oneida,2019,0,Oneida,2020,0
2185,WI,Oneida,Oneida Co SO,Homicide,2018,0,Oneida,2019,0,Oneida,2020,0
2186,WI,Oneida,Minocqua PD,Homicide,2018,0,Oneida,2019,0,Oneida,2020,0
2187,WI,Outagamie,Shiocton PD,Simple Assault,2018,3,Outagamie,2019,1,Outagamie,2020,0
2188,WI,Outagamie,Seymour,Simple Assault,2018,13,Outagamie,2019,19,Outagamie,2020,21
2189,WI,Outagamie,Outagamie Co SO,Simple Assault,2018,90,Outagamie,2019,90,Outagamie,2020,97
2190,WI,Outagamie,Kaukauna PD,Simple Assault,2018,33,Outagamie,2019,39,Outagamie,2020,29
2191,WI,Outagamie,Hortonville PD,Simple Assault,2018,3,Outagamie,2019,6,Outagamie,2020,5
2192,WI,Outagamie,Grand Chute PD,Simple Assault,2018,45,Outagamie,2019,63,Outagamie,2020,60
2193,WI,Outagamie,Fox Valley Metro PD,Simple Assault,2018,38,Outagamie,2019,55,Outagamie,2020,43
2194,WI,Outagamie,Appleton PD,Simple Assault,2018,657,Outagamie,2019,769,Outagamie,2020,762
2195,WI,Outagamie,Shiocton PD,Arson,2018,0,Outagamie,2019,0,Outagamie,2020,0
2196,WI,Outagamie,Seymour,Arson,2018,0,Outagamie,2019,0,Outagamie,2020,0
2197,WI,Outagamie,Outagamie Co SO,Arson,2018,2,Outagamie,2019,3,Outagamie,2020,0
2198,WI,Outagamie,Kaukauna PD,Arson,2018,0,Outagamie,2019,0,Outagamie,2020,1
2199,WI,Outagamie,Hortonville PD,Arson,2018,0,Outagamie,2019,0,Outagamie,2020,0
2200,WI,Outagamie,Grand Chute PD,Arson,2018,0,Outagamie,2019,2,Outagamie,2020,3
2201,WI,Outagamie,Fox Valley Metro PD,Arson,2018,0,Outagamie,2019,0,Outagamie,2020,0
2202,WI,Outagamie,Appleton PD,Arson,2018,6,Outagamie,2019,10,Outagamie,2020,5
2203,WI,Outagamie,Shiocton PD,Motor Vehicle Theft,2018,0,Outagamie,2019,0,Outagamie,2020,0
2204,WI,Outagamie,Seymour,Motor Vehicle Theft,2018,3,Outagamie,2019,0,Outagamie,2020,1
2205,WI,Outagamie,Outagamie Co SO,Motor Vehicle Theft,2018,18,Outagamie,2019,20,Outagamie,2020,21
2206,WI,Outagamie,Kaukauna PD,Motor Vehicle Theft,2018,7,Outagamie,2019,9,Outagamie,2020,7
2207,WI,Outagamie,Hortonville PD,Motor Vehicle Theft,2018,0,Outagamie,2019,1,Outagamie,2020,0
2208,WI,Outagamie,Grand Chute PD,Motor Vehicle Theft,2018,28,Outagamie,2019,32,Outagamie,2020,32
2209,WI,Outagamie,Fox Valley Metro PD,Motor Vehicle Theft,2018,3,Outagamie,2019,7,Outagamie,2020,10
2210,WI,Outagamie,Appleton PD,Motor Vehicle Theft,2018,61,Outagamie,2019,55,Outagamie,2020,63
2211,WI,Outagamie,Shiocton PD,Larceny Theft,2018,15,Outagamie,2019,0,Outagamie,2020,2
2212,WI,Outagamie,Seymour,Larceny Theft,2018,27,Outagamie,2019,35,Outagamie,2020,16
2213,WI,Outagamie,Outagamie Co SO,Larceny Theft,2018,153,Outagamie,2019,164,Outagamie,2020,187
2214,WI,Outagamie,Kaukauna PD,Larceny Theft,2018,102,Outagamie,2019,89,Outagamie,2020,80
2215,WI,Outagamie,Hortonville PD,Larceny Theft,2018,21,Outagamie,2019,27,Outagamie,2020,20
2216,WI,Outagamie,Grand Chute PD,Larceny Theft,2018,633,Outagamie,2019,664,Outagamie,2020,768
2217,WI,Outagamie,Fox Valley Metro PD,Larceny Theft,2018,78,Outagamie,2019,76,Outagamie,2020,37
2218,WI,Outagamie,Appleton PD,Larceny Theft,2018,"1,063",Outagamie,2019,925,Outagamie,2020,977
2219,WI,Outagamie,Shiocton PD,Burglary,2018,0,Outagamie,2019,0,Outagamie,2020,0
2220,WI,Outagamie,Seymour,Burglary,2018,1,Outagamie,2019,1,Outagamie,2020,1
2221,WI,Outagamie,Outagamie Co SO,Burglary,2018,72,Outagamie,2019,87,Outagamie,2020,75
2222,WI,Outagamie,Kaukauna PD,Burglary,2018,23,Outagamie,2019,13,Outagamie,2020,7
2223,WI,Outagamie,Hortonville PD,Burglary,2018,1,Outagamie,2019,1,Outagamie,2020,1
2224,WI,Outagamie,Grand Chute PD,Burglary,2018,25,Outagamie,2019,29,Outagamie,2020,21
2225,WI,Outagamie,Fox Valley Metro PD,Burglary,2018,3,Outagamie,2019,6,Outagamie,2020,11
2226,WI,Outagamie,Appleton PD,Burglary,2018,141,Outagamie,2019,108,Outagamie,2020,130
2227,WI,Outagamie,Shiocton PD,Aggravated Assault,2018,0,Outagamie,2019,0,Outagamie,2020,2
2228,WI,Outagamie,Seymour,Aggravated Assault,2018,5,Outagamie,2019,5,Outagamie,2020,5
2229,WI,Outagamie,Outagamie Co SO,Aggravated Assault,2018,42,Outagamie,2019,29,Outagamie,2020,30
2230,WI,Outagamie,Kaukauna PD,Aggravated Assault,2018,18,Outagamie,2019,9,Outagamie,2020,12
2231,WI,Outagamie,Hortonville PD,Aggravated Assault,2018,1,Outagamie,2019,1,Outagamie,2020,1
2232,WI,Outagamie,Grand Chute PD,Aggravated Assault,2018,34,Outagamie,2019,53,Outagamie,2020,37
2233,WI,Outagamie,Fox Valley Metro PD,Aggravated Assault,2018,13,Outagamie,2019,16,Outagamie,2020,10
2234,WI,Outagamie,Appleton PD,Aggravated Assault,2018,138,Outagamie,2019,156,Outagamie,2020,150
2235,WI,Outagamie,Shiocton PD,Robbery,2018,0,Outagamie,2019,0,Outagamie,2020,0
2236,WI,Outagamie,Seymour,Robbery,2018,0,Outagamie,2019,0,Outagamie,2020,0
2237,WI,Outagamie,Outagamie Co SO,Robbery,2018,1,Outagamie,2019,0,Outagamie,2020,1
2238,WI,Outagamie,Kaukauna PD,Robbery,2018,0,Outagamie,2019,1,Outagamie,2020,2
2239,WI,Outagamie,Hortonville PD,Robbery,2018,0,Outagamie,2019,0,Outagamie,2020,0
2240,WI,Outagamie,Grand Chute PD,Robbery,2018,2,Outagamie,2019,4,Outagamie,2020,7
2241,WI,Outagamie,Fox Valley Metro PD,Robbery,2018,1,Outagamie,2019,0,Outagamie,2020,0
2242,WI,Outagamie,Appleton PD,Robbery,2018,26,Outagamie,2019,25,Outagamie,2020,19
2243,WI,Outagamie,Shiocton PD,Rape - revised 2017,2018,0,Outagamie,2019,0,Outagamie,2020,3
2244,WI,Outagamie,Seymour,Rape - revised 2017,2018,1,Outagamie,2019,5,Outagamie,2020,1
2245,WI,Outagamie,Outagamie Co SO,Rape - revised 2017,2018,14,Outagamie,2019,10,Outagamie,2020,13
2246,WI,Outagamie,Kaukauna PD,Rape - revised 2017,2018,6,Outagamie,2019,5,Outagamie,2020,7
2247,WI,Outagamie,Hortonville PD,Rape - revised 2017,2018,0,Outagamie,2019,0,Outagamie,2020,1
2248,WI,Outagamie,Grand Chute PD,Rape - revised 2017,2018,16,Outagamie,2019,12,Outagamie,2020,12
2249,WI,Outagamie,Fox Valley Metro PD,Rape - revised 2017,2018,2,Outagamie,2019,9,Outagamie,2020,6
2250,WI,Outagamie,Appleton PD,Rape - revised 2017,2018,38,Outagamie,2019,35,Outagamie,2020,38
2251,WI,Outagamie,Shiocton PD,Homicide,2018,0,Outagamie,2019,0,Outagamie,2020,0
2252,WI,Outagamie,Seymour,Homicide,2018,0,Outagamie,2019,2,Outagamie,2020,0
2253,WI,Outagamie,Outagamie Co SO,Homicide,2018,1,Outagamie,2019,0,Outagamie,2020,0
2254,WI,Outagamie,Kaukauna PD,Homicide,2018,0,Outagamie,2019,0,Outagamie,2020,2
2255,WI,Outagamie,Hortonville PD,Homicide,2018,0,Outagamie,2019,0,Outagamie,2020,0
2256,WI,Outagamie,Grand Chute PD,Homicide,2018,0,Outagamie,2019,3,Outagamie,2020,0
2257,WI,Outagamie,Fox Valley Metro PD,Homicide,2018,0,Outagamie,2019,0,Outagamie,2020,0
2258,WI,Outagamie,Appleton PD,Homicide,2018,0,Outagamie,2019,2,Outagamie,2020,1
2259,WI,Ozaukee,Thiensville PD,Simple Assault,2018,2,Ozaukee,2019,0,Ozaukee,2020,8
2260,WI,Ozaukee,Saukville PD,Simple Assault,2018,4,Ozaukee,2019,6,Ozaukee,2020,10
2261,WI,Ozaukee,Port Washington PD,Simple Assault,2018,2,Ozaukee,2019,11,Ozaukee,2020,21
2262,WI,Ozaukee,Ozaukee Co SO,Simple Assault,2018,18,Ozaukee,2019,16,Ozaukee,2020,24
2263,WI,Ozaukee,Mequon PD,Simple Assault,2018,14,Ozaukee,2019,22,Ozaukee,2020,32
2264,WI,Ozaukee,Grafton PD,Simple Assault,2018,6,Ozaukee,2019,4,Ozaukee,2020,7
2265,WI,Ozaukee,Cedarburg PD,Simple Assault,2018,9,Ozaukee,2019,5,Ozaukee,2020,17
2266,WI,Ozaukee,Thiensville PD,Arson,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2267,WI,Ozaukee,Saukville PD,Arson,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2268,WI,Ozaukee,Port Washington PD,Arson,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2269,WI,Ozaukee,Ozaukee Co SO,Arson,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2270,WI,Ozaukee,Mequon PD,Arson,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2271,WI,Ozaukee,Grafton PD,Arson,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2272,WI,Ozaukee,Cedarburg PD,Arson,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2273,WI,Ozaukee,Thiensville PD,Motor Vehicle Theft,2018,1,Ozaukee,2019,1,Ozaukee,2020,3
2274,WI,Ozaukee,Saukville PD,Motor Vehicle Theft,2018,0,Ozaukee,2019,3,Ozaukee,2020,2
2275,WI,Ozaukee,Port Washington PD,Motor Vehicle Theft,2018,4,Ozaukee,2019,4,Ozaukee,2020,5
2276,WI,Ozaukee,Ozaukee Co SO,Motor Vehicle Theft,2018,5,Ozaukee,2019,7,Ozaukee,2020,6
2277,WI,Ozaukee,Mequon PD,Motor Vehicle Theft,2018,15,Ozaukee,2019,7,Ozaukee,2020,7
2278,WI,Ozaukee,Grafton PD,Motor Vehicle Theft,2018,3,Ozaukee,2019,2,Ozaukee,2020,4
2279,WI,Ozaukee,Cedarburg PD,Motor Vehicle Theft,2018,0,Ozaukee,2019,1,Ozaukee,2020,0
2280,WI,Ozaukee,Thiensville PD,Larceny Theft,2018,12,Ozaukee,2019,21,Ozaukee,2020,7
2281,WI,Ozaukee,Saukville PD,Larceny Theft,2018,50,Ozaukee,2019,53,Ozaukee,2020,59
2282,WI,Ozaukee,Port Washington PD,Larceny Theft,2018,64,Ozaukee,2019,80,Ozaukee,2020,78
2283,WI,Ozaukee,Ozaukee Co SO,Larceny Theft,2018,71,Ozaukee,2019,51,Ozaukee,2020,70
2284,WI,Ozaukee,Mequon PD,Larceny Theft,2018,192,Ozaukee,2019,147,Ozaukee,2020,182
2285,WI,Ozaukee,Grafton PD,Larceny Theft,2018,131,Ozaukee,2019,134,Ozaukee,2020,161
2286,WI,Ozaukee,Cedarburg PD,Larceny Theft,2018,53,Ozaukee,2019,82,Ozaukee,2020,74
2287,WI,Ozaukee,Thiensville PD,Burglary,2018,1,Ozaukee,2019,1,Ozaukee,2020,1
2288,WI,Ozaukee,Saukville PD,Burglary,2018,0,Ozaukee,2019,2,Ozaukee,2020,2
2289,WI,Ozaukee,Port Washington PD,Burglary,2018,5,Ozaukee,2019,4,Ozaukee,2020,3
2290,WI,Ozaukee,Ozaukee Co SO,Burglary,2018,26,Ozaukee,2019,18,Ozaukee,2020,5
2291,WI,Ozaukee,Mequon PD,Burglary,2018,34,Ozaukee,2019,22,Ozaukee,2020,18
2292,WI,Ozaukee,Grafton PD,Burglary,2018,2,Ozaukee,2019,5,Ozaukee,2020,3
2293,WI,Ozaukee,Cedarburg PD,Burglary,2018,1,Ozaukee,2019,6,Ozaukee,2020,5
2294,WI,Ozaukee,Thiensville PD,Aggravated Assault,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2295,WI,Ozaukee,Saukville PD,Aggravated Assault,2018,1,Ozaukee,2019,0,Ozaukee,2020,1
2296,WI,Ozaukee,Port Washington PD,Aggravated Assault,2018,12,Ozaukee,2019,27,Ozaukee,2020,6
2297,WI,Ozaukee,Ozaukee Co SO,Aggravated Assault,2018,5,Ozaukee,2019,5,Ozaukee,2020,9
2298,WI,Ozaukee,Mequon PD,Aggravated Assault,2018,4,Ozaukee,2019,10,Ozaukee,2020,10
2299,WI,Ozaukee,Grafton PD,Aggravated Assault,2018,3,Ozaukee,2019,4,Ozaukee,2020,1
2300,WI,Ozaukee,Cedarburg PD,Aggravated Assault,2018,3,Ozaukee,2019,1,Ozaukee,2020,6
2301,WI,Ozaukee,Thiensville PD,Robbery,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2302,WI,Ozaukee,Saukville PD,Robbery,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2303,WI,Ozaukee,Port Washington PD,Robbery,2018,1,Ozaukee,2019,0,Ozaukee,2020,0
2304,WI,Ozaukee,Ozaukee Co SO,Robbery,2018,1,Ozaukee,2019,0,Ozaukee,2020,0
2305,WI,Ozaukee,Mequon PD,Robbery,2018,1,Ozaukee,2019,1,Ozaukee,2020,1
2306,WI,Ozaukee,Grafton PD,Robbery,2018,1,Ozaukee,2019,3,Ozaukee,2020,2
2307,WI,Ozaukee,Cedarburg PD,Robbery,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2308,WI,Ozaukee,Thiensville PD,Rape - revised 2017,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2309,WI,Ozaukee,Saukville PD,Rape - revised 2017,2018,1,Ozaukee,2019,1,Ozaukee,2020,0
2310,WI,Ozaukee,Port Washington PD,Rape - revised 2017,2018,6,Ozaukee,2019,2,Ozaukee,2020,3
2311,WI,Ozaukee,Ozaukee Co SO,Rape - revised 2017,2018,6,Ozaukee,2019,8,Ozaukee,2020,2
2312,WI,Ozaukee,Mequon PD,Rape - revised 2017,2018,0,Ozaukee,2019,3,Ozaukee,2020,1
2313,WI,Ozaukee,Grafton PD,Rape - revised 2017,2018,3,Ozaukee,2019,0,Ozaukee,2020,0
2314,WI,Ozaukee,Cedarburg PD,Rape - revised 2017,2018,0,Ozaukee,2019,1,Ozaukee,2020,1
2315,WI,Ozaukee,Thiensville PD,Homicide,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2316,WI,Ozaukee,Saukville PD,Homicide,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2317,WI,Ozaukee,Port Washington PD,Homicide,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2318,WI,Ozaukee,Ozaukee Co SO,Homicide,2018,0,Ozaukee,2019,0,Ozaukee,2020,1
2319,WI,Ozaukee,Mequon PD,Homicide,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2320,WI,Ozaukee,Grafton PD,Homicide,2018,0,Ozaukee,2019,1,Ozaukee,2020,0
2321,WI,Ozaukee,Cedarburg PD,Homicide,2018,0,Ozaukee,2019,0,Ozaukee,2020,0
2322,WI,Pepin,Pepin PD,Simple Assault,2018,0,Pepin,2019,0,Pepin,2020,3
2323,WI,Pepin,Pepin Co SO,Simple Assault,2018,8,Pepin,2019,4,Pepin,2020,0
2324,WI,Pepin,Durand PD,Simple Assault,2018,6,Pepin,2019,0,Pepin,2020,3
2325,WI,Pepin,Pepin PD,Arson,2018,0,Pepin,2019,0,Pepin,2020,0
2326,WI,Pepin,Pepin Co SO,Arson,2018,1,Pepin,2019,0,Pepin,2020,0
2327,WI,Pepin,Durand PD,Arson,2018,0,Pepin,2019,0,Pepin,2020,0
2328,WI,Pepin,Pepin PD,Motor Vehicle Theft,2018,2,Pepin,2019,0,Pepin,2020,1
2329,WI,Pepin,Pepin Co SO,Motor Vehicle Theft,2018,1,Pepin,2019,0,Pepin,2020,1
2330,WI,Pepin,Durand PD,Motor Vehicle Theft,2018,0,Pepin,2019,0,Pepin,2020,0
2331,WI,Pepin,Pepin PD,Larceny Theft,2018,10,Pepin,2019,16,Pepin,2020,11
2332,WI,Pepin,Pepin Co SO,Larceny Theft,2018,16,Pepin,2019,23,Pepin,2020,17
2333,WI,Pepin,Durand PD,Larceny Theft,2018,0,Pepin,2019,4,Pepin,2020,3
2334,WI,Pepin,Pepin PD,Burglary,2018,0,Pepin,2019,1,Pepin,2020,0
2335,WI,Pepin,Pepin Co SO,Burglary,2018,6,Pepin,2019,7,Pepin,2020,9
2336,WI,Pepin,Durand PD,Burglary,2018,2,Pepin,2019,2,Pepin,2020,0
2337,WI,Pepin,Pepin PD,Aggravated Assault,2018,1,Pepin,2019,4,Pepin,2020,0
2338,WI,Pepin,Pepin Co SO,Aggravated Assault,2018,9,Pepin,2019,2,Pepin,2020,2
2339,WI,Pepin,Durand PD,Aggravated Assault,2018,1,Pepin,2019,0,Pepin,2020,0
2340,WI,Pepin,Pepin PD,Robbery,2018,0,Pepin,2019,0,Pepin,2020,0
2341,WI,Pepin,Pepin Co SO,Robbery,2018,0,Pepin,2019,0,Pepin,2020,0
2342,WI,Pepin,Durand PD,Robbery,2018,0,Pepin,2019,0,Pepin,2020,0
2343,WI,Pepin,Pepin PD,Rape - revised 2017,2018,0,Pepin,2019,0,Pepin,2020,1
2344,WI,Pepin,Pepin Co SO,Rape - revised 2017,2018,1,Pepin,2019,4,Pepin,2020,1
2345,WI,Pepin,Durand PD,Rape - revised 2017,2018,1,Pepin,2019,2,Pepin,2020,2
2346,WI,Pepin,Pepin PD,Homicide,2018,0,Pepin,2019,0,Pepin,2020,0
2347,WI,Pepin,Pepin Co SO,Homicide,2018,0,Pepin,2019,0,Pepin,2020,0
2348,WI,Pepin,Durand PD,Homicide,2018,0,Pepin,2019,0,Pepin,2020,0
2349,WI,Pierce,UW-River Falls PD,Simple Assault,2018,0,Pierce,2019,1,Pierce,2020,1
2350,WI,Pierce,Spring Valley PD,Simple Assault,2018,0,Pierce,2019,2,Pierce,2020,1
2351,WI,Pierce,River Falls PD (Old),Simple Assault,2018,45,Pierce,2019,54,Pierce,2020,47
2352,WI,Pierce,Prescott PD,Simple Assault,2018,7,Pierce,2019,12,Pierce,2020,15
2353,WI,Pierce,Pierce Co SO,Simple Assault,2018,21,Pierce,2019,19,Pierce,2020,22
2354,WI,Pierce,Ellsworth PD,Simple Assault,2018,7,Pierce,2019,12,Pierce,2020,10
2355,WI,Pierce,UW-River Falls PD,Arson,2018,0,Pierce,2019,0,Pierce,2020,0
2356,WI,Pierce,Spring Valley PD,Arson,2018,0,Pierce,2019,0,Pierce,2020,0
2357,WI,Pierce,River Falls PD (Old),Arson,2018,1,Pierce,2019,0,Pierce,2020,1
2358,WI,Pierce,Prescott PD,Arson,2018,0,Pierce,2019,0,Pierce,2020,2
2359,WI,Pierce,Pierce Co SO,Arson,2018,0,Pierce,2019,2,Pierce,2020,0
2360,WI,Pierce,Ellsworth PD,Arson,2018,0,Pierce,2019,0,Pierce,2020,0
2361,WI,Pierce,UW-River Falls PD,Motor Vehicle Theft,2018,1,Pierce,2019,0,Pierce,2020,0
2362,WI,Pierce,Spring Valley PD,Motor Vehicle Theft,2018,0,Pierce,2019,0,Pierce,2020,0
2363,WI,Pierce,River Falls PD (Old),Motor Vehicle Theft,2018,13,Pierce,2019,6,Pierce,2020,16
2364,WI,Pierce,Prescott PD,Motor Vehicle Theft,2018,8,Pierce,2019,6,Pierce,2020,3
2365,WI,Pierce,Pierce Co SO,Motor Vehicle Theft,2018,6,Pierce,2019,3,Pierce,2020,7
2366,WI,Pierce,Ellsworth PD,Motor Vehicle Theft,2018,1,Pierce,2019,0,Pierce,2020,3
2367,WI,Pierce,UW-River Falls PD,Larceny Theft,2018,27,Pierce,2019,34,Pierce,2020,24
2368,WI,Pierce,Spring Valley PD,Larceny Theft,2018,0,Pierce,2019,4,Pierce,2020,4
2369,WI,Pierce,River Falls PD (Old),Larceny Theft,2018,205,Pierce,2019,158,Pierce,2020,200
2370,WI,Pierce,Prescott PD,Larceny Theft,2018,11,Pierce,2019,24,Pierce,2020,19
2371,WI,Pierce,Pierce Co SO,Larceny Theft,2018,72,Pierce,2019,67,Pierce,2020,69
2372,WI,Pierce,Ellsworth PD,Larceny Theft,2018,29,Pierce,2019,18,Pierce,2020,17
2373,WI,Pierce,UW-River Falls PD,Burglary,2018,4,Pierce,2019,2,Pierce,2020,2
2374,WI,Pierce,Spring Valley PD,Burglary,2018,0,Pierce,2019,0,Pierce,2020,0
2375,WI,Pierce,River Falls PD (Old),Burglary,2018,43,Pierce,2019,25,Pierce,2020,22
2376,WI,Pierce,Prescott PD,Burglary,2018,5,Pierce,2019,11,Pierce,2020,5
2377,WI,Pierce,Pierce Co SO,Burglary,2018,45,Pierce,2019,29,Pierce,2020,37
2378,WI,Pierce,Ellsworth PD,Burglary,2018,3,Pierce,2019,3,Pierce,2020,1
2379,WI,Pierce,UW-River Falls PD,Aggravated Assault,2018,3,Pierce,2019,1,Pierce,2020,1
2380,WI,Pierce,Spring Valley PD,Aggravated Assault,2018,0,Pierce,2019,0,Pierce,2020,0
2381,WI,Pierce,River Falls PD (Old),Aggravated Assault,2018,10,Pierce,2019,6,Pierce,2020,11
2382,WI,Pierce,Prescott PD,Aggravated Assault,2018,7,Pierce,2019,5,Pierce,2020,3
2383,WI,Pierce,Pierce Co SO,Aggravated Assault,2018,13,Pierce,2019,4,Pierce,2020,11
2384,WI,Pierce,Ellsworth PD,Aggravated Assault,2018,1,Pierce,2019,2,Pierce,2020,3
2385,WI,Pierce,UW-River Falls PD,Robbery,2018,0,Pierce,2019,0,Pierce,2020,0
2386,WI,Pierce,Spring Valley PD,Robbery,2018,0,Pierce,2019,0,Pierce,2020,0
2387,WI,Pierce,River Falls PD (Old),Robbery,2018,1,Pierce,2019,2,Pierce,2020,0
2388,WI,Pierce,Prescott PD,Robbery,2018,0,Pierce,2019,2,Pierce,2020,0
2389,WI,Pierce,Pierce Co SO,Robbery,2018,1,Pierce,2019,0,Pierce,2020,0
2390,WI,Pierce,Ellsworth PD,Robbery,2018,0,Pierce,2019,2,Pierce,2020,0
2391,WI,Pierce,UW-River Falls PD,Rape - revised 2017,2018,2,Pierce,2019,0,Pierce,2020,0
2392,WI,Pierce,Spring Valley PD,Rape - revised 2017,2018,0,Pierce,2019,0,Pierce,2020,2
2393,WI,Pierce,River Falls PD (Old),Rape - revised 2017,2018,6,Pierce,2019,6,Pierce,2020,2
2394,WI,Pierce,Prescott PD,Rape - revised 2017,2018,2,Pierce,2019,0,Pierce,2020,1
2395,WI,Pierce,Pierce Co SO,Rape - revised 2017,2018,0,Pierce,2019,0,Pierce,2020,0
2396,WI,Pierce,Ellsworth PD,Rape - revised 2017,2018,4,Pierce,2019,1,Pierce,2020,1
2397,WI,Pierce,UW-River Falls PD,Homicide,2018,0,Pierce,2019,0,Pierce,2020,0
2398,WI,Pierce,Spring Valley PD,Homicide,2018,0,Pierce,2019,0,Pierce,2020,0
2399,WI,Pierce,River Falls PD (Old),Homicide,2018,0,Pierce,2019,0,Pierce,2020,0
2400,WI,Pierce,Prescott PD,Homicide,2018,0,Pierce,2019,0,Pierce,2020,0
2401,WI,Pierce,Pierce Co SO,Homicide,2018,1,Pierce,2019,0,Pierce,2020,1
2402,WI,Pierce,Ellsworth PD,Homicide,2018,0,Pierce,2019,0,Pierce,2020,0
2403,WI,Polk,St. Croix Falls PD,Simple Assault,2018,5,Polk,2019,10,Polk,2020,9
2404,WI,Polk,Polk Co SO,Simple Assault,2018,74,Polk,2019,59,Polk,2020,39
2405,WI,Polk,Osceola PD,Simple Assault,2018,0,Polk,2019,0,Polk,2020,13
2406,WI,Polk,Frederic PD,Simple Assault,2018,0,Polk,2019,0,Polk,2020,0
2407,WI,Polk,Amery PD,Simple Assault,2018,3,Polk,2019,24,Polk,2020,24
2408,WI,Polk,St. Croix Falls PD,Arson,2018,0,Polk,2019,0,Polk,2020,0
2409,WI,Polk,Polk Co SO,Arson,2018,2,Polk,2019,0,Polk,2020,0
2410,WI,Polk,Osceola PD,Arson,2018,0,Polk,2019,0,Polk,2020,0
2411,WI,Polk,Frederic PD,Arson,2018,1,Polk,2019,0,Polk,2020,0
2412,WI,Polk,Amery PD,Arson,2018,0,Polk,2019,0,Polk,2020,0
2413,WI,Polk,St. Croix Falls PD,Motor Vehicle Theft,2018,9,Polk,2019,9,Polk,2020,16
2414,WI,Polk,Polk Co SO,Motor Vehicle Theft,2018,19,Polk,2019,23,Polk,2020,22
2415,WI,Polk,Osceola PD,Motor Vehicle Theft,2018,0,Polk,2019,0,Polk,2020,2
2416,WI,Polk,Frederic PD,Motor Vehicle Theft,2018,0,Polk,2019,0,Polk,2020,0
2417,WI,Polk,Amery PD,Motor Vehicle Theft,2018,1,Polk,2019,2,Polk,2020,4
2418,WI,Polk,St. Croix Falls PD,Larceny Theft,2018,97,Polk,2019,88,Polk,2020,42
2419,WI,Polk,Polk Co SO,Larceny Theft,2018,141,Polk,2019,110,Polk,2020,124
2420,WI,Polk,Osceola PD,Larceny Theft,2018,14,Polk,2019,15,Polk,2020,31
2421,WI,Polk,Frederic PD,Larceny Theft,2018,0,Polk,2019,0,Polk,2020,19
2422,WI,Polk,Amery PD,Larceny Theft,2018,29,Polk,2019,31,Polk,2020,25
2423,WI,Polk,St. Croix Falls PD,Burglary,2018,6,Polk,2019,4,Polk,2020,1
