State,County,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Civilian_labor_force_2010,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Civilian_labor_force_2012,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Civilian_labor_force_2016,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Civilian_labor_force_2017,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019
WI,Kewaunee,2,2,1,"11,613","11,306",307,2.6,"11,686","11,237",449,3.8,"11,783","11,187",596,5.1,"11,933","11,241",692,5.8,"11,919","11,386",533,4.5,"11,833","11,301",532,4.5,"11,866","11,347",519,4.4,"11,719","11,186",533,4.5,"11,573","11,054",519,4.5,"11,612","10,662",950,8.2,"11,183","10,285",898,8,"11,152","10,347",805,7.2,"11,005","10,296",709,6.4,"10,932","10,239",693,6.3,"10,827","10,289",538,5,"10,867","10,433",434,4,"11,005","10,611",394,3.6,"11,152","10,809",343,3.1,"11,157","10,834",323,2.9,"10,957","10,611",346,3.2,"10,661","10,172",489,4.6,"65,879",102.7
WI,LaCrosse,3,2,1,"61,384","59,438","1,946",3.2,"62,151","59,832","2,319",3.7,"62,262","59,554","2,708",4.3,"62,194","59,374","2,820",4.5,"62,304","59,776","2,528",4.1,"61,605","59,131","2,474",4,"63,831","61,458","2,373",3.7,"64,432","61,952","2,480",3.8,"65,497","62,895","2,602",4,"66,196","61,588","4,608",7,"65,661","61,376","4,285",6.5,"65,443","61,620","3,823",5.8,"66,357","62,801","3,556",5.4,"66,755","63,241","3,514",5.3,"66,625","63,762","2,863",4.3,"66,464","63,958","2,506",3.8,"67,388","65,012","2,376",3.5,"67,445","65,484","1,961",2.9,"66,673","64,918","1,755",2.6,"65,843","63,970","1,873",2.8,"64,982","61,467","3,515",5.4,"59,758",93.1
WI,Lafayette,8,7,0,"9,185","8,917",268,2.9,"9,411","9,048",363,3.9,"9,309","8,833",476,5.1,"9,408","8,932",476,5.1,"9,025","8,631",394,4.4,"8,974","8,606",368,4.1,"9,185","8,815",370,4,"9,314","8,935",379,4.1,"9,119","8,730",389,4.3,"9,307","8,604",703,7.6,"9,498","8,830",668,7,"9,461","8,872",589,6.2,"9,390","8,872",518,5.5,"9,346","8,846",500,5.3,"9,391","9,000",391,4.2,"9,725","9,376",349,3.6,"9,818","9,514",304,3.1,"10,121","9,867",254,2.5,"10,171","9,937",234,2.3,"10,048","9,787",261,2.6,"9,785","9,365",420,4.3,"59,128",92.1
WI,Langlade,6,6,0,"10,798","10,306",492,4.6,"11,077","10,403",674,6.1,"11,238","10,489",749,6.7,"11,290","10,452",838,7.4,"10,898","10,187",711,6.5,"10,699","10,061",638,6,"10,880","10,237",643,5.9,"10,686","10,039",647,6.1,"10,700","10,042",658,6.1,"11,038","9,869","1,169",10.6,"10,180","9,083","1,097",10.8,"10,032","9,042",990,9.9,"9,957","9,046",911,9.1,"9,808","8,923",885,9,"9,552","8,843",709,7.4,"9,447","8,886",561,5.9,"9,548","9,064",484,5.1,"9,610","9,208",402,4.2,"9,446","9,071",375,4,"9,261","8,885",376,4.1,"9,285","8,684",601,6.5,"49,597",77.3
WI,Lincoln,6,5,0,"16,154","15,489",665,4.1,"16,272","15,455",817,5,"16,202","15,216",986,6.1,"16,259","15,216","1,043",6.4,"15,995","15,099",896,5.6,"15,870","15,005",865,5.5,"15,935","15,066",869,5.5,"15,566","14,702",864,5.6,"15,581","14,681",900,5.8,"15,667","13,830","1,837",11.7,"15,664","13,920","1,744",11.1,"15,287","13,819","1,468",9.6,"15,087","13,730","1,357",9,"15,173","13,919","1,254",8.3,"15,356","14,415",941,6.1,"15,217","14,475",742,4.9,"15,218","14,570",648,4.3,"15,447","14,901",546,3.5,"15,208","14,730",478,3.1,"14,988","14,444",544,3.6,"14,677","13,805",872,5.9,"60,728",94.6
WI,Manitowoc,4,5,0,"47,025","45,514","1,511",3.2,"47,335","44,937","2,398",5.1,"46,166","43,371","2,795",6.1,"46,325","43,142","3,183",6.9,"45,794","43,069","2,725",6,"45,344","43,112","2,232",4.9,"45,515","43,301","2,214",4.9,"44,704","42,310","2,394",5.4,"45,306","43,027","2,279",5,"46,514","41,680","4,834",10.4,"44,618","40,294","4,324",9.7,"44,389","40,740","3,649",8.2,"43,634","40,297","3,337",7.6,"42,680","39,554","3,126",7.3,"42,506","39,973","2,533",6,"41,789","39,741","2,048",4.9,"41,731","39,977","1,754",4.2,"41,575","40,115","1,460",3.5,"41,054","39,780","1,274",3.1,"40,745","39,387","1,358",3.3,"40,419","37,911","2,508",6.2,"61,326",95.6
WI,Marathon,3,2,1,"72,096","69,750","2,346",3.3,"72,919","69,957","2,962",4.1,"73,203","69,737","3,466",4.7,"74,120","70,518","3,602",4.9,"73,466","70,295","3,171",4.3,"74,573","71,495","3,078",4.1,"75,355","72,176","3,179",4.2,"75,973","72,711","3,262",4.3,"75,565","72,086","3,479",4.6,"75,251","68,365","6,886",9.2,"73,558","66,842","6,716",9.1,"72,541","66,963","5,578",7.7,"71,558","66,398","5,160",7.2,"72,105","67,301","4,804",6.7,"73,076","69,446","3,630",5,"73,287","70,401","2,886",3.9,"73,437","70,883","2,554",3.5,"73,637","71,482","2,155",2.9,"73,641","71,682","1,959",2.7,"73,092","71,013","2,079",2.8,"72,313","68,711","3,602",5,"66,092",103
WI,Marinette,6,5,0,"22,489","21,510",979,4.4,"22,673","21,322","1,351",6,"22,807","21,279","1,528",6.7,"23,321","21,631","1,690",7.2,"22,881","21,405","1,476",6.5,"22,414","21,056","1,358",6.1,"22,059","20,659","1,400",6.3,"22,331","20,960","1,371",6.1,"22,125","20,759","1,366",6.2,"22,571","19,846","2,725",12.1,"21,383","19,056","2,327",10.9,"21,464","19,434","2,030",9.5,"21,419","19,658","1,761",8.2,"21,441","19,754","1,687",7.9,"21,067","19,664","1,403",6.7,"20,691","19,515","1,176",5.7,"20,173","19,094","1,079",5.3,"19,695","18,827",868,4.4,"19,528","18,742",786,4,"19,336","18,469",867,4.5,"19,504","17,981","1,523",7.8,"54,404",84.8
WI,Marquette,8,7,0,"7,521","7,130",391,5.2,"7,730","7,232",498,6.4,"7,782","7,213",569,7.3,"7,988","7,345",643,8,"7,917","7,398",519,6.6,"7,872","7,388",484,6.1,"7,850","7,388",462,5.9,"7,923","7,447",476,6,"7,842","7,339",503,6.4,"7,823","6,983",840,10.7,"7,685","6,870",815,10.6,"7,583","6,850",733,9.7,"7,564","6,910",654,8.6,"7,505","6,877",628,8.4,"7,316","6,799",517,7.1,"7,476","7,028",448,6,"7,532","7,159",373,5,"7,581","7,292",289,3.8,"7,665","7,393",272,3.5,"7,697","7,402",295,3.8,"7,650","7,136",514,6.7,"56,790",88.5
WI,Menominee,8,5,0,"1,640","1,496",144,8.8,"1,685","1,503",182,10.8,"1,719","1,506",213,12.4,"1,713","1,525",188,11,"1,661","1,478",183,11,"1,647","1,482",165,10,"1,671","1,488",183,11,"1,648","1,479",169,10.3,"1,647","1,470",177,10.7,"1,650","1,411",239,14.5,"1,548","1,282",266,17.2,"1,595","1,327",268,16.8,"1,585","1,330",255,16.1,"1,571","1,324",247,15.7,"1,596","1,401",195,12.2,"1,598","1,447",151,9.4,"1,569","1,452",117,7.5,"1,602","1,507",95,5.9,"1,618","1,525",93,5.7,"1,587","1,459",128,8.1,"1,649","1,396",253,15.3,"40,300",62.8
WI,Milwaukee,1,1,1,"476,716","456,488","20,228",4.2,"473,934","448,487","25,447",5.4,"466,959","436,149","30,810",6.6,"464,830","432,283","32,547",7,"458,517","429,919","28,598",6.2,"452,601","426,508","26,093",5.8,"455,915","430,420","25,495",5.6,"469,623","442,863","26,760",5.7,"470,352","443,464","26,888",5.7,"469,652","423,341","46,311",9.9,"476,599","429,808","46,791",9.8,"476,301","433,145","43,156",9.1,"475,758","435,411","40,347",8.5,"478,784","438,862","39,922",8.3,"478,001","445,584","32,417",6.8,"475,735","448,993","26,742",5.6,"475,320","452,193","23,127",4.9,"473,509","454,446","19,063",4,"466,786","449,692","17,094",3.7,"463,698","445,487","18,211",3.9,"463,420","425,483","37,937",8.2,"53,505",83.4
WI,Monroe,6,6,0,"21,647","20,856",791,3.7,"22,360","21,335","1,025",4.6,"22,499","21,398","1,101",4.9,"23,295","22,132","1,163",5,"23,208","22,239",969,4.2,"23,396","22,439",957,4.1,"23,970","22,959","1,011",4.2,"24,073","22,982","1,091",4.5,"24,518","23,365","1,153",4.7,"24,868","22,882","1,986",8,"23,140","21,330","1,810",7.8,"23,132","21,473","1,659",7.2,"22,759","21,126","1,633",7.2,"22,756","21,199","1,557",6.8,"22,520","21,321","1,199",5.3,"22,778","21,787",991,4.4,"22,965","22,110",855,3.7,"23,445","22,759",686,2.9,"23,454","22,809",645,2.8,"23,269","22,583",686,2.9,"23,363","22,075","1,288",5.5,"60,296",94
WI,Oconto,2,2,1,"19,425","18,745",680,3.5,"19,815","18,760","1,055",5.3,"19,935","18,693","1,242",6.2,"20,453","19,026","1,427",7,"20,605","19,307","1,298",6.3,"20,280","19,114","1,166",5.7,"20,581","19,348","1,233",6,"20,346","19,101","1,245",6.1,"20,337","19,040","1,297",6.4,"20,688","18,246","2,442",11.8,"21,337","19,085","2,252",10.6,"21,058","19,086","1,972",9.4,"20,629","18,927","1,702",8.3,"20,447","18,882","1,565",7.7,"20,321","19,079","1,242",6.1,"20,288","19,266","1,022",5,"20,406","19,527",879,4.3,"20,578","19,854",724,3.5,"20,687","20,001",686,3.3,"20,413","19,689",724,3.5,"20,241","18,962","1,279",6.3,"66,401",103.5
WI,Oneida,7,9,0,"19,741","18,779",962,4.9,"19,998","18,896","1,102",5.5,"20,367","19,033","1,334",6.5,"20,465","19,046","1,419",6.9,"20,641","19,402","1,239",6,"20,289","19,112","1,177",5.8,"20,113","18,958","1,155",5.7,"19,426","18,247","1,179",6.1,"19,246","18,055","1,191",6.2,"19,058","17,124","1,934",10.1,"19,067","17,161","1,906",10,"18,839","17,111","1,728",9.2,"19,109","17,473","1,636",8.6,"18,586","17,004","1,582",8.5,"18,743","17,497","1,246",6.6,"18,582","17,536","1,046",5.6,"18,531","17,654",877,4.7,"18,300","17,604",696,3.8,"18,081","17,435",646,3.6,"17,802","17,051",751,4.2,"17,800","16,508","1,292",7.3,"62,765",97.8
WI,Outagamie,3,2,1,"93,237","90,549","2,688",2.9,"94,106","90,304","3,802",4,"94,349","89,292","5,057",5.4,"95,673","90,331","5,342",5.6,"95,125","90,561","4,564",4.8,"95,124","90,816","4,308",4.5,"96,196","91,813","4,383",4.6,"97,151","92,720","4,431",4.6,"98,099","93,480","4,619",4.7,"99,722","91,058","8,664",8.7,"100,664","92,663","8,001",7.9,"100,142","93,255","6,887",6.9,"100,212","93,883","6,329",6.3,"100,461","94,378","6,083",6.1,"101,176","96,425","4,751",4.7,"101,717","97,778","3,939",3.9,"103,617","100,040","3,577",3.5,"103,647","100,539","3,108",3,"102,950","100,051","2,899",2.8,"102,842","99,842","3,000",2.9,"102,786","97,137","5,649",5.5,"66,994",104.4
WI,Ozaukee,1,1,1,"47,531","46,354","1,177",2.5,"47,714","46,091","1,623",3.4,"47,408","45,339","2,069",4.4,"47,751","45,509","2,242",4.7,"47,681","45,940","1,741",3.7,"47,803","46,028","1,775",3.7,"48,640","46,919","1,721",3.5,"47,854","46,054","1,800",3.8,"48,033","46,162","1,871",3.9,"47,739","44,006","3,733",7.8,"47,460","44,157","3,303",7,"47,356","44,532","2,824",6,"47,334","44,774","2,560",5.4,"47,520","45,048","2,472",5.2,"47,895","45,896","1,999",4.2,"48,129","46,393","1,736",3.6,"48,924","47,327","1,597",3.3,"49,003","47,657","1,346",2.7,"49,068","47,823","1,245",2.5,"48,862","47,492","1,370",2.8,"47,963","45,366","2,597",5.4,"90,446",140.9
WI,Pepin,8,4,0,"3,919","3,783",136,3.5,"3,987","3,815",172,4.3,"4,000","3,799",201,5,"4,021","3,825",196,4.9,"3,949","3,748",201,5.1,"3,977","3,770",207,5.2,"4,096","3,905",191,4.7,"4,121","3,915",206,5,"4,105","3,909",196,4.8,"4,148","3,829",319,7.7,"4,098","3,798",300,7.3,"4,092","3,838",254,6.2,"4,073","3,844",229,5.6,"4,030","3,803",227,5.6,"4,026","3,837",189,4.7,"4,097","3,930",167,4.1,"4,155","4,001",154,3.7,"4,202","4,055",147,3.5,"4,207","4,071",136,3.2,"4,131","3,982",149,3.6,"4,080","3,839",241,5.9,"62,675",97.7
WI,Pierce,1,1,1,"22,827","22,251",576,2.5,"22,877","22,119",758,3.3,"22,670","21,716",954,4.2,"23,002","21,979","1,023",4.4,"23,184","22,224",960,4.1,"23,402","22,443",959,4.1,"23,741","22,751",990,4.2,"23,807","22,786","1,021",4.3,"24,088","23,024","1,064",4.4,"23,573","21,698","1,875",8,"24,002","22,368","1,634",6.8,"23,950","22,542","1,408",5.9,"23,874","22,576","1,298",5.4,"23,993","22,737","1,256",5.2,"23,991","22,945","1,046",4.4,"24,077","23,152",925,3.8,"24,617","23,645",972,3.9,"25,084","24,244",840,3.3,"25,366","24,553",813,3.2,"25,228","24,393",835,3.3,"24,779","23,054","1,725",7,"75,368",117.4
WI,Polk,6,4,0,"22,727","21,973",754,3.3,"23,376","22,164","1,212",5.2,"23,446","22,002","1,444",6.2,"23,928","22,285","1,643",6.9,"23,658","22,366","1,292",5.5,"23,933","22,694","1,239",5.2,"24,234","22,859","1,375",5.7,"24,215","22,734","1,481",6.1,"24,118","22,678","1,440",6,"24,388","21,766","2,622",10.8,"24,054","21,702","2,352",9.8,"24,083","22,063","2,020",8.4,"23,969","22,070","1,899",7.9,"24,302","22,582","1,720",7.1,"24,408","23,030","1,378",5.6,"24,544","23,386","1,158",4.7,"24,806","23,701","1,105",4.5,"24,760","23,833",927,3.7,"24,484","23,577",907,3.7,"24,441","23,476",965,3.9,"24,408","22,658","1,750",7.2,"63,910",99.6
WI,Portage,4,5,0,"38,696","37,367","1,329",3.4,"39,032","37,394","1,638",4.2,"39,544","37,598","1,946",4.9,"40,403","38,359","2,044",5.1,"40,533","38,558","1,975",4.9,"39,946","38,105","1,841",4.6,"40,982","39,166","1,816",4.4,"41,954","40,106","1,848",4.4,"42,312","40,377","1,935",4.6,"43,289","40,057","3,232",7.5,"39,885","36,752","3,133",7.9,"38,920","36,062","2,858",7.3,"38,872","36,071","2,801",7.2,"38,939","36,266","2,673",6.9,"39,247","37,092","2,155",5.5,"39,484","37,715","1,769",4.5,"39,386","37,920","1,466",3.7,"39,492","38,284","1,208",3.1,"38,922","37,748","1,174",3,"38,352","37,127","1,225",3.2,"37,491","35,475","2,016",5.4,"58,248",90.8
WI,Price,9,12,0,"8,379","7,959",420,5,"8,511","8,047",464,5.5,"8,424","7,986",438,5.2,"8,658","8,179",479,5.5,"8,593","8,189",404,4.7,"8,648","8,224",424,4.9,"8,690","8,218",472,5.4,"8,230","7,817",413,5,"8,373","7,946",427,5.1,"8,384","7,430",954,11.4,"7,564","6,751",813,10.7,"7,208","6,579",629,8.7,"7,040","6,519",521,7.4,"6,853","6,384",469,6.8,"6,770","6,410",360,5.3,"6,834","6,537",297,4.3,"6,864","6,576",288,4.2,"6,771","6,519",252,3.7,"6,607","6,361",246,3.7,"6,427","6,149",278,4.3,"6,209","5,785",424,6.8,"48,761",76
WI,Racine,3,2,1,"99,510","95,639","3,871",3.9,"99,576","94,049","5,527",5.6,"99,175","92,816","6,359",6.4,"99,758","92,776","6,982",7,"99,727","93,779","5,948",6,"98,795","92,931","5,864",5.9,"99,622","94,067","5,555",5.6,"100,239","94,452","5,787",5.8,"100,113","94,253","5,860",5.9,"99,862","89,191","10,671",10.7,"100,315","90,325","9,990",10,"100,238","91,402","8,836",8.8,"100,290","92,031","8,259",8.2,"99,697","91,452","8,245",8.3,"99,713","93,226","6,487",6.5,"99,081","93,644","5,437",5.5,"99,453","94,662","4,791",4.8,"99,344","95,333","4,011",4,"98,765","95,174","3,591",3.6,"98,071","94,146","3,925",4,"97,155","90,104","7,051",7.3,"61,691",96.1
WI,Richland,6,6,0,"9,621","9,291",330,3.4,"9,782","9,374",408,4.2,"9,872","9,421",451,4.6,"10,196","9,719",477,4.7,"10,051","9,584",467,4.6,"9,862","9,436",426,4.3,"9,967","9,508",459,4.6,"9,939","9,428",511,5.1,"10,257","9,768",489,4.8,"10,195","9,254",941,9.2,"9,637","8,784",853,8.9,"9,652","8,952",700,7.3,"9,699","9,102",597,6.2,"9,346","8,782",564,6,"9,298","8,835",463,5,"9,271","8,891",380,4.1,"9,240","8,901",339,3.7,"9,256","8,980",276,3,"9,258","9,014",244,2.6,"9,156","8,873",283,3.1,"9,009","8,551",458,5.1,"51,295",79.9
WI,Rock,3,2,1,"82,624","79,202","3,422",4.1,"83,335","78,765","4,570",5.5,"82,318","77,295","5,023",6.1,"82,805","77,699","5,106",6.2,"83,112","78,484","4,628",5.6,"83,437","78,544","4,893",5.9,"84,364","80,166","4,198",5,"84,369","79,712","4,657",5.5,"83,733","78,444","5,289",6.3,"82,897","72,030","10,867",13.1,"82,708","73,550","9,158",11.1,"80,950","73,427","7,523",9.3,"81,306","74,650","6,656",8.2,"82,138","75,851","6,287",7.7,"82,181","77,215","4,966",6,"83,122","78,910","4,212",5.1,"83,884","80,279","3,605",4.3,"84,980","81,855","3,125",3.7,"84,652","81,889","2,763",3.3,"85,141","82,033","3,108",3.7,"84,935","78,908","6,027",7.1,"61,624",96
WI,Rusk,6,6,0,"7,912","7,505",407,5.1,"7,939","7,469",470,5.9,"7,917","7,391",526,6.6,"7,859","7,349",510,6.5,"7,863","7,366",497,6.3,"8,015","7,513",502,6.3,"7,903","7,387",516,6.5,"7,303","6,778",525,7.2,"7,265","6,751",514,7.1,"7,427","6,424","1,003",13.5,"7,140","6,278",862,12.1,"6,865","6,125",740,10.8,"6,772","6,169",603,8.9,"6,731","6,161",570,8.5,"6,985","6,534",451,6.5,"6,978","6,605",373,5.3,"6,983","6,634",349,5,"6,965","6,658",307,4.4,"6,927","6,652",275,4,"6,693","6,373",320,4.8,"6,581","6,144",437,6.6,"49,860",77.7
WI,St.Croix,1,1,1,"37,918","37,016",902,2.4,"39,343","37,861","1,482",3.8,"40,529","38,287","2,242",5.5,"42,328","39,843","2,485",5.9,"43,486","41,374","2,112",4.9,"44,750","42,696","2,054",4.6,"46,861","44,584","2,277",4.9,"47,326","45,041","2,285",4.8,"47,650","45,495","2,155",4.5,"47,498","43,509","3,989",8.4,"47,093","43,566","3,527",7.5,"47,418","44,459","2,959",6.2,"47,437","44,756","2,681",5.7,"47,803","45,251","2,552",5.3,"48,256","46,130","2,126",4.4,"48,697","46,875","1,822",3.7,"49,537","47,714","1,823",3.7,"49,999","48,447","1,552",3.1,"50,265","48,738","1,527",3,"50,489","48,838","1,651",3.3,"49,739","46,223","3,516",7.1,"87,098",135.7
WI,Sauk,4,5,0,"33,222","32,242",980,2.9,"34,277","33,025","1,252",3.7,"34,088","32,565","1,523",4.5,"34,859","33,213","1,646",4.7,"34,341","32,822","1,519",4.4,"34,299","32,778","1,521",4.4,"34,867","33,319","1,548",4.4,"35,049","33,423","1,626",4.6,"35,373","33,619","1,754",5,"35,845","32,744","3,101",8.7,"35,869","32,906","2,963",8.3,"35,923","33,260","2,663",7.4,"35,592","33,177","2,415",6.8,"35,375","33,181","2,194",6.2,"34,945","33,229","1,716",4.9,"35,218","33,806","1,412",4,"35,144","33,921","1,223",3.5,"35,422","34,397","1,025",2.9,"35,420","34,511",909,2.6,"35,475","34,460","1,015",2.9,"34,355","31,770","2,585",7.5,"63,752",99.3
WI,Sawyer,7,12,0,"8,433","7,991",442,5.2,"8,785","8,276",509,5.8,"9,176","8,606",570,6.2,"9,014","8,387",627,7,"9,224","8,668",556,6,"9,375","8,817",558,6,"9,363","8,770",593,6.3,"9,566","8,928",638,6.7,"9,161","8,513",648,7.1,"9,130","8,176",954,10.4,"8,394","7,463",931,11.1,"8,156","7,272",884,10.8,"8,261","7,386",875,10.6,"8,184","7,296",888,10.9,"7,942","7,243",699,8.8,"7,787","7,187",600,7.7,"7,893","7,413",480,6.1,"7,970","7,601",369,4.6,"7,918","7,577",341,4.3,"7,958","7,591",367,4.6,"7,910","7,289",621,7.9,"53,908",84
WI,Shawano,6,5,0,"22,057","21,269",788,3.6,"22,432","21,364","1,068",4.8,"22,515","21,307","1,208",5.4,"22,922","21,644","1,278",5.6,"22,410","21,274","1,136",5.1,"22,471","21,371","1,100",4.9,"22,537","21,409","1,128",5,"22,163","21,018","1,145",5.2,"22,219","21,049","1,170",5.3,"22,774","20,565","2,209",9.7,"21,892","19,689","2,203",10.1,"21,718","19,784","1,934",8.9,"21,593","19,894","1,699",7.9,"21,460","19,869","1,591",7.4,"21,270","20,026","1,244",5.8,"21,231","20,221","1,010",4.8,"21,235","20,375",860,4,"21,377","20,692",685,3.2,"21,318","20,674",644,3,"20,969","20,306",663,3.2,"20,791","19,463","1,328",6.4,"58,982",91.9
WI,Sheboygan,3,2,1,"64,388","62,790","1,598",2.5,"64,514","62,056","2,458",3.8,"64,107","61,026","3,081",4.8,"64,288","61,032","3,256",5.1,"64,088","61,254","2,834",4.4,"64,731","62,156","2,575",4,"65,462","62,910","2,552",3.9,"66,079","63,339","2,740",4.1,"65,838","62,849","2,989",4.5,"65,203","58,953","6,250",9.6,"62,269","56,584","5,685",9.1,"60,899","56,044","4,855",8,"60,238","56,175","4,063",6.7,"60,745","57,074","3,671",6,"61,151","58,410","2,741",4.5,"61,110","58,857","2,253",3.7,"61,579","59,535","2,044",3.3,"62,367","60,643","1,724",2.8,"62,275","60,708","1,567",2.5,"61,926","60,261","1,665",2.7,"61,510","57,996","3,514",5.7,"62,108",96.8
WI,Taylor,6,6,0,"10,985","10,577",408,3.7,"11,122","10,578",544,4.9,"11,182","10,590",592,5.3,"11,689","11,027",662,5.7,"11,401","10,801",600,5.3,"11,132","10,521",611,5.5,"10,980","10,438",542,4.9,"10,469","9,880",589,5.6,"10,476","9,780",696,6.6,"10,804","9,505","1,299",12,"11,450","10,296","1,154",10.1,"11,266","10,337",929,8.2,"11,065","10,283",782,7.1,"10,985","10,286",699,6.4,"10,625","10,067",558,5.3,"10,672","10,214",458,4.3,"11,048","10,605",443,4,"11,074","10,691",383,3.5,"10,990","10,647",343,3.1,"10,885","10,494",391,3.6,"10,905","10,372",533,4.9,"52,419",81.7
WI,Trempealeau,6,6,0,"15,428","14,823",605,3.9,"15,742","14,951",791,5,"15,777","14,914",863,5.5,"15,840","14,929",911,5.8,"15,807","15,052",755,4.8,"15,795","15,102",693,4.4,"16,223","15,534",689,4.2,"16,308","15,590",718,4.4,"16,219","15,470",749,4.6,"16,370","15,075","1,295",7.9,"15,998","14,810","1,188",7.4,"16,165","15,119","1,046",6.5,"16,350","15,432",918,5.6,"16,411","15,501",910,5.5,"16,508","15,767",741,4.5,"16,576","15,943",633,3.8,"16,622","16,024",598,3.6,"16,415","15,916",499,3,"16,248","15,784",464,2.9,"15,880","15,320",560,3.5,"15,607","14,512","1,095",7,"61,687",96.1
WI,Vernon,6,6,0,"14,365","13,835",530,3.7,"14,643","13,970",673,4.6,"14,822","14,035",787,5.3,"15,283","14,484",799,5.2,"14,762","14,069",693,4.7,"14,277","13,628",649,4.5,"14,433","13,748",685,4.7,"14,215","13,488",727,5.1,"14,695","13,969",726,4.9,"15,303","14,055","1,248",8.2,"15,173","13,997","1,176",7.8,"15,146","14,117","1,029",6.8,"15,026","14,083",943,6.3,"15,131","14,235",896,5.9,"15,026","14,310",716,4.8,"15,456","14,836",620,4,"15,716","15,158",558,3.6,"15,680","15,198",482,3.1,"15,401","14,956",445,2.9,"15,325","14,834",491,3.2,"14,896","14,119",777,5.2,"56,272",87.7
WI,Vilas,9,12,0,"10,969","10,428",541,4.9,"11,311","10,700",611,5.4,"11,707","11,008",699,6,"11,654","10,848",806,6.9,"11,845","11,096",749,6.3,"11,799","11,094",705,6,"11,790","11,086",704,6,"11,585","10,857",728,6.3,"11,277","10,545",732,6.5,"11,043","9,901","1,142",10.3,"10,343","9,197","1,146",11.1,"10,126","9,045","1,081",10.7,"10,080","9,087",993,9.9,"10,175","9,152","1,023",10.1,"10,066","9,228",838,8.3,"9,970","9,287",683,6.9,"9,943","9,394",549,5.5,"10,129","9,692",437,4.3,"10,110","9,710",400,4,"10,171","9,751",420,4.1,"10,221","9,480",741,7.2,"55,576",86.6
WI,Walworth,4,3,0,"53,984","52,434","1,550",2.9,"54,931","52,799","2,132",3.9,"55,443","52,760","2,683",4.8,"56,234","53,521","2,713",4.8,"56,268","53,815","2,453",4.4,"56,027","53,674","2,353",4.2,"56,212","53,825","2,387",4.2,"56,078","53,531","2,547",4.5,"56,663","53,942","2,721",4.8,"56,421","51,080","5,341",9.5,"56,391","51,392","4,999",8.9,"56,124","51,754","4,370",7.8,"55,965","51,974","3,991",7.1,"56,775","52,919","3,856",6.8,"56,932","53,825","3,107",5.5,"56,843","54,266","2,577",4.5,"57,550","55,307","2,243",3.9,"57,751","55,868","1,883",3.3,"58,021","56,308","1,713",3,"57,540","55,686","1,854",3.2,"56,322","52,906","3,416",6.1,"64,682",100.8
WI,Washburn,7,11,0,"8,006","7,602",404,5,"8,197","7,711",486,5.9,"8,110","7,556",554,6.8,"8,299","7,696",603,7.3,"8,241","7,729",512,6.2,"8,313","7,804",509,6.1,"8,109","7,584",525,6.5,"7,898","7,367",531,6.7,"7,861","7,333",528,6.7,"7,989","7,173",816,10.2,"8,046","7,278",768,9.5,"7,963","7,271",692,8.7,"8,077","7,449",628,7.8,"7,995","7,406",589,7.4,"7,921","7,435",486,6.1,"7,935","7,519",416,5.2,"7,952","7,566",386,4.9,"7,889","7,581",308,3.9,"7,882","7,576",306,3.9,"7,785","7,474",311,4,"7,777","7,240",537,6.9,"52,735",82.2
