State,County,Rural_urban_continuum_code_2013,Urban_influence_code_2013,Metro_2013,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Civilian_labor_force_2010,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Civilian_labor_force_2012,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Civilian_labor_force_2016,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Civilian_labor_force_2017,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019
WI,Kenosha,1,1,1,80882,77651,3231,4,81328,77155,4173,5.1,81259,76397,4862,6,82375,77265,5110,6.2,82456,77694,4762,5.8,82600,77914,4686,5.7,82952,78551,4401,5.3,84386,80126,4260,5,85616,80901,4715,5.5,86569,77135,9434,10.9,85715,77060,8655,10.1,85958,78378,7580,8.8,86713,79739,6974,8,86909,80302,6607,7.6,86666,81481,5185,6,87124,82773,4351,5,88081,84061,4020,4.6,89132,85691,3441,3.9,89146,85986,3160,3.5,89666,86204,3462,3.9,88499,82200,6299,7.1,66460,103.6
WI,Kewaunee,2,2,1,11613,11306,307,2.6,11686,11237,449,3.8,11783,11187,596,5.1,11933,11241,692,5.8,11919,11386,533,4.5,11833,11301,532,4.5,11866,11347,519,4.4,11719,11186,533,4.5,11573,11054,519,4.5,11612,10662,950,8.2,11183,10285,898,8,11152,10347,805,7.2,11005,10296,709,6.4,10932,10239,693,6.3,10827,10289,538,5,10867,10433,434,4,11005,10611,394,3.6,11152,10809,343,3.1,11157,10834,323,2.9,10957,10611,346,3.2,10661,10172,489,4.6,65879,102.7
WI,LaCrosse,3,2,1,61384,59438,1946,3.2,62151,59832,2319,3.7,62262,59554,2708,4.3,62194,59374,2820,4.5,62304,59776,2528,4.1,61605,59131,2474,4,63831,61458,2373,3.7,64432,61952,2480,3.8,65497,62895,2602,4,66196,61588,4608,7,65661,61376,4285,6.5,65443,61620,3823,5.8,66357,62801,3556,5.4,66755,63241,3514,5.3,66625,63762,2863,4.3,66464,63958,2506,3.8,67388,65012,2376,3.5,67445,65484,1961,2.9,66673,64918,1755,2.6,65843,63970,1873,2.8,64982,61467,3515,5.4,59758,93.1
WI,Lafayette,8,7,0,9185,8917,268,2.9,9411,9048,363,3.9,9309,8833,476,5.1,9408,8932,476,5.1,9025,8631,394,4.4,8974,8606,368,4.1,9185,8815,370,4,9314,8935,379,4.1,9119,8730,389,4.3,9307,8604,703,7.6,9498,8830,668,7,9461,8872,589,6.2,9390,8872,518,5.5,9346,8846,500,5.3,9391,9000,391,4.2,9725,9376,349,3.6,9818,9514,304,3.1,10121,9867,254,2.5,10171,9937,234,2.3,10048,9787,261,2.6,9785,9365,420,4.3,59128,92.1
WI,Langlade,6,6,0,10798,10306,492,4.6,11077,10403,674,6.1,11238,10489,749,6.7,11290,10452,838,7.4,10898,10187,711,6.5,10699,10061,638,6,10880,10237,643,5.9,10686,10039,647,6.1,10700,10042,658,6.1,11038,9869,1169,10.6,10180,9083,1097,10.8,10032,9042,990,9.9,9957,9046,911,9.1,9808,8923,885,9,9552,8843,709,7.4,9447,8886,561,5.9,9548,9064,484,5.1,9610,9208,402,4.2,9446,9071,375,4,9261,8885,376,4.1,9285,8684,601,6.5,49597,77.3
WI,Lincoln,6,5,0,16154,15489,665,4.1,16272,15455,817,5,16202,15216,986,6.1,16259,15216,1043,6.4,15995,15099,896,5.6,15870,15005,865,5.5,15935,15066,869,5.5,15566,14702,864,5.6,15581,14681,900,5.8,15667,13830,1837,11.7,15664,13920,1744,11.1,15287,13819,1468,9.6,15087,13730,1357,9,15173,13919,1254,8.3,15356,14415,941,6.1,15217,14475,742,4.9,15218,14570,648,4.3,15447,14901,546,3.5,15208,14730,478,3.1,14988,14444,544,3.6,14677,13805,872,5.9,60728,94.6
WI,Manitowoc,4,5,0,47025,45514,1511,3.2,47335,44937,2398,5.1,46166,43371,2795,6.1,46325,43142,3183,6.9,45794,43069,2725,6,45344,43112,2232,4.9,45515,43301,2214,4.9,44704,42310,2394,5.4,45306,43027,2279,5,46514,41680,4834,10.4,44618,40294,4324,9.7,44389,40740,3649,8.2,43634,40297,3337,7.6,42680,39554,3126,7.3,42506,39973,2533,6,41789,39741,2048,4.9,41731,39977,1754,4.2,41575,40115,1460,3.5,41054,39780,1274,3.1,40745,39387,1358,3.3,40419,37911,2508,6.2,61326,95.6
WI,Marathon,3,2,1,72096,69750,2346,3.3,72919,69957,2962,4.1,73203,69737,3466,4.7,74120,70518,3602,4.9,73466,70295,3171,4.3,74573,71495,3078,4.1,75355,72176,3179,4.2,75973,72711,3262,4.3,75565,72086,3479,4.6,75251,68365,6886,9.2,73558,66842,6716,9.1,72541,66963,5578,7.7,71558,66398,5160,7.2,72105,67301,4804,6.7,73076,69446,3630,5,73287,70401,2886,3.9,73437,70883,2554,3.5,73637,71482,2155,2.9,73641,71682,1959,2.7,73092,71013,2079,2.8,72313,68711,3602,5,66092,103
WI,Marinette,6,5,0,22489,21510,979,4.4,22673,21322,1351,6,22807,21279,1528,6.7,23321,21631,1690,7.2,22881,21405,1476,6.5,22414,21056,1358,6.1,22059,20659,1400,6.3,22331,20960,1371,6.1,22125,20759,1366,6.2,22571,19846,2725,12.1,21383,19056,2327,10.9,21464,19434,2030,9.5,21419,19658,1761,8.2,21441,19754,1687,7.9,21067,19664,1403,6.7,20691,19515,1176,5.7,20173,19094,1079,5.3,19695,18827,868,4.4,19528,18742,786,4,19336,18469,867,4.5,19504,17981,1523,7.8,54404,84.8
WI,Marquette,8,7,0,7521,7130,391,5.2,7730,7232,498,6.4,7782,7213,569,7.3,7988,7345,643,8,7917,7398,519,6.6,7872,7388,484,6.1,7850,7388,462,5.9,7923,7447,476,6,7842,7339,503,6.4,7823,6983,840,10.7,7685,6870,815,10.6,7583,6850,733,9.7,7564,6910,654,8.6,7505,6877,628,8.4,7316,6799,517,7.1,7476,7028,448,6,7532,7159,373,5,7581,7292,289,3.8,7665,7393,272,3.5,7697,7402,295,3.8,7650,7136,514,6.7,56790,88.5
WI,Menominee,8,5,0,1640,1496,144,8.8,1685,1503,182,10.8,1719,1506,213,12.4,1713,1525,188,11,1661,1478,183,11,1647,1482,165,10,1671,1488,183,11,1648,1479,169,10.3,1647,1470,177,10.7,1650,1411,239,14.5,1548,1282,266,17.2,1595,1327,268,16.8,1585,1330,255,16.1,1571,1324,247,15.7,1596,1401,195,12.2,1598,1447,151,9.4,1569,1452,117,7.5,1602,1507,95,5.9,1618,1525,93,5.7,1587,1459,128,8.1,1649,1396,253,15.3,40300,62.8
WI,Milwaukee,1,1,1,476716,456488,20228,4.2,473934,448487,25447,5.4,466959,436149,30810,6.6,464830,432283,32547,7,458517,429919,28598,6.2,452601,426508,26093,5.8,455915,430420,25495,5.6,469623,442863,26760,5.7,470352,443464,26888,5.7,469652,423341,46311,9.9,476599,429808,46791,9.8,476301,433145,43156,9.1,475758,435411,40347,8.5,478784,438862,39922,8.3,478001,445584,32417,6.8,475735,448993,26742,5.6,475320,452193,23127,4.9,473509,454446,19063,4,466786,449692,17094,3.7,463698,445487,18211,3.9,463420,425483,37937,8.2,53505,83.4
WI,Monroe,6,6,0,21647,20856,791,3.7,22360,21335,1025,4.6,22499,21398,1101,4.9,23295,22132,1163,5,23208,22239,969,4.2,23396,22439,957,4.1,23970,22959,1011,4.2,24073,22982,1091,4.5,24518,23365,1153,4.7,24868,22882,1986,8,23140,21330,1810,7.8,23132,21473,1659,7.2,22759,21126,1633,7.2,22756,21199,1557,6.8,22520,21321,1199,5.3,22778,21787,991,4.4,22965,22110,855,3.7,23445,22759,686,2.9,23454,22809,645,2.8,23269,22583,686,2.9,23363,22075,1288,5.5,60296,94
WI,Oconto,2,2,1,19425,18745,680,3.5,19815,18760,1055,5.3,19935,18693,1242,6.2,20453,19026,1427,7,20605,19307,1298,6.3,20280,19114,1166,5.7,20581,19348,1233,6,20346,19101,1245,6.1,20337,19040,1297,6.4,20688,18246,2442,11.8,21337,19085,2252,10.6,21058,19086,1972,9.4,20629,18927,1702,8.3,20447,18882,1565,7.7,20321,19079,1242,6.1,20288,19266,1022,5,20406,19527,879,4.3,20578,19854,724,3.5,20687,20001,686,3.3,20413,19689,724,3.5,20241,18962,1279,6.3,66401,103.5
WI,Oneida,7,9,0,19741,18779,962,4.9,19998,18896,1102,5.5,20367,19033,1334,6.5,20465,19046,1419,6.9,20641,19402,1239,6,20289,19112,1177,5.8,20113,18958,1155,5.7,19426,18247,1179,6.1,19246,18055,1191,6.2,19058,17124,1934,10.1,19067,17161,1906,10,18839,17111,1728,9.2,19109,17473,1636,8.6,18586,17004,1582,8.5,18743,17497,1246,6.6,18582,17536,1046,5.6,18531,17654,877,4.7,18300,17604,696,3.8,18081,17435,646,3.6,17802,17051,751,4.2,17800,16508,1292,7.3,62765,97.8
WI,Outagamie,3,2,1,93237,90549,2688,2.9,94106,90304,3802,4,94349,89292,5057,5.4,95673,90331,5342,5.6,95125,90561,4564,4.8,95124,90816,4308,4.5,96196,91813,4383,4.6,97151,92720,4431,4.6,98099,93480,4619,4.7,99722,91058,8664,8.7,100664,92663,8001,7.9,100142,93255,6887,6.9,100212,93883,6329,6.3,100461,94378,6083,6.1,101176,96425,4751,4.7,101717,97778,3939,3.9,103617,100040,3577,3.5,103647,100539,3108,3,102950,100051,2899,2.8,102842,99842,3000,2.9,102786,97137,5649,5.5,66994,104.4
WI,Ozaukee,1,1,1,47531,46354,1177,2.5,47714,46091,1623,3.4,47408,45339,2069,4.4,47751,45509,2242,4.7,47681,45940,1741,3.7,47803,46028,1775,3.7,48640,46919,1721,3.5,47854,46054,1800,3.8,48033,46162,1871,3.9,47739,44006,3733,7.8,47460,44157,3303,7,47356,44532,2824,6,47334,44774,2560,5.4,47520,45048,2472,5.2,47895,45896,1999,4.2,48129,46393,1736,3.6,48924,47327,1597,3.3,49003,47657,1346,2.7,49068,47823,1245,2.5,48862,47492,1370,2.8,47963,45366,2597,5.4,90446,140.9
WI,Pepin,8,4,0,3919,3783,136,3.5,3987,3815,172,4.3,4000,3799,201,5,4021,3825,196,4.9,3949,3748,201,5.1,3977,3770,207,5.2,4096,3905,191,4.7,4121,3915,206,5,4105,3909,196,4.8,4148,3829,319,7.7,4098,3798,300,7.3,4092,3838,254,6.2,4073,3844,229,5.6,4030,3803,227,5.6,4026,3837,189,4.7,4097,3930,167,4.1,4155,4001,154,3.7,4202,4055,147,3.5,4207,4071,136,3.2,4131,3982,149,3.6,4080,3839,241,5.9,62675,97.7
WI,Pierce,1,1,1,22827,22251,576,2.5,22877,22119,758,3.3,22670,21716,954,4.2,23002,21979,1023,4.4,23184,22224,960,4.1,23402,22443,959,4.1,23741,22751,990,4.2,23807,22786,1021,4.3,24088,23024,1064,4.4,23573,21698,1875,8,24002,22368,1634,6.8,23950,22542,1408,5.9,23874,22576,1298,5.4,23993,22737,1256,5.2,23991,22945,1046,4.4,24077,23152,925,3.8,24617,23645,972,3.9,25084,24244,840,3.3,25366,24553,813,3.2,25228,24393,835,3.3,24779,23054,1725,7,75368,117.4
WI,Polk,6,4,0,22727,21973,754,3.3,23376,22164,1212,5.2,23446,22002,1444,6.2,23928,22285,1643,6.9,23658,22366,1292,5.5,23933,22694,1239,5.2,24234,22859,1375,5.7,24215,22734,1481,6.1,24118,22678,1440,6,24388,21766,2622,10.8,24054,21702,2352,9.8,24083,22063,2020,8.4,23969,22070,1899,7.9,24302,22582,1720,7.1,24408,23030,1378,5.6,24544,23386,1158,4.7,24806,23701,1105,4.5,24760,23833,927,3.7,24484,23577,907,3.7,24441,23476,965,3.9,24408,22658,1750,7.2,63910,99.6
WI,Portage,4,5,0,38696,37367,1329,3.4,39032,37394,1638,4.2,39544,37598,1946,4.9,40403,38359,2044,5.1,40533,38558,1975,4.9,39946,38105,1841,4.6,40982,39166,1816,4.4,41954,40106,1848,4.4,42312,40377,1935,4.6,43289,40057,3232,7.5,39885,36752,3133,7.9,38920,36062,2858,7.3,38872,36071,2801,7.2,38939,36266,2673,6.9,39247,37092,2155,5.5,39484,37715,1769,4.5,39386,37920,1466,3.7,39492,38284,1208,3.1,38922,37748,1174,3,38352,37127,1225,3.2,37491,35475,2016,5.4,58248,90.8
WI,Price,9,12,0,8379,7959,420,5,8511,8047,464,5.5,8424,7986,438,5.2,8658,8179,479,5.5,8593,8189,404,4.7,8648,8224,424,4.9,8690,8218,472,5.4,8230,7817,413,5,8373,7946,427,5.1,8384,7430,954,11.4,7564,6751,813,10.7,7208,6579,629,8.7,7040,6519,521,7.4,6853,6384,469,6.8,6770,6410,360,5.3,6834,6537,297,4.3,6864,6576,288,4.2,6771,6519,252,3.7,6607,6361,246,3.7,6427,6149,278,4.3,6209,5785,424,6.8,48761,76
WI,Racine,3,2,1,99510,95639,3871,3.9,99576,94049,5527,5.6,99175,92816,6359,6.4,99758,92776,6982,7,99727,93779,5948,6,98795,92931,5864,5.9,99622,94067,5555,5.6,100239,94452,5787,5.8,100113,94253,5860,5.9,99862,89191,10671,10.7,100315,90325,9990,10,100238,91402,8836,8.8,100290,92031,8259,8.2,99697,91452,8245,8.3,99713,93226,6487,6.5,99081,93644,5437,5.5,99453,94662,4791,4.8,99344,95333,4011,4,98765,95174,3591,3.6,98071,94146,3925,4,97155,90104,7051,7.3,61691,96.1
WI,Richland,6,6,0,9621,9291,330,3.4,9782,9374,408,4.2,9872,9421,451,4.6,10196,9719,477,4.7,10051,9584,467,4.6,9862,9436,426,4.3,9967,9508,459,4.6,9939,9428,511,5.1,10257,9768,489,4.8,10195,9254,941,9.2,9637,8784,853,8.9,9652,8952,700,7.3,9699,9102,597,6.2,9346,8782,564,6,9298,8835,463,5,9271,8891,380,4.1,9240,8901,339,3.7,9256,8980,276,3,9258,9014,244,2.6,9156,8873,283,3.1,9009,8551,458,5.1,51295,79.9
WI,Rock,3,2,1,82624,79202,3422,4.1,83335,78765,4570,5.5,82318,77295,5023,6.1,82805,77699,5106,6.2,83112,78484,4628,5.6,83437,78544,4893,5.9,84364,80166,4198,5,84369,79712,4657,5.5,83733,78444,5289,6.3,82897,72030,10867,13.1,82708,73550,9158,11.1,80950,73427,7523,9.3,81306,74650,6656,8.2,82138,75851,6287,7.7,82181,77215,4966,6,83122,78910,4212,5.1,83884,80279,3605,4.3,84980,81855,3125,3.7,84652,81889,2763,3.3,85141,82033,3108,3.7,84935,78908,6027,7.1,61624,96
WI,Rusk,6,6,0,7912,7505,407,5.1,7939,7469,470,5.9,7917,7391,526,6.6,7859,7349,510,6.5,7863,7366,497,6.3,8015,7513,502,6.3,7903,7387,516,6.5,7303,6778,525,7.2,7265,6751,514,7.1,7427,6424,1003,13.5,7140,6278,862,12.1,6865,6125,740,10.8,6772,6169,603,8.9,6731,6161,570,8.5,6985,6534,451,6.5,6978,6605,373,5.3,6983,6634,349,5,6965,6658,307,4.4,6927,6652,275,4,6693,6373,320,4.8,6581,6144,437,6.6,49860,77.7
WI,St.Croix,1,1,1,37918,37016,902,2.4,39343,37861,1482,3.8,40529,38287,2242,5.5,42328,39843,2485,5.9,43486,41374,2112,4.9,44750,42696,2054,4.6,46861,44584,2277,4.9,47326,45041,2285,4.8,47650,45495,2155,4.5,47498,43509,3989,8.4,47093,43566,3527,7.5,47418,44459,2959,6.2,47437,44756,2681,5.7,47803,45251,2552,5.3,48256,46130,2126,4.4,48697,46875,1822,3.7,49537,47714,1823,3.7,49999,48447,1552,3.1,50265,48738,1527,3,50489,48838,1651,3.3,49739,46223,3516,7.1,87098,135.7
WI,Sauk,4,5,0,33222,32242,980,2.9,34277,33025,1252,3.7,34088,32565,1523,4.5,34859,33213,1646,4.7,34341,32822,1519,4.4,34299,32778,1521,4.4,34867,33319,1548,4.4,35049,33423,1626,4.6,35373,33619,1754,5,35845,32744,3101,8.7,35869,32906,2963,8.3,35923,33260,2663,7.4,35592,33177,2415,6.8,35375,33181,2194,6.2,34945,33229,1716,4.9,35218,33806,1412,4,35144,33921,1223,3.5,35422,34397,1025,2.9,35420,34511,909,2.6,35475,34460,1015,2.9,34355,31770,2585,7.5,63752,99.3
WI,Sawyer,7,12,0,8433,7991,442,5.2,8785,8276,509,5.8,9176,8606,570,6.2,9014,8387,627,7,9224,8668,556,6,9375,8817,558,6,9363,8770,593,6.3,9566,8928,638,6.7,9161,8513,648,7.1,9130,8176,954,10.4,8394,7463,931,11.1,8156,7272,884,10.8,8261,7386,875,10.6,8184,7296,888,10.9,7942,7243,699,8.8,7787,7187,600,7.7,7893,7413,480,6.1,7970,7601,369,4.6,7918,7577,341,4.3,7958,7591,367,4.6,7910,7289,621,7.9,53908,84
WI,Shawano,6,5,0,22057,21269,788,3.6,22432,21364,1068,4.8,22515,21307,1208,5.4,22922,21644,1278,5.6,22410,21274,1136,5.1,22471,21371,1100,4.9,22537,21409,1128,5,22163,21018,1145,5.2,22219,21049,1170,5.3,22774,20565,2209,9.7,21892,19689,2203,10.1,21718,19784,1934,8.9,21593,19894,1699,7.9,21460,19869,1591,7.4,21270,20026,1244,5.8,21231,20221,1010,4.8,21235,20375,860,4,21377,20692,685,3.2,21318,20674,644,3,20969,20306,663,3.2,20791,19463,1328,6.4,58982,91.9
WI,Sheboygan,3,2,1,64388,62790,1598,2.5,64514,62056,2458,3.8,64107,61026,3081,4.8,64288,61032,3256,5.1,64088,61254,2834,4.4,64731,62156,2575,4,65462,62910,2552,3.9,66079,63339,2740,4.1,65838,62849,2989,4.5,65203,58953,6250,9.6,62269,56584,5685,9.1,60899,56044,4855,8,60238,56175,4063,6.7,60745,57074,3671,6,61151,58410,2741,4.5,61110,58857,2253,3.7,61579,59535,2044,3.3,62367,60643,1724,2.8,62275,60708,1567,2.5,61926,60261,1665,2.7,61510,57996,3514,5.7,62108,96.8
WI,Taylor,6,6,0,10985,10577,408,3.7,11122,10578,544,4.9,11182,10590,592,5.3,11689,11027,662,5.7,11401,10801,600,5.3,11132,10521,611,5.5,10980,10438,542,4.9,10469,9880,589,5.6,10476,9780,696,6.6,10804,9505,1299,12,11450,10296,1154,10.1,11266,10337,929,8.2,11065,10283,782,7.1,10985,10286,699,6.4,10625,10067,558,5.3,10672,10214,458,4.3,11048,10605,443,4,11074,10691,383,3.5,10990,10647,343,3.1,10885,10494,391,3.6,10905,10372,533,4.9,52419,81.7
WI,Trempealeau,6,6,0,15428,14823,605,3.9,15742,14951,791,5,15777,14914,863,5.5,15840,14929,911,5.8,15807,15052,755,4.8,15795,15102,693,4.4,16223,15534,689,4.2,16308,15590,718,4.4,16219,15470,749,4.6,16370,15075,1295,7.9,15998,14810,1188,7.4,16165,15119,1046,6.5,16350,15432,918,5.6,16411,15501,910,5.5,16508,15767,741,4.5,16576,15943,633,3.8,16622,16024,598,3.6,16415,15916,499,3,16248,15784,464,2.9,15880,15320,560,3.5,15607,14512,1095,7,61687,96.1
WI,Vernon,6,6,0,14365,13835,530,3.7,14643,13970,673,4.6,14822,14035,787,5.3,15283,14484,799,5.2,14762,14069,693,4.7,14277,13628,649,4.5,14433,13748,685,4.7,14215,13488,727,5.1,14695,13969,726,4.9,15303,14055,1248,8.2,15173,13997,1176,7.8,15146,14117,1029,6.8,15026,14083,943,6.3,15131,14235,896,5.9,15026,14310,716,4.8,15456,14836,620,4,15716,15158,558,3.6,15680,15198,482,3.1,15401,14956,445,2.9,15325,14834,491,3.2,14896,14119,777,5.2,56272,87.7
WI,Vilas,9,12,0,10969,10428,541,4.9,11311,10700,611,5.4,11707,11008,699,6,11654,10848,806,6.9,11845,11096,749,6.3,11799,11094,705,6,11790,11086,704,6,11585,10857,728,6.3,11277,10545,732,6.5,11043,9901,1142,10.3,10343,9197,1146,11.1,10126,9045,1081,10.7,10080,9087,993,9.9,10175,9152,1023,10.1,10066,9228,838,8.3,9970,9287,683,6.9,9943,9394,549,5.5,10129,9692,437,4.3,10110,9710,400,4,10171,9751,420,4.1,10221,9480,741,7.2,55576,86.6
WI,Walworth,4,3,0,53984,52434,1550,2.9,54931,52799,2132,3.9,55443,52760,2683,4.8,56234,53521,2713,4.8,56268,53815,2453,4.4,56027,53674,2353,4.2,56212,53825,2387,4.2,56078,53531,2547,4.5,56663,53942,2721,4.8,56421,51080,5341,9.5,56391,51392,4999,8.9,56124,51754,4370,7.8,55965,51974,3991,7.1,56775,52919,3856,6.8,56932,53825,3107,5.5,56843,54266,2577,4.5,57550,55307,2243,3.9,57751,55868,1883,3.3,58021,56308,1713,3,57540,55686,1854,3.2,56322,52906,3416,6.1,64682,100.8
WI,Washburn,7,11,0,8006,7602,404,5,8197,7711,486,5.9,8110,7556,554,6.8,8299,7696,603,7.3,8241,7729,512,6.2,8313,7804,509,6.1,8109,7584,525,6.5,7898,7367,531,6.7,7861,7333,528,6.7,7989,7173,816,10.2,8046,7278,768,9.5,7963,7271,692,8.7,8077,7449,628,7.8,7995,7406,589,7.4,7921,7435,486,6.1,7935,7519,416,5.2,7952,7566,386,4.9,7889,7581,308,3.9,7882,7576,306,3.9,7785,7474,311,4,7777,7240,537,6.9,52735,82.2
WI,Washington,1,1,1,69852,67919,1933,2.8,70529,67831,2698,3.8,70322,66942,3380,4.8,71002,67281,3721,5.2,71551,68364,3187,4.5,72187,69171,3016,4.2,74115,71096,3019,4.1,73847,70721,3126,4.2,74643,71361,3282,4.4,75133,68312,6821,9.1,75652,69648,6004,7.9,75115,70108,5007,6.7,74981,70463,4518,6,75244,70976,4268,5.7,75688,72299,3389,4.5,75890,73109,2781,3.7,77012,74493,2519,3.3,77479,75334,2145,2.8,77263,75285,1978,2.6,77028,74867,2161,2.8,75700,71445,4255,5.6,81928,127.7
WI,Waukesha,1,1,1,210606,204958,5648,2.7,211507,203911,7596,3.6,211121,201398,9723,4.6,212431,202187,10244,4.8,212367,203448,8919,4.2,212463,204297,8166,3.8,216847,208751,8096,3.7,214237,205727,8510,4,214939,206260,8679,4,213797,196928,16869,7.9,218197,202455,15742,7.2,217340,203655,13685,6.3,217385,205067,12318,5.7,218987,207001,11986,5.5,220344,210721,9623,4.4,220891,212689,8202,3.7,224280,216710,7570,3.4,225376,218875,6501,2.9,224836,218839,5997,2.7,224406,217978,6428,2.9,220498,208246,12252,5.6,91070,141.9
WI,Waupaca,6,6,0,27822,26899,923,3.3,28148,26860,1288,4.6,28221,26722,1499,5.3,28574,26943,1631,5.7,28232,26758,1474,5.2,28080,26591,1489,5.3,28554,27148,1406,4.9,28190,26716,1474,5.2,28106,26588,1518,5.4,28508,25655,2853,10,27748,25180,2568,9.3,27635,25392,2243,8.1,27351,25310,2041,7.5,27345,25362,1983,7.3,27287,25765,1522,5.6,26970,25748,1222,4.5,26902,25864,1038,3.9,26509,25670,839,3.2,26152,25379,773,3,25795,24970,825,3.2,25439,24028,1411,5.5,61773,96.3
WI,Waushara,6,6,0,11801,11313,488,4.1,12366,11715,651,5.3,12381,11614,767,6.2,12713,11880,833,6.6,12554,11808,746,5.9,12635,11935,700,5.5,12871,12157,714,5.5,12715,11985,730,5.7,12740,11983,757,5.9,12910,11574,1336,10.3,12028,10755,1273,10.6,11884,10749,1135,9.6,12000,10968,1032,8.6,11822,10816,1006,8.5,11600,10782,818,7.1,11454,10751,703,6.1,11447,10886,561,4.9,11374,10925,449,3.9,11557,11154,403,3.5,11376,10922,454,4,11080,10378,702,6.3,55476,86.4
WI,Winnebago,3,2,1,89669,87231,2438,2.7,91472,88058,3414,3.7,92001,87500,4501,4.9,91806,86958,4848,5.3,91470,87262,4208,4.6,91444,87390,4054,4.4,92589,88505,4084,4.4,93680,89486,4194,4.5,94585,90394,4191,4.4,95576,87892,7684,8,92492,85419,7073,7.6,92192,85864,6328,6.9,92400,86346,6054,6.6,91645,85832,5813,6.3,91483,86781,4702,5.1,91233,87453,3780,4.1,92838,89604,3234,3.5,93311,90538,2773,3,91785,89260,2525,2.8,91079,88386,2693,3,91236,86270,4966,5.4,59643,92.9
WI,Wood,4,5,0,40907,39344,1563,3.8,41138,39174,1964,4.8,40963,38601,2362,5.8,41312,38885,2427,5.9,40299,37997,2302,5.7,39661,37417,2244,5.7,40192,38080,2112,5.3,41920,39738,2182,5.2,42148,39838,2310,5.5,42046,38187,3859,9.2,39985,36337,3648,9.1,39906,36663,3243,8.1,39666,36722,2944,7.4,38995,36178,2817,7.2,34716,32431,2285,6.6,34328,32481,1847,5.4,34518,32929,1589,4.6,34902,33603,1299,3.7,35086,33872,1214,3.5,34956,33647,1309,3.7,34538,32233,2305,6.7,57325,89.3
